group_id,citation_slp1,source_code,gana,source_gloss_slp1,decision,merged,review_id,batch_outcome,assignment_reductions
citation-2c89c6020dcd,SranTa~,10.0374,10,sandarBe,merge_shared_meanings,True,IR27,merge_shared_meanings,1
citation-e585f13306d1,SuBa~,01.0500,1,BAzaRe BAsane hiMsAyAM ca,open,False,IR28,open,0
citation-e585f13306d1,SuBa~,06.0046,6,SoBAyAm,open,False,IR28,open,0
citation-53b6c59a1210,SuWa~,01.0395,1,pratiGAte gatipratiGAte ca,retain_distinct_meanings,False,IR29,retain_distinct_meanings,0
citation-53b6c59a1210,SuWa~,10.0146,10,Alasye,retain_distinct_meanings,False,IR29,retain_distinct_meanings,0
citation-72fa2f1a9b3c,SuWi~,01.0399,1,SozaRe,merge_shared_meanings,False,IR30,merge_shared_meanings,0
citation-72fa2f1a9b3c,SuWi~,10.0147,10,SozaRe,merge_shared_meanings,True,IR30,merge_shared_meanings,1
citation-1c7604020b9f,SunBa~,01.0501,1,BAzaRe BAsane hiMsAyAM dIptO ca,open,False,IR31,open,0
citation-1c7604020b9f,SunBa~,06.0047,6,SoBAyAm,open,False,IR31,open,0
citation-0dbb24f2bac1,SunDa~,01.0077,1,SudDO,retain_distinct_meanings,False,IR32,retain_distinct_meanings,0
citation-0dbb24f2bac1,SunDa~,10.0369,10,SOcakarmaRi,retain_distinct_meanings,False,IR32,retain_distinct_meanings,0
citation-6f08ee03140f,YizvidA~,01.1133,1,avyakte Sabde,open,False,IR33,open,0
citation-6f08ee03140f,YizvidA~,04.0127,4,gAtraprakzaraRe,open,False,IR33,open,0
citation-4f708cb3f820,ama~,01.0536,1,gatO Sabde samBaktO ca,retain_distinct_meanings,False,IR34,retain_distinct_meanings,0
citation-4f708cb3f820,ama~,10.0245,10,roge,retain_distinct_meanings,False,IR34,retain_distinct_meanings,0
citation-bd48729eccd6,ancu~,01.0215,1,gatipUjanayoH,retain_distinct_meanings,False,IR35,retain_distinct_meanings,0
citation-bd48729eccd6,ancu~,10.0266,10,viSezaRe,retain_distinct_meanings,False,IR35,retain_distinct_meanings,0
citation-f4fb3a06e51c,arca~,01.0232,1,pUjAyAm,merge_shared_meanings,False,IR36,merge_shared_meanings,0
citation-f4fb3a06e51c,arca~,10.0340,10,pUjAyAm,merge_shared_meanings,True,IR36,merge_shared_meanings,1
citation-efcc884cf611,arha~,01.0841,1,pUjAyAm,merge_shared_meanings,False,IR37,merge_shared_meanings,0
citation-efcc884cf611,arha~,10.0257,10,pUjAyAm,merge_shared_meanings,True,IR37,merge_shared_meanings,1
citation-efcc884cf611,arha~,10.0367,10,pUjAyAm,merge_shared_meanings,False,IR37,merge_shared_meanings,0
citation-883dcc6d5dc9,arja~,01.0256,1,arjane,open,False,IR38,open,0
citation-883dcc6d5dc9,arja~,10.0250,10,pratiyatne,open,False,IR38,open,0
citation-9fac4a931843,bala~,01.0974,1,prARane DAnyAvaroDane ca,merge_shared_meanings,False,IR39,merge_shared_meanings,0
citation-9fac4a931843,bala~,10.0123,10,prARane,merge_shared_meanings,True,IR39,merge_shared_meanings,1
citation-0845d9626022,barha~,10.0173,10,hiMsAyAm,retain_distinct_meanings,False,IR40,retain_distinct_meanings,0
citation-0845d9626022,barha~,10.0300,10,BAzAyAm,retain_distinct_meanings,False,IR40,retain_distinct_meanings,0
citation-8af1accc37d1,bfhi~,01.0837,1,vfdDO Sabde ca,open,False,IR41,open,0
citation-8af1accc37d1,bfhi~,10.0299,10,BAzAyAm,open,False,IR41,open,0
citation-de86f7c0e9e9,bila~,06.0086,6,Bedane,merge_shared_meanings,False,IR42,merge_shared_meanings,0
citation-de86f7c0e9e9,bila~,10.0095,10,Bedane,merge_shared_meanings,True,IR42,merge_shared_meanings,1
citation-268a38d2cb80,bukka~,01.0126,1,BazaRe,open,False,IR43,open,0
citation-268a38d2cb80,bukka~,10.0238,10,BazaRe,open,False,IR43,open,0
citation-9d64e1e7c25d,busa~,04.0117,4,viBAge,retain_distinct_meanings,False,IR44,retain_distinct_meanings,0
citation-9d64e1e7c25d,busa~,04.0129,4,utsarge,retain_distinct_meanings,False,IR44,retain_distinct_meanings,0
citation-4ab810569105,caha~,01.0830,1,parikalkane,merge_shared_meanings,False,IR45,merge_shared_meanings,0
citation-4ab810569105,caha~,10.0120,10,parikalkane,merge_shared_meanings,True,IR45,merge_shared_meanings,1
citation-58e441e40100,cala~,01.0924,1,kampane,merge_shared_meanings,False,IR46,merge_shared_meanings,0
citation-58e441e40100,cala~,01.0966,1,kampane,merge_shared_meanings,True,IR46,merge_shared_meanings,1
citation-58e441e40100,cala~,06.0083,6,vilasane vikasane ca,merge_shared_meanings,False,IR46,merge_shared_meanings,0
citation-58e441e40100,cala~,10.0097,10,BftO,merge_shared_meanings,False,IR46,merge_shared_meanings,0
citation-642d333229de,camu~,01.0540,1,adane,merge_shared_meanings,False,IR47,merge_shared_meanings,0
citation-642d333229de,camu~,05.0031,5,BakzaRe,merge_shared_meanings,True,IR47,merge_shared_meanings,1
citation-dad9774694dc,cana~,01.0914,1,hiMsAyAm,open,False,IR48,open,0
citation-dad9774694dc,cana~,10.0378,10,SradDopahananayoH,open,False,IR48,open,0
citation-666070df6346,capa~,01.0465,1,sAntvane,retain_distinct_meanings,False,IR49,retain_distinct_meanings,0
citation-666070df6346,capa~,10.0121,10,parikalpane,retain_distinct_meanings,False,IR49,retain_distinct_meanings,0
citation-9cf8a8ef6cf3,cara~,01.0640,1,gatO BakzaRe ca,retain_distinct_meanings,False,IR50,retain_distinct_meanings,0
citation-9cf8a8ef6cf3,cara~,10.0274,10,saMSaye,retain_distinct_meanings,False,IR50,retain_distinct_meanings,0
citation-7f84f66b1fff,carca~,01.0814,1,pariBAzaRahiMsAtarjanezu,merge_shared_meanings,False,IR51,merge_shared_meanings,0
citation-7f84f66b1fff,carca~,06.0019,6,pariBAzaRaBartsanayoH,merge_shared_meanings,False,IR51,merge_shared_meanings,1
citation-7f84f66b1fff,carca~,10.0237,10,aDyayane,merge_shared_meanings,False,IR51,merge_shared_meanings,0
citation-be588ffc1d4b,cubi~,01.0495,1,vaktrasaMyoge,retain_distinct_meanings,False,IR52,retain_distinct_meanings,0
citation-be588ffc1d4b,cubi~,10.0130,10,hiMsAyAm,retain_distinct_meanings,False,IR52,retain_distinct_meanings,0
citation-f935035666e6,cuwa~,06.0104,6,Cedane,merge_shared_meanings,False,IR53,merge_shared_meanings,0
citation-f935035666e6,cuwa~,10.0103,10,Cedane,merge_shared_meanings,True,IR53,merge_shared_meanings,1
citation-a75b03a6bc26,cuwi~,01.0360,1,alpIBAve,retain_distinct_meanings,False,IR54,retain_distinct_meanings,0
citation-a75b03a6bc26,cuwi~,10.0164,10,Cedane,retain_distinct_meanings,False,IR54,retain_distinct_meanings,0
citation-cae1efc6256f,dF,01.0920,1,Baye,retain_distinct_meanings,False,IR55,retain_distinct_meanings,0
citation-cae1efc6256f,dF,09.0026,9,vidAraRe,retain_distinct_meanings,False,IR55,retain_distinct_meanings,0
citation-72c1eaa39c6b,daSi~,10.0193,10,daMSane,retain_distinct_meanings,False,IR56,retain_distinct_meanings,0
citation-72c1eaa39c6b,daSi~,10.0295,10,BAzAyAm,retain_distinct_meanings,False,IR56,retain_distinct_meanings,0
citation-1736a86eb631,dakza~\,01.0692,1,vfdDO SIGrArTe ca,merge_shared_meanings,False,IR57,merge_shared_meanings,0
citation-1736a86eb631,dakza~\,01.0874,1,gatihiMsanaSAsanavfdDiSIGrArTezu,merge_shared_meanings,False,IR57,merge_shared_meanings,2
citation-ba8d46df6e83,dala~,01.0629,1,viSaraRe vidAraRe ca,open,False,IR58,open,0
citation-ba8d46df6e83,dala~,10.0281,10,vidAraRe,open,False,IR58,open,0
citation-8720a5fdeb07,dasi~,10.0194,10,darSanadaMSanayoH,retain_distinct_meanings,False,IR59,retain_distinct_meanings,0
citation-8720a5fdeb07,dasi~,10.0317,10,BAzAyAm,retain_distinct_meanings,False,IR59,retain_distinct_meanings,0
citation-f984a18e7125,dfBI~,06.0048,6,granTe,retain_distinct_meanings,False,IR60,retain_distinct_meanings,0
citation-f984a18e7125,dfBI~,10.0357,10,Baye,retain_distinct_meanings,False,IR60,retain_distinct_meanings,0
citation-5952f0c14bc0,dfpa~,06.0036,6,utkleSe,retain_distinct_meanings,False,IR61,retain_distinct_meanings,0
citation-5952f0c14bc0,dfpa~,10.0356,10,sandIpane,retain_distinct_meanings,False,IR61,retain_distinct_meanings,0
citation-a3c48678ede7,divu~,04.0001,4,krIqAvijigIzAvyavahAradyutistutimodamadasvapnakAntigatizu,retain_distinct_meanings,False,IR62,retain_distinct_meanings,0
citation-a3c48678ede7,divu~,10.0230,10,parikUjane,retain_distinct_meanings,False,IR62,retain_distinct_meanings,0
citation-a3c48678ede7,divu~,10.0249,10,mardane,retain_distinct_meanings,False,IR62,retain_distinct_meanings,0
citation-1e73fa5e4eb6,ezf~\,01.0701,1,prayatne,retain_distinct_meanings,False,IR63,retain_distinct_meanings,0
citation-1e73fa5e4eb6,ezf~\,01.0705,1,gatO,retain_distinct_meanings,False,IR63,retain_distinct_meanings,0
citation-cb3a9fff4f6d,fDu~,04.0160,4,vfdDO,merge_shared_meanings,False,IR64,merge_shared_meanings,0
citation-cb3a9fff4f6d,fDu~,05.0027,5,vfdDO,merge_shared_meanings,True,IR64,merge_shared_meanings,1
citation-7cc89b28d934,f\,01.1086,1,gatiprApaRayoH,merge_shared_meanings,False,IR65,merge_shared_meanings,0
citation-7cc89b28d934,f\,03.0017,3,gatO,merge_shared_meanings,True,IR65,merge_shared_meanings,1
citation-35ac0ebdda53,gF,06.0146,6,nigaraRe,retain_distinct_meanings,False,IR66,retain_distinct_meanings,0
citation-35ac0ebdda53,gF,09.0033,9,Sabde,retain_distinct_meanings,False,IR66,retain_distinct_meanings,0
citation-4c8d198af5a7,gaja~,01.0279,1,Sabde madane ca,merge_shared_meanings,False,IR67,merge_shared_meanings,0
citation-4c8d198af5a7,gaja~,10.0149,10,SabdArTe,merge_shared_meanings,True,IR67,merge_shared_meanings,1
citation-472da4714659,gala~,01.0627,1,adane sravaRe ca,open,False,IR68,open,0
citation-472da4714659,gala~,10.0223,10,sravaRe,open,False,IR68,open,0
citation-b5541466f3b2,gaqi~,01.0068,1,vadanEkadeSe,documented_same_word_and_meaning,False,ID02,,0
citation-b5541466f3b2,gaqi~,01.0419,1,vadanEkadeSe,documented_same_word_and_meaning,True,ID02,,0
citation-18b99ebeda26,garda~,01.0059,1,Sabde,merge_shared_meanings,False,IR69,merge_shared_meanings,0
citation-18b99ebeda26,garda~,10.0178,10,Sabde,merge_shared_meanings,True,IR69,merge_shared_meanings,1
citation-9303b08bf534,garja~,01.0258,1,Sabde,merge_shared_meanings,False,IR70,merge_shared_meanings,0
citation-9303b08bf534,garja~,10.0177,10,Sabde,merge_shared_meanings,True,IR70,merge_shared_meanings,1
citation-dfb7ae877b08,glepf~\,01.0424,1,dEnye,retain_distinct_meanings,False,IR71,retain_distinct_meanings,0
citation-dfb7ae877b08,glepf~\,01.0428,1,kampane gatO ca,retain_distinct_meanings,False,IR71,retain_distinct_meanings,0
citation-8a64d01f467a,granTa~,09.0049,9,sandarBe,merge_shared_meanings,False,IR72,merge_shared_meanings,0
citation-8a64d01f467a,granTa~,10.0362,10,banDane,merge_shared_meanings,False,IR72,merge_shared_meanings,0
citation-8a64d01f467a,granTa~,10.0375,10,sandarBe,merge_shared_meanings,True,IR72,merge_shared_meanings,1
citation-555d7cdd992e,guDa~,04.0014,4,parivezwane,retain_distinct_meanings,False,IR73,retain_distinct_meanings,0
citation-555d7cdd992e,guDa~,09.0053,9,roze,retain_distinct_meanings,False,IR73,retain_distinct_meanings,0
citation-6ba2737db805,gu\N,01.1100,1,avyakte Sabde,open,False,IR74,open,0
citation-6ba2737db805,gu\N,01.1105,1,Sabde,open,False,IR74,open,0
citation-4bb9fa80f721,guja~,01.0230,1,avyakte Sabde,merge_shared_meanings,False,IR75,merge_shared_meanings,0
citation-4bb9fa80f721,guja~,06.0096,6,Sabde,merge_shared_meanings,True,IR75,merge_shared_meanings,1
citation-6ff10ff67501,gupa~,04.0147,4,vyAkulatve,retain_distinct_meanings,False,IR76,retain_distinct_meanings,0
citation-6ff10ff67501,gupa~,10.0302,10,BAzAyAm,retain_distinct_meanings,False,IR76,retain_distinct_meanings,0
citation-118ee25f42ff,hisi~,07.0019,7,hiMsAyAm,merge_shared_meanings,False,IR77,merge_shared_meanings,0
citation-118ee25f42ff,hisi~,10.0366,10,hiMsAyAm,merge_shared_meanings,True,IR77,merge_shared_meanings,1
citation-542263aac5a0,huqi~\,01.0302,1,saNGAte,retain_distinct_meanings,False,IR78,retain_distinct_meanings,0
citation-542263aac5a0,huqi~\,01.0310,1,varaRe haraRe ca,retain_distinct_meanings,False,IR78,retain_distinct_meanings,0
citation-997970e05b90,hvf\,01.1080,1,kOwilye,retain_distinct_meanings,False,IR79,retain_distinct_meanings,0
citation-997970e05b90,hvf\,01.1084,1,saMvaraRe,retain_distinct_meanings,False,IR79,retain_distinct_meanings,0
citation-87152ee7f646,ila~,06.0084,6,svapnakzepaRayoH,retain_distinct_meanings,False,IR80,retain_distinct_meanings,0
citation-87152ee7f646,ila~,10.0167,10,preraRe,retain_distinct_meanings,False,IR80,retain_distinct_meanings,0
citation-59ead3f49ada,iza~,04.0022,4,gatO,retain_distinct_meanings,False,IR81,retain_distinct_meanings,0
citation-59ead3f49ada,iza~,09.0061,9,ABIkzRye,retain_distinct_meanings,False,IR81,retain_distinct_meanings,0
citation-4fb36eca86b3,jF,09.0027,9,vayohAnO,merge_shared_meanings,False,IR82,merge_shared_meanings,0
citation-4fb36eca86b3,jF,10.0346,10,vayohAnO,merge_shared_meanings,True,IR82,merge_shared_meanings,1
citation-a4803d9e8a7f,jYA,01.0923,1,mAraRatozaRaniSAmanezu,retain_distinct_meanings,False,IR83,retain_distinct_meanings,0
citation-a4803d9e8a7f,jYA,10.0258,10,niyoge,retain_distinct_meanings,False,IR83,retain_distinct_meanings,0
citation-c162cdf4a0a7,jala~,01.0967,1,GAtane,retain_distinct_meanings,False,IR84,retain_distinct_meanings,0
citation-c162cdf4a0a7,jala~,10.0015,10,apavAraRe,retain_distinct_meanings,False,IR84,retain_distinct_meanings,0
citation-13917199e7c3,jarja~,01.0813,1,pariBAzaRahiMsAtarjanezu,open,False,IR85,open,0
citation-13917199e7c3,jarja~,06.0018,6,pariBAzaRaBartsanayoH,open,False,IR85,open,0
citation-f91f3e587fb6,jasu~,04.0108,4,mokzaRe,retain_distinct_meanings,False,IR86,retain_distinct_meanings,0
citation-f91f3e587fb6,jasu~,10.0184,10,hiMsAyAm,retain_distinct_meanings,False,IR86,retain_distinct_meanings,0
citation-f91f3e587fb6,jasu~,10.0243,10,tAqane,retain_distinct_meanings,False,IR86,retain_distinct_meanings,0
citation-46143bf08aee,ji\,01.0642,1,jaye,retain_distinct_meanings,False,IR87,retain_distinct_meanings,0
citation-46143bf08aee,ji\,01.1096,1,aBiBave (nyUnIBavane nyUnIkaraRe ca),retain_distinct_meanings,False,IR87,retain_distinct_meanings,0
citation-524b14116de5,jri\,01.1097,1,aBiBave (nyUnIBavane nyUnIkaraRe ca),retain_distinct_meanings,False,IR88,retain_distinct_meanings,0
citation-524b14116de5,jri\,10.0347,10,vayohAnO,retain_distinct_meanings,False,IR88,retain_distinct_meanings,0
citation-cbbeceabbb22,juqa~,06.0051,6,gatO banDane ca,merge_shared_meanings,False,IR89,merge_shared_meanings,0
citation-cbbeceabbb22,juqa~,06.0106,6,banDane,merge_shared_meanings,True,IR89,merge_shared_meanings,1
citation-cbbeceabbb22,juqa~,10.0148,10,preraRe,merge_shared_meanings,False,IR89,merge_shared_meanings,0
citation-d9dd51075c56,jvala~,01.0916,1,dIptO,documented_same_word_and_meaning,True,ID01,,0
citation-d9dd51075c56,jvala~,01.0965,1,dIptO,documented_same_word_and_meaning,False,ID01,,0
citation-284dc2467f44,kASf~\,01.0734,1,dIptO,merge_shared_meanings,False,IR90,merge_shared_meanings,0
citation-284dc2467f44,kASf~\,04.0058,4,dIptO,merge_shared_meanings,True,IR90,merge_shared_meanings,1
citation-d2d4c2390b0a,kF,06.0145,6,vikzepe,retain_distinct_meanings,False,IR91,retain_distinct_meanings,0
citation-d2d4c2390b0a,kF,09.0031,9,hiMsAyAm,retain_distinct_meanings,False,IR91,retain_distinct_meanings,0
citation-2f2d15de3d3a,kURa~,10.0211,10,saNkoce,open,False,IR92,open,0
citation-2f2d15de3d3a,kURa~,10.0438,10,saNkocane,open,False,IR92,open,0
citation-1a2f85a32385,kaRa~,01.0517,1,Sabde,merge_shared_meanings,False,IR93,merge_shared_meanings,0
citation-1a2f85a32385,kaRa~,01.0903,1,gatO Sabde ca,merge_shared_meanings,False,IR93,merge_shared_meanings,1
citation-1a2f85a32385,kaRa~,10.0240,10,nimIlane,merge_shared_meanings,False,IR93,merge_shared_meanings,0
citation-2c2f7dcdce2a,kaqa~,01.0417,1,made,merge_shared_meanings,False,IR94,merge_shared_meanings,0
citation-2c2f7dcdce2a,kaqa~,06.0108,6,made,merge_shared_meanings,True,IR94,merge_shared_meanings,1
citation-2c2f7dcdce2a,kaqa~,06.0111,6,Gasane,merge_shared_meanings,False,IR94,merge_shared_meanings,0
citation-19b88b09842b,kaqi~,01.0418,1,made,retain_distinct_meanings,False,IR95,retain_distinct_meanings,0
citation-19b88b09842b,kaqi~,10.0067,10,Bedane,retain_distinct_meanings,False,IR95,retain_distinct_meanings,0
citation-9671591f2fe8,kftI~,06.0171,6,Cedane,retain_distinct_meanings,False,IR96,retain_distinct_meanings,0
citation-9671591f2fe8,kftI~,07.0010,7,vezwane,retain_distinct_meanings,False,IR96,retain_distinct_meanings,0
citation-30346bc02b6b,kila~,06.0080,6,SvEtyakrIqanayoH,retain_distinct_meanings,False,IR97,retain_distinct_meanings,0
citation-30346bc02b6b,kila~,10.0205,10,kzepe,retain_distinct_meanings,False,IR97,retain_distinct_meanings,0
citation-eebb2596958c,kita~,01.1148,1,nivAse rogApanayane vyADipratIkAre nigrahe apanayane nASane saMSaye ca,retain_distinct_meanings,False,IR98,retain_distinct_meanings,0
citation-eebb2596958c,kita~,03.0021,3,jYAne,retain_distinct_meanings,False,IR98,retain_distinct_meanings,0
citation-41fc76cf0c7b,kiwa~,01.0338,1,trAse,retain_distinct_meanings,False,IR99,retain_distinct_meanings,0
citation-41fc76cf0c7b,kiwa~,01.0358,1,gatO,retain_distinct_meanings,False,IR99,retain_distinct_meanings,0
citation-b8e16714d3ad,kuWi~,01.0363,1,vEkalye,retain_distinct_meanings,False,IR100,retain_distinct_meanings,0
citation-b8e16714d3ad,kuWi~,01.0397,1,pratiGAte,retain_distinct_meanings,False,IR100,retain_distinct_meanings,0
citation-b8e16714d3ad,kuWi~,10.0070,10,rakzaRe,retain_distinct_meanings,False,IR100,retain_distinct_meanings,0
citation-bb09ccc87db6,ku\N,01.1103,1,Sabde,open,False,IR101,open,0
citation-bb09ccc87db6,ku\N,06.0136,6,Sabde,open,False,IR101,open,0
citation-1fbe5c25c74e,kubi~,01.0492,1,CAdane AcCAdane ca,merge_shared_meanings,False,IR102,merge_shared_meanings,0
citation-1fbe5c25c74e,kubi~,10.0157,10,AcCAdane,merge_shared_meanings,True,IR102,merge_shared_meanings,1
citation-05adb0249702,kuca~,01.0211,1,Sabde tAre,retain_distinct_meanings,False,IR103,retain_distinct_meanings,0
citation-05adb0249702,kuca~,01.0993,1,samparcanakOwilyapratizwamBavileKanezu,retain_distinct_meanings,False,IR103,retain_distinct_meanings,0
citation-05adb0249702,kuca~,06.0095,6,saNkocane,retain_distinct_meanings,False,IR103,retain_distinct_meanings,0
citation-8a030d9b9368,kupa~,04.0146,4,kroDe,retain_distinct_meanings,False,IR104,retain_distinct_meanings,0
citation-8a030d9b9368,kupa~,10.0310,10,BAzAyAm,retain_distinct_meanings,False,IR104,retain_distinct_meanings,0
citation-d68fb858ccc1,kuqi~,01.0362,1,vEkalye,retain_distinct_meanings,False,IR105,retain_distinct_meanings,0
citation-d68fb858ccc1,kuqi~,10.0068,10,rakzaRe,retain_distinct_meanings,False,IR105,retain_distinct_meanings,0
citation-34d3afcf960e,kuwa~,06.0093,6,kOwilye,retain_distinct_meanings,False,IR106,retain_distinct_meanings,0
citation-34d3afcf960e,kuwa~,10.0222,10,Cedane,retain_distinct_meanings,False,IR106,retain_distinct_meanings,0
citation-f8ac41326f2d,kuwwa~,10.0034,10,CedanaBartsanayoH,retain_distinct_meanings,False,IR107,retain_distinct_meanings,0
citation-f8ac41326f2d,kuwwa~,10.0226,10,pratApane,retain_distinct_meanings,False,IR107,retain_distinct_meanings,0
citation-a252fd7b4976,kzala~,01.0980,1,saYcalane,retain_distinct_meanings,False,IR108,retain_distinct_meanings,0
citation-a252fd7b4976,kzala~,10.0086,10,SOcakarmaRi,retain_distinct_meanings,False,IR108,retain_distinct_meanings,0
