candidate_relation_id,compound_word_meaning_id,compound_type,input_forms_slp1,input_semantic_relation,operation_family,operation_id,source_variant,semantic_context,semantic_branch_id,semantic_relation,rule_refs,derivational_depth
d9b7f3aa458c855e80ce,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
af7b8d50d2b33da676a6,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
755dea4fcd37818bbe18,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
231f628cb35d3ead9f51,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
8dfd620e947da2e5539c,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
0d456d648c70fd02a2b8,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
daba85598c3635e7da72,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
dedbbab62b01d0fe30b3,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
1912aa91e6d9914e588e,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
ba278792e1051150285c,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
e4fe2a4eab14198ede03,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
f9a806d39585252fb098,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
a04f1af3dd8f07f0859c,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
fcc00eb612bd5d1dcfec,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
decd4c61feea57da958e,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
ceba3afc88b320875a7e,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
9ed83d8c202914fe5c61,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
49cd89c6629aa09ca00e,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
302d862e6c1220d40717,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
abd2a8f7a4e781abec3c,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
78d2195d7450d8e0e99d,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
3f162ad1ca7529ac8551,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
e5f02f51109528ead8ff,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
685309b5d03e289964cb,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
96c6b3fe1790425e4b33,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
32707d00f2f290ee368f,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
ef3178632fbc811e943c,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
d61a6ec8c33802225c82,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
8c0fb933b354e9abdcc4,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
b16bc87caf296025826d,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
245ebfc73f36ee60bc0c,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
fdbd87df61e0dc769939,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
8090eb624cdff0489abe,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
d7d394e54ed6a2b36984,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
636db6413cd34b36c6de,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
07e70ed6e935bf8e111f,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
67a8a7a983740f623091,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
f29d5c36863543f0557a,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
f837f13e789610935910,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
7319164a01861ef21caa,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
a87152158cda3e09863b,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
2c57dbb31ce662e68459,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
84edc6766d7e7902ae16,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
2dbd26917cdb9385de59,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
441f24d423cc64441ec4,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
f25b1b13defc5a1d7b7e,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
65874d9de8286116070f,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
d746e27cd0b60c7ef2a0,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
c666e308d12091f69f9a,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
21fc97b1627f0710054b,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
23a9e6c035c379e098f8,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
7511d110be5741fdf4ca,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
e37fe62d19e009a14b1b,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
3dcaa2dc20c44b4a16aa,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
bd058dea0a52aed4501d,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
5e3c77486f7a5df8f099,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
5fdea31c17b528477800,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
857374a3465cbc45ca5f,e366678d32677dc4,caturthi_tatpurusha,gorakzita,rakzita for go,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
3a8968393b1bec57b32d,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
3f88a0ee610186dbe60f,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
679be5be2cca24706a9c,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
a1b7a65caac9a2ec6f59,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
08586c5f3a3e7c57b105,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
6f877d417f03c044b3ec,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
97cc6ab4b0abfc9a49e1,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
18511554dc3705c870da,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
cf4918e9db51596cdcae,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
e1469e9927d190d86fe9,0a91d045dfe1c411,caturthi_tatpurusha,gosuKa,suKa for go,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
d1597d5e758cb48880f4,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
03ff9ca6a8199b0d3147,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
825ff4e479cd2619aaa7,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
a049edba15ece38b28e4,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
62b512b43bb7abfd9df6,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
9af1576f71fa9db39867,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
b7bd4767e79f04c383d8,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
b5628df5149b139c64c8,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
4748e0d33535afffb355,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
45abc50bac5273a26f81,0cb44ff2bfb8f8a6,caturthi_tatpurusha,kuRqalahiraRya,hiraRya for kuRqala,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
a08fdfbd8a5d779da092,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
975ab4d3223854bb4661,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
0c0cd3cde93c4ca72c39,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
40bc597cb32601760caa,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
eb96e6d302d1f154c50b,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
e49fc0cce35f6f4c7ba3,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
0be299492104fc3ab57b,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
b01664c3edba50e50bdd,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
2870ecaf9ad51191d3ff,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
cf46f5a1c49bb7c514c3,a327be965454784b,caturthi_tatpurusha,kuberabali,bali for kubera,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
d478ee97c3352524760d,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
5e548d6ecaca2ee52d5e,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
e844d98a4e7eb4ef2e63,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
8b81dcf3af5872704262,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
69f23dff995db8a74d85,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
3f03e8d0037d9f608c09,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
dffba7bbee8d0c2de616,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
b58045350167352b5565,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
18a56d44f859141e8214,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
a8ec7511aa3563702b32,9f6b91d1110cd34b,caturthi_tatpurusha,mahArAjabali,bali for mahArAja,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
3b0fbe0960e295c2e5be,4dc5251f17d506b9,caturthi_tatpurusha,yUpadAru,dAru for yUpa,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
