derived_word_meaning_id,operation_id,expected_forms_slp1,regenerated_forms_slp1,verification_status
ec513ac70154631f64a0,possession_matup,brAhmaRArTavat,brAhmaRArTavat,verified
d47cbc7cacaedba119bb,superlative_tamap,brAhmaRArTatama,brAhmaRArTatama,verified
2ae7d2a11a59ca75e508,comparative_tarap,brAhmaRArTatara,brAhmaRArTatara,verified
44becabfe8f9624ea6cf,self_desire_kyac,brAhmaRArTIya,brAhmaRArTIya,verified
526edf167db2d14ab833,self_desire_kamyac,brAhmaRArTakAmya,brAhmaRArTakAmya,verified
ed843c9dbb46ef14ca15,object_comparison_kyac,brAhmaRArTIya,brAhmaRArTIya,verified
47012fa15774bd6a559b,agent_comparison_kyang,brAhmaRArTAya,brAhmaRArTAya,verified
ccdb7b5a8484856c515f,nan_privative,abrAhmaRArTa,abrAhmaRArTa,verified
558dd29b88a281013452,state_tva,gohitatva,gohitatva,verified
f43886e857449b6841df,state_tal,gohitatA,gohitatA,verified
76e9694e58961bd7731e,possession_matup,gohitavat,gohitavat,verified
6987bda472918aada488,superlative_tamap,gohitatama,gohitatama,verified
072fbeba6c847b03d532,comparative_tarap,gohitatara,gohitatara,verified
8872a86a9fbf01b7395d,self_desire_kyac,gohitIya,gohitIya,verified
99066057fe44b1fc38bf,self_desire_kamyac,gohitakAmya,gohitakAmya,verified
c65d3c6d203072aa041b,object_comparison_kyac,gohitIya,gohitIya,verified
73183a11cfe008cd0e2a,agent_comparison_kyang,gohitAya,gohitAya,verified
0976e4d47ade41c294ef,nan_privative,agohita,agohita,verified
701705ef6d2526281ff0,state_tva,gorakzitatva,gorakzitatva,verified
a7d40fd26ffedb1d992e,state_tal,gorakzitatA,gorakzitatA,verified
e39cc30a6fa343e3ac76,possession_matup,gorakzitavat,gorakzitavat,verified
5400ebb2839c9817ade6,superlative_tamap,gorakzitatama,gorakzitatama,verified
a4897b2985981b76c95d,comparative_tarap,gorakzitatara,gorakzitatara,verified
9248319904a3881722c6,self_desire_kyac,gorakzitIya,gorakzitIya,verified
aefcb806516e45d9adf4,self_desire_kamyac,gorakzitakAmya,gorakzitakAmya,verified
fab4265afe9747ae2d1e,object_comparison_kyac,gorakzitIya,gorakzitIya,verified
ff8a470363e5fe5c0a5d,agent_comparison_kyang,gorakzitAya,gorakzitAya,verified
deeeb66ba39381a7ae0d,nan_privative,agorakzita,agorakzita,verified
cc8b4cc3c88116849ed9,state_tva,gosuKatva,gosuKatva,verified
ccb99aee088a66c9508b,state_tal,gosuKatA,gosuKatA,verified
8912699cedf5812b2f36,possession_matup,gosuKavat,gosuKavat,verified
04e747441d6b0cee5535,superlative_tamap,gosuKatama,gosuKatama,verified
f9f5a730b7b9d552c245,comparative_tarap,gosuKatara,gosuKatara,verified
d2d520a6611d1201ecb1,self_desire_kyac,gosuKIya,gosuKIya,verified
d341110cd23ffb5668cf,self_desire_kamyac,gosuKakAmya,gosuKakAmya,verified
04d04b4d96b59104c9ab,object_comparison_kyac,gosuKIya,gosuKIya,verified
35732427ccf9e3de44c6,agent_comparison_kyang,gosuKAya,gosuKAya,verified
d1241bb4c16c3b590d2e,nan_privative,agosuKa,agosuKa,verified
d0fd3d2bceba36e00574,state_tva,kuRqalahiraRyatva,kuRqalahiraRyatva,verified
e0ed2c884b67b076f9ca,state_tal,kuRqalahiraRyatA,kuRqalahiraRyatA,verified
840d16a0f54e347b3b44,possession_matup,kuRqalahiraRyavat,kuRqalahiraRyavat,verified
a4811936e4a87d2edd12,superlative_tamap,kuRqalahiraRyatama,kuRqalahiraRyatama,verified
17dcc04360bafc3b7a61,comparative_tarap,kuRqalahiraRyatara,kuRqalahiraRyatara,verified
5c7587ab907ad153a534,self_desire_kyac,kuRqalahiraRyIya,kuRqalahiraRyIya,verified
90df500c2c7e209cf3eb,self_desire_kamyac,kuRqalahiraRyakAmya,kuRqalahiraRyakAmya,verified
22c468671a93d2507916,object_comparison_kyac,kuRqalahiraRyIya,kuRqalahiraRyIya,verified
264720fc61d3d5463e01,agent_comparison_kyang,kuRqalahiraRyAya,kuRqalahiraRyAya,verified
a9c3d7e5e593f234d833,nan_privative,akuRqalahiraRya,akuRqalahiraRya,verified
4920c4c0eaf7a65e74fb,state_tva,kuberabalitva,kuberabalitva,verified
cd66436b5653079ae941,state_tal,kuberabalitA,kuberabalitA,verified
942ac2768d5d2f9216dc,possession_matup,kuberabalimat,kuberabalimat,verified
3a1c714cc3296e312dc7,superlative_tamap,kuberabalitama,kuberabalitama,verified
e018edf0f65c91ab1829,comparative_tarap,kuberabalitara,kuberabalitara,verified
344468e74f964f69a99d,self_desire_kyac,kuberabalIya,kuberabalIya,verified
466628500fdc18ddefc3,self_desire_kamyac,kuberabalikAmya,kuberabalikAmya,verified
708e22b425e9c555f5ba,object_comparison_kyac,kuberabalIya,kuberabalIya,verified
4313a59a33cd284781df,agent_comparison_kyang,kuberabalIya,kuberabalIya,verified
5f52072627090548d756,nan_privative,akuberabali,akuberabali,verified
0112572aa1367794e03b,state_tva,mahArAjabalitva,mahArAjabalitva,verified
d2f11bb26624fa9d3c6a,state_tal,mahArAjabalitA,mahArAjabalitA,verified
08f986825e0629f0a8c0,possession_matup,mahArAjabalimat,mahArAjabalimat,verified
328585d30e38cefd276a,superlative_tamap,mahArAjabalitama,mahArAjabalitama,verified
ed472b6c9c2fad89d203,comparative_tarap,mahArAjabalitara,mahArAjabalitara,verified
44c387d09c15133bac7f,self_desire_kyac,mahArAjabalIya,mahArAjabalIya,verified
f69a83f104450d4f5acd,self_desire_kamyac,mahArAjabalikAmya,mahArAjabalikAmya,verified
502b06688e0aee86a3dd,object_comparison_kyac,mahArAjabalIya,mahArAjabalIya,verified
3473e13b9acc8551eba5,agent_comparison_kyang,mahArAjabalIya,mahArAjabalIya,verified
feaa812a54eaf60f9497,nan_privative,amahArAjabali,amahArAjabali,verified
74f4b341637a67b169d9,state_tva,yUpadArutva,yUpadArutva,verified
9decfcec94bed4ba7b14,state_tal,yUpadArutA,yUpadArutA,verified
ef1fdc5694b10d0ba8a3,possession_matup,yUpadArumat,yUpadArumat,verified
3d2a4642d4c8100b6207,superlative_tamap,yUpadArutama,yUpadArutama,verified
79db02cab97f7910294b,comparative_tarap,yUpadArutara,yUpadArutara,verified
afbd5ccb0419c2e46cbf,self_desire_kyac,yUpadArUya,yUpadArUya,verified
125f49736fe54430808c,self_desire_kamyac,yUpadArukAmya,yUpadArukAmya,verified
3a19cd3431f412506ba4,object_comparison_kyac,yUpadArUya,yUpadArUya,verified
9fd863403b8b0a1b3c9a,agent_comparison_kyang,yUpadArUya,yUpadArUya,verified
9f860b805d57feed9846,nan_privative,ayUpadAru,ayUpadAru,verified
5b13f65d80652bdfd02e,state_tva,DavaKadirapalASatva,DavaKadirapalASatva,verified
67a36a18c1464332a656,state_tal,DavaKadirapalASatA,DavaKadirapalASatA,verified
cc6b057c2320c4a2b763,possession_matup,DavaKadirapalASavat,DavaKadirapalASavat,verified
3732547f1686f8ae8f19,superlative_tamap,DavaKadirapalASatama,DavaKadirapalASatama,verified
97801843527fb54b47a1,comparative_tarap,DavaKadirapalASatara,DavaKadirapalASatara,verified
c26c9d8a9cb321398597,self_desire_kyac,DavaKadirapalASIya,DavaKadirapalASIya,verified
bbc56e55f0a37bfc0e6e,self_desire_kamyac,DavaKadirapalASakAmya,DavaKadirapalASakAmya,verified
3f215a5e61cfea6f214f,object_comparison_kyac,DavaKadirapalASIya,DavaKadirapalASIya,verified
b4a552911547810851ee,agent_comparison_kyang,DavaKadirapalASAya,DavaKadirapalASAya,verified
8054eadffbbc3a88de46,nan_privative,aDavaKadirapalASa,aDavaKadirapalASa,verified
8eaf24d04b0e6f00ec44,state_tva,plakzanyagroDatva,plakzanyagroDatva,verified
2fb833f707559c82f2ee,state_tal,plakzanyagroDatA,plakzanyagroDatA,verified
f542e63f229b95628f65,possession_matup,plakzanyagroDavat,plakzanyagroDavat,verified
23c9138b509e73571f87,superlative_tamap,plakzanyagroDatama,plakzanyagroDatama,verified
1057fc6f5b8d14a079e5,comparative_tarap,plakzanyagroDatara,plakzanyagroDatara,verified
5b31192fed625614ed9b,self_desire_kyac,plakzanyagroDIya,plakzanyagroDIya,verified
c6314f9a0c9c073227ad,self_desire_kamyac,plakzanyagroDakAmya,plakzanyagroDakAmya,verified
2c118733d8e72ed12c5c,object_comparison_kyac,plakzanyagroDIya,plakzanyagroDIya,verified
b83db258eb4ecab3cff9,agent_comparison_kyang,plakzanyagroDAya,plakzanyagroDAya,verified
854b7ee8fd6aec4e7079,nan_privative,aplakzanyagroDa,aplakzanyagroDa,verified
cf5e23bcbc72705fa10e,state_tva,duHKApannatva,duHKApannatva,verified
760d7162c22b577380b6,state_tal,duHKApannatA,duHKApannatA,verified
80a5ca596205bfe3cb00,possession_matup,duHKApannavat,duHKApannavat,verified
94a648d3a8bef6368a2b,superlative_tamap,duHKApannatama,duHKApannatama,verified
ca95daccd4c2d75ba7e3,comparative_tarap,duHKApannatara,duHKApannatara,verified
13568075c576a60d6b7a,self_desire_kyac,duHKApannIya,duHKApannIya,verified
8e2ab761336e658258af,self_desire_kamyac,duHKApannakAmya,duHKApannakAmya,verified
0da4108544567a758872,object_comparison_kyac,duHKApannIya,duHKApannIya,verified
d5860de0c56e02c6b780,agent_comparison_kyang,duHKApannAya,duHKApannAya,verified
b4a3fa76c509c1dbdae2,nan_privative,aduHKApanna,aduHKApanna,verified
821b46dd526213294f63,state_tva,grAmagatatva,grAmagatatva,verified
4f6707da6eded7e2a100,state_tal,grAmagatatA,grAmagatatA,verified
315fe3eb35b2ae07f74b,possession_matup,grAmagatavat,grAmagatavat,verified
71f515dd0bd397d8e184,superlative_tamap,grAmagatatama,grAmagatatama,verified
2ec2860a38c7f06cab26,comparative_tarap,grAmagatatara,grAmagatatara,verified
a4c6454ddbf62a52b7fd,self_desire_kyac,grAmagatIya,grAmagatIya,verified
322df762b06f2826e6de,self_desire_kamyac,grAmagatakAmya,grAmagatakAmya,verified
6b4a9a0531d6386a689c,object_comparison_kyac,grAmagatIya,grAmagatIya,verified
2d7b96a8271951e3e457,agent_comparison_kyang,grAmagatAya,grAmagatAya,verified
d0aabc2cd63921122abd,nan_privative,agrAmagata,agrAmagata,verified
18a39e32f8f64c6451fd,state_tva,kAntArAtItatva,kAntArAtItatva,verified
fb113d3f299888858906,state_tal,kAntArAtItatA,kAntArAtItatA,verified
26a1e333f57ed7ec9108,possession_matup,kAntArAtItavat,kAntArAtItavat,verified
b93443eb3058a875541c,superlative_tamap,kAntArAtItatama,kAntArAtItatama,verified
9a7b0b02e4422e82d179,comparative_tarap,kAntArAtItatara,kAntArAtItatara,verified
bd0e52fd8a034798221d,self_desire_kyac,kAntArAtItIya,kAntArAtItIya,verified
8f91d3d091f1c4f4543a,self_desire_kamyac,kAntArAtItakAmya,kAntArAtItakAmya,verified
28726c608e1cd02bc29d,object_comparison_kyac,kAntArAtItIya,kAntArAtItIya,verified
77b08fa497fdc0ac2601,agent_comparison_kyang,kAntArAtItAya,kAntArAtItAya,verified
25320a2cd8dfd10e53b4,nan_privative,akAntArAtIta,akAntArAtIta,verified
84e0d1dfc039172f1847,state_tva,kazwaSritatva,kazwaSritatva,verified
6c50b7ce453436ec4705,state_tal,kazwaSritatA,kazwaSritatA,verified
0e47077a61e13e32ed50,possession_matup,kazwaSritavat,kazwaSritavat,verified
0afecd7195bf300d638f,superlative_tamap,kazwaSritatama,kazwaSritatama,verified
7179313e536e61b88a24,comparative_tarap,kazwaSritatara,kazwaSritatara,verified
e9ee7988e97db55e3ef9,self_desire_kyac,kazwaSritIya,kazwaSritIya,verified
050da471b86e313fa16c,self_desire_kamyac,kazwaSritakAmya,kazwaSritakAmya,verified
4db57da4ed91dd45fc8e,object_comparison_kyac,kazwaSritIya,kazwaSritIya,verified
4e93510ec7857cc1bccb,agent_comparison_kyang,kazwaSritAya,kazwaSritAya,verified
bc83f2bab43518238a2f,nan_privative,akazwaSrita,akazwaSrita,verified
4ea288f00791baae2e39,state_tva,narakaSritatva,narakaSritatva,verified
9ef4b5cafecb98f75c85,state_tal,narakaSritatA,narakaSritatA,verified
e11db437d02a5abc609f,possession_matup,narakaSritavat,narakaSritavat,verified
7fb8667641a8b23c503c,superlative_tamap,narakaSritatama,narakaSritatama,verified
ba8c7b9f6fcf15d4929c,comparative_tarap,narakaSritatara,narakaSritatara,verified
8505cfd3ca8f58fbbf77,self_desire_kyac,narakaSritIya,narakaSritIya,verified
303b42a667793427771c,self_desire_kamyac,narakaSritakAmya,narakaSritakAmya,verified
cd30fcef4466474121c5,object_comparison_kyac,narakaSritIya,narakaSritIya,verified
407b27e97ca7ec37c3ea,agent_comparison_kyang,narakaSritAya,narakaSritAya,verified
9d9255c5b4d3df36f068,nan_privative,anarakaSrita,anarakaSrita,verified
0fee39df03819241bb37,state_tva,narakapatitatva,narakapatitatva,verified
8740fc2e6879134ee1f9,state_tal,narakapatitatA,narakapatitatA,verified
2cbd04db30da62bb5ac7,possession_matup,narakapatitavat,narakapatitavat,verified
ae3781cfe374ba698173,superlative_tamap,narakapatitatama,narakapatitatama,verified
6fe1863b1bd5e535eeb2,comparative_tarap,narakapatitatara,narakapatitatara,verified
81ddcf8c293179aed428,self_desire_kyac,narakapatitIya,narakapatitIya,verified
8033c9bd8caaa3dae1ec,self_desire_kamyac,narakapatitakAmya,narakapatitakAmya,verified
e0cbd42918c87b7b652f,object_comparison_kyac,narakapatitIya,narakapatitIya,verified
3ce849acd9a6c30ab401,agent_comparison_kyang,narakapatitAya,narakapatitAya,verified
45ef49062570cbdc065c,nan_privative,anarakapatita,anarakapatita,verified
28bf3f5f2d48d197ae8d,state_tva,suKApannatva,suKApannatva,verified
eeab2bf7bd7bad91f6d7,state_tal,suKApannatA,suKApannatA,verified
5d658e22853e1c23cd7d,possession_matup,suKApannavat,suKApannavat,verified
e9f4338780b73261d4df,superlative_tamap,suKApannatama,suKApannatama,verified
8ff8f1ebfc8d2724949b,comparative_tarap,suKApannatara,suKApannatara,verified
fb2837a67c852f1c609d,self_desire_kyac,suKApannIya,suKApannIya,verified
19353357696150f31221,self_desire_kamyac,suKApannakAmya,suKApannakAmya,verified
992f7e2ae567f5b751d4,object_comparison_kyac,suKApannIya,suKApannIya,verified
83bb1279840fba47975e,agent_comparison_kyang,suKApannAya,suKApannAya,verified
6c9ced44f5e1a111bbaa,nan_privative,asuKApanna,asuKApanna,verified
349b542fe395d0589378,state_tva,suKaprAptatva,suKaprAptatva,verified
c508283562ee57e87d29,state_tal,suKaprAptatA,suKaprAptatA,verified
cdf4c75b5fb8bc248578,possession_matup,suKaprAptavat,suKaprAptavat,verified
228e6e5f51d8924ef3ba,superlative_tamap,suKaprAptatama,suKaprAptatama,verified
e52a9f1207efb56509c1,comparative_tarap,suKaprAptatara,suKaprAptatara,verified
091fa776148f32fc4404,self_desire_kyac,suKaprAptIya,suKaprAptIya,verified
2ba09de891cbeee3c119,self_desire_kamyac,suKaprAptakAmya,suKaprAptakAmya,verified
aba346069e7c6be1fae4,object_comparison_kyac,suKaprAptIya,suKaprAptIya,verified
c3622acc7a129ebf3406,agent_comparison_kyang,suKaprAptAya,suKaprAptAya,verified
82ebcc60e0562cb56a21,nan_privative,asuKaprApta,asuKaprApta,verified
cf4e7bdfec7bbf55c59e,state_tva,taraNgAtyastatva,taraNgAtyastatva,verified
28112f471efab57966b4,state_tal,taraNgAtyastatA,taraNgAtyastatA,verified
218e0515cb50d06b9051,possession_matup,taraNgAtyastavat,taraNgAtyastavat,verified
fef0aa2471568f19b742,superlative_tamap,taraNgAtyastatama,taraNgAtyastatama,verified
1019f461f1249246eb61,comparative_tarap,taraNgAtyastatara,taraNgAtyastatara,verified
877d036c9fea22ab9ca9,self_desire_kyac,taraNgAtyastIya,taraNgAtyastIya,verified
9d3b0ab011a3560c4f7d,self_desire_kamyac,taraNgAtyastakAmya,taraNgAtyastakAmya,verified
0defb784303ddcc7f816,object_comparison_kyac,taraNgAtyastIya,taraNgAtyastIya,verified
911e3d9ad2f4b9758da0,agent_comparison_kyang,taraNgAtyastAya,taraNgAtyastAya,verified
8adf307c36562aa22c6a,nan_privative,ataraNgAtyasta,ataraNgAtyasta,verified
d3e90ae3194068bd627a,state_tva,tuhinAtyastatva,tuhinAtyastatva,verified
1653deef733db2922424,state_tal,tuhinAtyastatA,tuhinAtyastatA,verified
e38a79a664623ae70106,possession_matup,tuhinAtyastavat,tuhinAtyastavat,verified
550276aea6de0fb18727,superlative_tamap,tuhinAtyastatama,tuhinAtyastatama,verified
da6aee5f0e81dc315502,comparative_tarap,tuhinAtyastatara,tuhinAtyastatara,verified
99ede5a15b866a24c8df,self_desire_kyac,tuhinAtyastIya,tuhinAtyastIya,verified
bf839544190410a44586,self_desire_kamyac,tuhinAtyastakAmya,tuhinAtyastakAmya,verified
fafd33cd315ee07bb9d4,object_comparison_kyac,tuhinAtyastIya,tuhinAtyastIya,verified
c8739de695c349f60de4,agent_comparison_kyang,tuhinAtyastAya,tuhinAtyastAya,verified
d56cd4aa1dec5ca93317,nan_privative,atuhinAtyasta,atuhinAtyasta,verified
1587e6f952794cb61b0b,state_tva,aSvakuYjaratva,aSvakuYjaratva,verified
73a2824c496d9031946a,state_tal,aSvakuYjaratA,aSvakuYjaratA,verified
264e8fb71bfc46e887c5,possession_matup,aSvakuYjaravat,aSvakuYjaravat,verified
2f3a863307ef7f260467,superlative_tamap,aSvakuYjaratama,aSvakuYjaratama,verified
c8cc96a0c91536571bf9,comparative_tarap,aSvakuYjaratara,aSvakuYjaratara,verified
1a1fa9825df4bb2aba13,self_desire_kyac,aSvakuYjarIya,aSvakuYjarIya,verified
2094e91bcd09d08150f0,self_desire_kamyac,aSvakuYjarakAmya,aSvakuYjarakAmya,verified
298c85c0fbe8fe4a11cf,object_comparison_kyac,aSvakuYjarIya,aSvakuYjarIya,verified
73074ff53593456e4b48,agent_comparison_kyang,aSvakuYjarAya,aSvakuYjarAya,verified
40a29405014ebd26d1a7,nan_privative,anaSvakuYjara,anaSvakuYjara,verified
25ab159f0caa053ffcd2,state_tva,aSvanAgatva,aSvanAgatva,verified
1999663dbff700c87867,state_tal,aSvanAgatA,aSvanAgatA,verified
186410a0290f450097c2,possession_matup,aSvanAgavat,aSvanAgavat,verified
d31f2e3606faa33f460d,superlative_tamap,aSvanAgatama,aSvanAgatama,verified
4ffb7ae3697f67210def,comparative_tarap,aSvanAgatara,aSvanAgatara,verified
73519a80130a574580be,self_desire_kyac,aSvanAgIya,aSvanAgIya,verified
0b799d2f99aba03c1f06,self_desire_kamyac,aSvanAgakAmya,aSvanAgakAmya,verified
85329789173829466d2a,object_comparison_kyac,aSvanAgIya,aSvanAgIya,verified
ccc8904c7813cd2835a9,agent_comparison_kyang,aSvanAgAya,aSvanAgAya,verified
417233deb6814c4739e8,nan_privative,anaSvanAga,anaSvanAga,verified
9b8ebebb64f97bcb3d8b,state_tva,aSvavfndArakatva,aSvavfndArakatva,verified
d245a0979dc24814eac4,state_tal,aSvavfndArakatA,aSvavfndArakatA,verified
855398220122d66e5817,possession_matup,aSvavfndArakavat,aSvavfndArakavat,verified
7c587e909ead19bfee0d,superlative_tamap,aSvavfndArakatama,aSvavfndArakatama,verified
4d6f2b40eae28099bebe,comparative_tarap,aSvavfndArakatara,aSvavfndArakatara,verified
51e9f882b7aca2abd90e,self_desire_kyac,aSvavfndArakIya,aSvavfndArakIya,verified
6f148a419432a7d40a11,self_desire_kamyac,aSvavfndArakakAmya,aSvavfndArakakAmya,verified
1dcc39b80de6727b954e,object_comparison_kyac,aSvavfndArakIya,aSvavfndArakIya,verified
9aca8fa10f39cdfc7bf3,agent_comparison_kyang,aSvavfndArakAya,aSvavfndArakAya,verified
4555701edf83b8540d98,nan_privative,anaSvavfndAraka,anaSvavfndAraka,verified
b619c17cf9c36444b585,state_tva,aparapuruzatva,aparapuruzatva,verified
e7907394cb2e8c78dd01,state_tal,aparapuruzatA,aparapuruzatA,verified
c5ec6da23e2b79310940,possession_matup,aparapuruzavat,aparapuruzavat,verified
0f0a02c7533daa01091a,superlative_tamap,aparapuruzatama,aparapuruzatama,verified
bc45b33234ad82403865,comparative_tarap,aparapuruzatara,aparapuruzatara,verified
d2a8f756dbd8e22b97f1,self_desire_kyac,aparapuruzIya,aparapuruzIya,verified
6626673b7302efd5edae,self_desire_kamyac,aparapuruzakAmya,aparapuruzakAmya,verified
3d2e3c6ce58f5c17931a,object_comparison_kyac,aparapuruzIya,aparapuruzIya,verified
9986ba3b2e2de1d29704,agent_comparison_kyang,aparapuruzAya,aparapuruzAya,verified
60cf5169daf375b8cba4,nan_privative,anaparapuruza,anaparapuruza,verified
b6fca4e960e40f5b8562,state_tva,caramapuruzatva,caramapuruzatva,verified
9284b7191ba3e733b9f4,state_tal,caramapuruzatA,caramapuruzatA,verified
3f3e67dd72628565339e,possession_matup,caramapuruzavat,caramapuruzavat,verified
d5d47fd4b53b034c235f,superlative_tamap,caramapuruzatama,caramapuruzatama,verified
8410c7575ce3a527640b,comparative_tarap,caramapuruzatara,caramapuruzatara,verified
b750e81eb2f9c1fac4d7,self_desire_kyac,caramapuruzIya,caramapuruzIya,verified
9838879ec32a543a3eda,self_desire_kamyac,caramapuruzakAmya,caramapuruzakAmya,verified
86483a1cd7ed04fac08f,object_comparison_kyac,caramapuruzIya,caramapuruzIya,verified
75551d42c33ccebc2fb9,agent_comparison_kyang,caramapuruzAya,caramapuruzAya,verified
4fc255005eac9164609d,nan_privative,acaramapuruza,acaramapuruza,verified
46d3535ab9c1db2002a2,state_tva,gokuYjaratva,gokuYjaratva,verified
8c282db61f4946d86fbd,state_tal,gokuYjaratA,gokuYjaratA,verified
e257f816a379c714a4a3,possession_matup,gokuYjaravat,gokuYjaravat,verified
9e82fe8e5e2ae6a555f2,superlative_tamap,gokuYjaratama,gokuYjaratama,verified
097fdbb76211ea1127de,comparative_tarap,gokuYjaratara,gokuYjaratara,verified
a0a4e1defaf5189cb931,self_desire_kyac,gokuYjarIya,gokuYjarIya,verified
80edaacdf77fa0fd816b,self_desire_kamyac,gokuYjarakAmya,gokuYjarakAmya,verified
84a19e827e9dacf320c5,object_comparison_kyac,gokuYjarIya,gokuYjarIya,verified
5a157dbab53900bebcf1,agent_comparison_kyang,gokuYjarAya,gokuYjarAya,verified
1f56970bf001f37dc71a,nan_privative,agokuYjara,agokuYjara,verified
f7aef05cabe2becd73f4,state_tva,gonAgatva,gonAgatva,verified
3f4b9cefc87632b0ef6a,state_tal,gonAgatA,gonAgatA,verified
95a4f374771e8a34e447,possession_matup,gonAgavat,gonAgavat,verified
fdb69f4307a1eff354a6,superlative_tamap,gonAgatama,gonAgatama,verified
4ed3219c2843bd580142,comparative_tarap,gonAgatara,gonAgatara,verified
f81cdcfe34c7ca366ed7,self_desire_kyac,gonAgIya,gonAgIya,verified
52683566a2192e2bf9cf,self_desire_kamyac,gonAgakAmya,gonAgakAmya,verified
f2f70744432342257c99,object_comparison_kyac,gonAgIya,gonAgIya,verified
845e6ae3ec96db3115e9,agent_comparison_kyang,gonAgAya,gonAgAya,verified
825f0ca9e68377b62223,nan_privative,agonAga,agonAga,verified
93085cd3f6303e954764,state_tva,govfndArakatva,govfndArakatva,verified
6e9e61c8e849638189f4,state_tal,govfndArakatA,govfndArakatA,verified
