derived_word_meaning_id,operation_id,operation_display,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,semantic_branch_id,semantic_relation,rule_refs,output_forms_slp1,output_variant_count,admission_basis,count_status
39b4ca28ad46a7062b05,causative,"णिजन्त (ṇijanta), causative","[""01.0011"", ""meaning-bde5bb7a4809""]",01.0011,vadi~\,aBivAdane,अभिवादने (abhivādane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,vandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
ca3088f9ed8f2b38da8f,causative,"णिजन्त (ṇijanta), causative","[""01.0012"", ""meaning-361d9b94e80f""]",01.0012,Badi~\,suKe,सुखे (sukhe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,Bandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
7dfb937bf0885d27368a,causative,"णिजन्त (ṇijanta), causative","[""01.0012"", ""meaning-de3bcfd0d1d0""]",01.0012,Badi~\,kalyARe,कल्याणे (kalyāṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,Bandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
679540efebf7d8ccef9c,causative,"णिजन्त (ṇijanta), causative","[""01.0013"", ""meaning-388ca6564d81""]",01.0013,madi~\,stutO,स्तुतौ (stutau),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,mandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
ee801446d2b54d367b98,causative,"णिजन्त (ṇijanta), causative","[""01.0013"", ""meaning-5fa3d59b62c4""]",01.0013,madi~\,gatO,गतौ (gatau),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,mandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
2a65648702c08e5dfe0d,causative,"णिजन्त (ṇijanta), causative","[""01.0013"", ""meaning-7ba414f5e3c0""]",01.0013,madi~\,kAntO,कान्तौ (kāntau),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,mandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
37a7c406d6911d490a81,causative,"णिजन्त (ṇijanta), causative","[""01.0013"", ""meaning-a4fa07c9086e""]",01.0013,madi~\,svapne,स्वप्ने (svapne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,mandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d3799963efd98462c57f,causative,"णिजन्त (ṇijanta), causative","[""01.0013"", ""meaning-e642b12901a6""]",01.0013,madi~\,mode,मोदे (mode),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,mandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
c01bab44284e80c23886,causative,"णिजन्त (ṇijanta), causative","[""01.0013"", ""meaning-ea0890697a77""]",01.0013,madi~\,made,मदे (made),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,mandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
a8e1c1f07c057f973935,causative,"णिजन्त (ṇijanta), causative","[""01.0014"", ""meaning-84fe2d02b5f1""]",01.0014,spadi~\,kiYciccalane,किञ्चिच्चलने (kiñciccalane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,spandi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
b85e922c32f21d6a72ee,causative,"णिजन्त (ṇijanta), causative","[""01.0015"", ""meaning-c3ab493c096b""]",01.0015,klidi~\,paridevane,परिदेवने (paridevane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,klindi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
20bd99150f21b1076650,causative,"णिजन्त (ṇijanta), causative","[""01.0016"", ""meaning-a6f808d0cf60""]",01.0016,muda~\,harze,हर्षे (harṣe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,modi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
a4f42188bbaedee6fffc,causative,"णिजन्त (ṇijanta), causative","[""01.0017"", ""meaning-a71280a34aa6""]",01.0017,dada~\,dAne,दाने (dāne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,dAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
011474ad418832fdb596,causative,"णिजन्त (ṇijanta), causative","[""01.0018"", ""meaning-c1e1d650336a""]",01.0018,zvada~\,AsvAdane,आस्वादने (āsvādane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,svAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
2f907eddfd6b6b4bea77,causative,"णिजन्त (ṇijanta), causative","[""01.0019"", ""meaning-c1e1d650336a""]",01.0019,svarda~\,AsvAdane,आस्वादने (āsvādane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,svardi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
71f855530bd7b9ec6c4f,causative,"णिजन्त (ṇijanta), causative","[""01.0020"", ""meaning-1dbf3e09c297""]",01.0020,urda~\,krIqAyAM,क्रीडायां (krīḍāyāṃ),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,Urdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
6fbf3cde164950ea4450,causative,"णिजन्त (ṇijanta), causative","[""01.0020"", ""meaning-8b8700ed2466""]",01.0020,urda~\,mAne,माने (māne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,Urdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
7bb663b2d0108edfbfa3,causative,"णिजन्त (ṇijanta), causative","[""01.0020"", ""meaning-c1e1d650336a""]",01.0020,urda~\,AsvAdane,आस्वादने (āsvādane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,Urdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
ee5412ca29138b502ac4,causative,"णिजन्त (ṇijanta), causative","[""01.0021"", ""meaning-c2219ce22ddf""]",01.0021,kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,kUrdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
a1f2690311184325acdd,causative,"णिजन्त (ṇijanta), causative","[""01.0022"", ""meaning-c2219ce22ddf""]",01.0022,Kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,KUrdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
ffaff1689729dc688b67,causative,"णिजन्त (ṇijanta), causative","[""01.0023"", ""meaning-c2219ce22ddf""]",01.0023,gurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,gUrdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
60c6723c4fc76f2ee478,causative,"णिजन्त (ṇijanta), causative","[""01.0024"", ""meaning-c2219ce22ddf""]",01.0024,guda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,godi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
fb51c6a5f17174cb57dd,causative,"णिजन्त (ṇijanta), causative","[""01.0025"", ""meaning-dd1adc78b9c7""]",01.0025,zUda~\,kzaraRe,क्षरणे (kṣaraṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,sUdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
5c4c62c664aa9d15e524,causative,"णिजन्त (ṇijanta), causative","[""01.0026"", ""meaning-f7e0033b3f96""]",01.0026,hrAda~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,hrAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
e7fc67708cc6707dd162,causative,"णिजन्त (ṇijanta), causative","[""01.0027"", ""meaning-361d9b94e80f""]",01.0027,hlAdI~\,suKe,सुखे (sukhe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,hlAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
5f8f0549317daf1e4114,causative,"णिजन्त (ṇijanta), causative","[""01.0027"", ""meaning-f7e0033b3f96""]",01.0027,hlAdI~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,hlAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
93cdbc4668d55f0904fc,causative,"णिजन्त (ṇijanta), causative","[""01.0028"", ""meaning-c1e1d650336a""]",01.0028,svAda~\,AsvAdane,आस्वादने (āsvādane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,svAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
89e95be8322160d9888a,causative,"णिजन्त (ṇijanta), causative","[""01.0029"", ""meaning-aefdf1577154""]",01.0029,parda~\,kutsite Sabde,कुत्सिते शब्दे (kutsite śabde),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,pardi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
22503b7a1a0a0ab55b51,causative,"णिजन्त (ṇijanta), causative","[""01.0030"", ""meaning-52a2ffd5acb5""]",01.0030,yatI~\,prayatne,प्रयत्ने (prayatne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,yAti,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
923205d86801f528c4c3,causative,"णिजन्त (ṇijanta), causative","[""01.0031"", ""meaning-730f7e4e2ef8""]",01.0031,yutf~\,BAsane,भासने (bhāsane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,yoti,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d3e26c7227862bdd69dc,causative,"णिजन्त (ṇijanta), causative","[""01.0032"", ""meaning-730f7e4e2ef8""]",01.0032,jutf~\,BAsane,भासने (bhāsane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,joti,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
c5d6061fd312884431eb,causative,"णिजन्त (ṇijanta), causative","[""01.0033"", ""meaning-3a332ba259da""]",01.0033,viTf~\,yAcane,याचने (yācane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,veTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
64e7015ff5b1a372ddac,causative,"णिजन्त (ṇijanta), causative","[""01.0034"", ""meaning-3a332ba259da""]",01.0034,veTf~\,yAcane,याचने (yācane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,veTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
088d086f943d9a6ada7f,causative,"णिजन्त (ṇijanta), causative","[""01.0035"", ""meaning-148cd30ab525""]",01.0035,SraTi~\,SETilye,शैथिल्ये (śaithilye),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,SranTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
90dbaf5661cec1a9925a,causative,"णिजन्त (ṇijanta), causative","[""01.0036"", ""meaning-2fb8a980f690""]",01.0036,graTi~\,kOwilye,कौटिल्ये (kauṭilye),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,granTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
9a9e39186175da7ba2cb,causative,"णिजन्त (ṇijanta), causative","[""01.0037"", ""meaning-b00073dcdeb8""]",01.0037,katTa~\,SlAGAyAm,श्लाघायाम् (ślāghāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,katTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
ef986aa47c0f682db920,causative,"णिजन्त (ṇijanta), causative","[""01.0038"", ""meaning-eab2190db789""]",01.0038,ata~,sAtatyagamane,सातत्यगमने (sātatyagamane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,Ati,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
874d60f5752f4515173d,causative,"णिजन्त (ṇijanta), causative","[""01.0039"", ""meaning-2d1bec3ff990""]",01.0039,citI~,saMjYAne,संज्ञाने (saṃjñāne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,ceti,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
6ac84dabc25fec4ca67e,causative,"णिजन्त (ṇijanta), causative","[""01.0040"", ""meaning-017dbd0718cb""]",01.0040,cyuti~r,Asecane,आसेचने (āsecane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,cyoti,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
322542edc932ddf35e43,causative,"णिजन्त (ṇijanta), causative","[""01.0041"", ""meaning-017dbd0718cb""]",01.0041,Scuti~r,Asecane,आसेचने (āsecane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,Scoti,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
78c8e536860622ec7c9f,causative,"णिजन्त (ṇijanta), causative","[""01.0042"", ""meaning-dd1adc78b9c7""]",01.0042,Scyuti~r,kzaraRe,क्षरणे (kṣaraṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,Scyoti,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d28ad80993fef3c1a4d1,causative,"णिजन्त (ṇijanta), causative","[""01.0043"", ""meaning-730f7e4e2ef8""]",01.0043,jyutf~,BAsane,भासने (bhāsane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,jyoti,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
18685999c237416c5922,causative,"णिजन्त (ṇijanta), causative","[""01.0044"", ""meaning-3bf7963ee53c""]",01.0044,maTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,manTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
c92cd6897d81378e6ed5,causative,"णिजन्त (ṇijanta), causative","[""01.0044"", ""meaning-8f27214ec2fb""]",01.0044,maTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,manTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
6d2e3349c9188a825bdf,causative,"णिजन्त (ṇijanta), causative","[""01.0045"", ""meaning-3bf7963ee53c""]",01.0045,kuTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,kunTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d7d553f5a7f41c97e56c,causative,"णिजन्त (ṇijanta), causative","[""01.0045"", ""meaning-8f27214ec2fb""]",01.0045,kuTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,kunTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
73ef401669f1e3940472,causative,"णिजन्त (ṇijanta), causative","[""01.0046"", ""meaning-3bf7963ee53c""]",01.0046,puTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,punTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
4febe642085ff43d351c,causative,"णिजन्त (ṇijanta), causative","[""01.0046"", ""meaning-8f27214ec2fb""]",01.0046,puTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,punTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
c056049df1b4de59af33,causative,"णिजन्त (ṇijanta), causative","[""01.0047"", ""meaning-3bf7963ee53c""]",01.0047,luTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,lunTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
40b3cb2a0995ab7ac879,causative,"णिजन्त (ṇijanta), causative","[""01.0047"", ""meaning-8f27214ec2fb""]",01.0047,luTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,lunTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
386b1f87ca668166effb,causative,"णिजन्त (ṇijanta), causative","[""01.0048"", ""meaning-a1e0dd32df21""]",01.0048;09.0047,manTa~,viloqane,विलोडने (viloḍane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,manTi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
473e5243eac1e916cffd,causative,"णिजन्त (ṇijanta), causative","[""01.0049"", ""meaning-bebe0cdf773e""]",01.0049,ziDa~,gatyAm,गत्याम् (gatyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,seDi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d225c0e3593ac3f00309,causative,"णिजन्त (ṇijanta), causative","[""01.0050"", ""meaning-0ceeb40a9d4c""]",01.0050,ziDU~,mANgalye,माङ्गल्ये (māṅgalye),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,seDi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
35a5ddc043702df12ace,causative,"णिजन्त (ṇijanta), causative","[""01.0050"", ""meaning-ab43f9896adb""]",01.0050,ziDU~,SAsane,शासने (śāsane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,seDi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
f4617e404b778845785b,causative,"णिजन्त (ṇijanta), causative","[""01.0051"", ""meaning-943364736a74""]",01.0051,KAdf~,BakzaRe,भक्षणे (bhakṣaṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,KAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
a0d5ff42f05cd6cd7bdf,causative,"णिजन्त (ṇijanta), causative","[""01.0052"", ""meaning-072196f5eb9a""]",01.0052,Kada~,sTErye,स्थैर्ये (sthairye),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,KAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
dd6c1b54af4d1e910576,causative,"णिजन्त (ṇijanta), causative","[""01.0052"", ""meaning-71acb423bc7c""]",01.0052,Kada~,hiMsAyAM,हिंसायां (hiṃsāyāṃ),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,KAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
f7b58881a78e081d6fe9,causative,"णिजन्त (ṇijanta), causative","[""01.0052"", ""meaning-943364736a74""]",01.0052,Kada~,BakzaRe,भक्षणे (bhakṣaṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,KAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
12404a42d271bf305877,causative,"णिजन्त (ṇijanta), causative","[""01.0053"", ""meaning-072196f5eb9a""]",01.0053,bada~,sTErye,स्थैर्ये (sthairye),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,bAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
4f9428c7f02d5d1e7b31,causative,"णिजन्त (ṇijanta), causative","[""01.0054"", ""meaning-24b37b2743da""]",01.0054,gada~,vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,gAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
2bcd449aaf0fe149eec7,causative,"णिजन्त (ṇijanta), causative","[""01.0055"", ""meaning-84532f9a4e11""]",01.0055,rada~,vileKane,विलेखने (vilekhane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,rAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
5e666adafe317200d2cc,causative,"णिजन्त (ṇijanta), causative","[""01.0056"", ""meaning-f7e0033b3f96""]",01.0056,Rada~,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,nAdi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
8e09c28322f2e5224f4a,causative,"णिजन्त (ṇijanta), causative","[""01.0057"", ""meaning-3a332ba259da""]",01.0057,arda~,yAcane,याचने (yācane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,ardi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
92c1c23bd4af51d151ac,causative,"णिजन्त (ṇijanta), causative","[""01.0057"", ""meaning-5fa3d59b62c4""]",01.0057,arda~,gatO,गतौ (gatau),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,ardi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
1d193fedc7bb49c13f3d,causative,"णिजन्त (ṇijanta), causative","[""01.0058"", ""meaning-2dcb1894fd9b""]",01.0058,narda~,Sabde,शब्दे (śabde),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,nardi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d4f27a4efb1147d66653,causative,"णिजन्त (ṇijanta), causative","[""01.0059"", ""meaning-2dcb1894fd9b""]",01.0059;10.0178,garda~,Sabde,शब्दे (śabde),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.26,gardi,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
