operation_id,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,output_forms_slp1,reason,count_status
causative,"[""10.0021"", ""meaning-b73be7b5e74a""]",10.0021,banDa~,saMyamane,संयमने (saṃyamane),banDi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0023"", ""meaning-56d911123328""]",10.0023,urja~,bale,बले (bale),Urji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0023"", ""meaning-8f0940e4608a""]",10.0023,urja~,prARane,प्राणने (prāṇane),Urji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0024"", ""meaning-bcd2fe1559df""]",10.0024,pakza~,parigrahe,परिग्रहे (parigrahe),pakzi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0025"", ""meaning-556802d0e7f6""]",10.0025,varRa~,preraRe,प्रेरणे (preraṇe),varRi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0026"", ""meaning-556802d0e7f6""]",10.0026,curRa~,preraRe,प्रेरणे (preraṇe),cUrRi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0027"", ""meaning-bcc0f228a822""]",10.0027,praTa~,praKyAne,प्रख्याने (prakhyāne),prATi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0028"", ""meaning-169a5b3eab06""]",10.0028,pfTa~,prakzepe,प्रक्षेपे (prakṣepe),parTi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0029"", ""meaning-169a5b3eab06""]",10.0029,paTa~,prakzepe,प्रक्षेपे (prakṣepe),pATi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0030"", ""meaning-c91eda6b781c""]",10.0030,zanba~,sambanDane,सम्बन्धने (sambandhane),sambi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0031"", ""meaning-c91eda6b781c""]",10.0031,Sanba~,sambanDane,सम्बन्धने (sambandhane),Sambi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0032"", ""meaning-c91eda6b781c""]",10.0032,sAnba~,sambanDane,सम्बन्धने (sambandhane),sAmbi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0033"", ""meaning-12098753fdb8""]",10.0033,Bakza~,adane,अदने (adane),Bakzi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0034"", ""meaning-419b680bba71""]",10.0034,kuwwa~,Bartsane,भर्त्सने (bhartsane),kuwwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0034"", ""meaning-c070dfa2517d""]",10.0034,kuwwa~,Cedane,छेदने (chedane),kuwwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0035"", ""meaning-281d6ceca229""]",10.0035,puwwa~,alpIBAve,अल्पीभावे (alpībhāve),puwwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0036"", ""meaning-281d6ceca229""]",10.0036,cuwwa~,alpIBAve,अल्पीभावे (alpībhāve),cuwwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0037"", ""meaning-f0e843d6616f""]",10.0037,adwa~,anAdare,अनादरे (anādare),awwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0038"", ""meaning-f0e843d6616f""]",10.0038,zuwwa~,anAdare,अनादरे (anādare),suwwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0039"", ""meaning-ea619e8dba65""]",10.0039,lunwa~,steye,स्तेये (steye),luRwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0040"", ""meaning-ea619e8dba65""]",10.0040,lunWa~,steye,स्तेये (steye),luRWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0041"", ""meaning-50de7e3502c9""]",10.0041,SaWa~,asaMskAre,असंस्कारे (asaṃskāre),SAWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0041"", ""meaning-5fa3d59b62c4""]",10.0041,SaWa~,gatO,गतौ (gatau),SAWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0042"", ""meaning-50de7e3502c9""]",10.0042,SvaWa~,asaMskAre,असंस्कारे (asaṃskāre),SvAWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0042"", ""meaning-5fa3d59b62c4""]",10.0042,SvaWa~,gatO,गतौ (gatau),SvAWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0043"", ""meaning-50de7e3502c9""]",10.0043,SvaWi~,asaMskAre,असंस्कारे (asaṃskāre),SvaRWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0043"", ""meaning-5fa3d59b62c4""]",10.0043,SvaWi~,gatO,गतौ (gatau),SvaRWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0044"", ""meaning-7d5a8a506fb0""]",10.0044,tuja~,niketane,निकेतने (niketane),toji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0044"", ""meaning-91cb8c95f040""]",10.0044,tuja~,balAdAne,बलादाने (balādāne),toji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0045"", ""meaning-3bf7963ee53c""]",10.0045,tuji~,hiMsAyAm,हिंसायाम् (hiṃsāyām),tuYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0045"", ""meaning-7d5a8a506fb0""]",10.0045,tuji~,niketane,निकेतने (niketane),tuYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0045"", ""meaning-91cb8c95f040""]",10.0045,tuji~,balAdAne,बलादाने (balādāne),tuYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0046"", ""meaning-3bf7963ee53c""]",10.0046,pija~,hiMsAyAm,हिंसायाम् (hiṃsāyām),peji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0046"", ""meaning-7d5a8a506fb0""]",10.0046,pija~,niketane,निकेतने (niketane),peji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0046"", ""meaning-91cb8c95f040""]",10.0046,pija~,balAdAne,बलादाने (balādāne),peji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0047"", ""meaning-3bf7963ee53c""]",10.0047,piji~,hiMsAyAm,हिंसायाम् (hiṃsāyām),piYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0047"", ""meaning-7d5a8a506fb0""]",10.0047,piji~,niketane,निकेतने (niketane),piYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0047"", ""meaning-91cb8c95f040""]",10.0047,piji~,balAdAne,बलादाने (balādāne),piYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0048"", ""meaning-3bf7963ee53c""]",10.0048,laji~,hiMsAyAm,हिंसायाम् (hiṃsāyām),laYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0048"", ""meaning-7d5a8a506fb0""]",10.0048,laji~,niketane,निकेतने (niketane),laYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0048"", ""meaning-91cb8c95f040""]",10.0048,laji~,balAdAne,बलादाने (balādāne),laYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0049"", ""meaning-3bf7963ee53c""]",10.0049,luji~,hiMsAyAm,हिंसायाम् (hiṃsāyām),luYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0049"", ""meaning-7d5a8a506fb0""]",10.0049,luji~,niketane,निकेतने (niketane),luYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0049"", ""meaning-91cb8c95f040""]",10.0049,luji~,balAdAne,बलादाने (balādāne),luYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0050"", ""meaning-5fa3d59b62c4""]",10.0050,pisa~,gatO,गतौ (gatau),pesi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0051"", ""meaning-9e25650c7acd""]",10.0051,zAntva~,sAmaprayoge,सामप्रयोगे (sāmaprayoge),sAntvi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0052"", ""meaning-9e25650c7acd""]",10.0052,sAntva~,sAmaprayoge,सामप्रयोगे (sāmaprayoge),sAntvi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0053"", ""meaning-6c1cf9a54ef6""]",10.0053,Svalka~,pariBAzaRe,परिभाषणे (paribhāṣaṇe),Svalki,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0054"", ""meaning-6c1cf9a54ef6""]",10.0054,valka~,pariBAzaRe,परिभाषणे (paribhāṣaṇe),valki,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0055"", ""meaning-8c6231d20ac4""]",10.0055,zRiha~,snehane,स्नेहने (snehane),snehi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0056"", ""meaning-3bf7963ee53c""]",10.0056,sPiwa~,hiMsAyAm,हिंसायाम् (hiṃsāyām),sPewi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0057"", ""meaning-f0e843d6616f""]",10.0057,smiwa~,anAdare,अनादरे (anādare),smewi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0058"", ""meaning-f0e843d6616f""]",10.0058,zmiN,anAdare,अनादरे (anādare),smAyi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0059"", ""meaning-d5f33ed970a6""]",10.0059,Sliza~,SlezaRe,श्लेषणे (śleṣaṇe),Slezi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0060"", ""meaning-5fa3d59b62c4""]",10.0060,paTi~,gatO,गतौ (gatau),panTi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0061"", ""meaning-85abd1bf967a""]",10.0061,piCa~,kuwwane,कुट्टने (kuṭṭane),picCi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0062"", ""meaning-f3eb70b0f3cb""]",10.0062,Cadi~,saMvaraRe,संवरणे (saṃvaraṇe),Candi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0063"", ""meaning-a71280a34aa6""]",10.0063,SraRa~,dAne,दाने (dāne),SrARi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0064"", ""meaning-9cadb6e10abf""]",10.0064,taqa~,AGAte,आघाते (āghāte),tAqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0065"", ""meaning-12d930b48839""]",10.0065,Kaqa~,Bedane,भेदने (bhedane),KAqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0066"", ""meaning-12d930b48839""]",10.0066,Kaqi~,Bedane,भेदने (bhedane),KaRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0067"", ""meaning-12d930b48839""]",10.0067,kaqi~,Bedane,भेदने (bhedane),kaRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0068"", ""meaning-0ce6231987c9""]",10.0068,kuqi~,rakzaRe,रक्षणे (rakṣaṇe),kuRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0069"", ""meaning-8d05d3af63ff""]",10.0069,guqi~,vezwane,वेष्टने (veṣṭane),guRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0070"", ""meaning-0ce6231987c9""]",10.0070,kuWi~,rakzaRe,रक्षणे (rakṣaṇe),kuRWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0071"", ""meaning-0ce6231987c9""]",10.0071,guWi~,rakzaRe,रक्षणे (rakṣaṇe),guRWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0072"", ""meaning-77ef3f7f93a8""]",10.0072,Kuqi~,KaRqane,खण्डने (khaṇḍane),KuRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0074"", ""meaning-9daa69aeb27e""]",10.0074,vaqi~,viBAjane,विभाजने (vibhājane),vaRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0075"", ""meaning-1ba393b460aa""]",10.0075,caqi~,kope,कोपे (kope),caRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0076"", ""meaning-a6f808d0cf60""]",10.0076,maqi~,harze,हर्षे (harṣe),maRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0077"", ""meaning-de3bcfd0d1d0""]",10.0077,Baqi~,kalyARe,कल्याणे (kalyāṇe),BaRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0078"", ""meaning-c3f774eabe82""]",10.0078,Carda~,vamane,वमने (vamane),Cardi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0079"", ""meaning-889fafdbed6d""]",10.0079,pusta~,Adare,आदरे (ādare),pusti,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0079"", ""meaning-f0e843d6616f""]",10.0079,pusta~,anAdare,अनादरे (anādare),pusti,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0080"", ""meaning-889fafdbed6d""]",10.0080,busta~,Adare,आदरे (ādare),busti,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0080"", ""meaning-f0e843d6616f""]",10.0080,busta~,anAdare,अनादरे (anādare),busti,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0081"", ""meaning-de6f6d76c11b""]",10.0081,cuda~,saYcodane,सञ्चोदने (sañcodane),codi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0082"", ""meaning-4c7246e8c3c8""]",10.0082,nakka~,nASane,नाशने (nāśane),nakki,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0083"", ""meaning-4c7246e8c3c8""]",10.0083,Dakka~,nASane,नाशने (nāśane),Dakki,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0084"", ""meaning-83c2bd6d47b1""]",10.0084,cakka~,vyaTane,व्यथने (vyathane),cakki,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0085"", ""meaning-83c2bd6d47b1""]",10.0085,cukka~,vyaTane,व्यथने (vyathane),cukki,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0086"", ""meaning-37bf2b36570a""]",10.0086,kzala~,SOcakarmaRi,शौचकर्मणि (śaucakarmaṇi),kzAli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0087"", ""meaning-83e37f3a87c4""]",10.0087,tala~,pratizWAyAm,प्रतिष्ठायाम् (pratiṣṭhāyām),tAli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0088"", ""meaning-ac2dcce56c30""]",10.0088,tula~,unmAne,उन्माने (unmāne),toli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0089"", ""meaning-acb7f40f2928""]",10.0089,dula~,utkzepe,उत्क्षेपे (utkṣepe),doli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0091"", ""meaning-0ccec38bfd14""]",10.0091,cula~,samucCrAye,समुच्छ्राये (samucchrāye),coli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0092"", ""meaning-5c8333df6b05""]",10.0092,mUla~,rohaRe,रोहणे (rohaṇe),mUli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0093"", ""meaning-029b9634ef9c""]",10.0093,kala~,kzepe,क्षेपे (kṣepe),kAli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0094"", ""meaning-029b9634ef9c""]",10.0094,vila~,kzepe,क्षेपे (kṣepe),veli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0097"", ""meaning-e454b0959a54""]",10.0097,cala~,BftO,भृतौ (bhṛtau),cAli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0098"", ""meaning-0ce6231987c9""]",10.0098,pAla~,rakzaRe,रक्षणे (rakṣaṇe),pAli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0099"", ""meaning-0ce6231987c9""]",10.0099,pala~,rakzaRe,रक्षणे (rakṣaṇe),pAli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0100"", ""meaning-3bf7963ee53c""]",10.0100,lUza~,hiMsAyAm,हिंसायाम् (hiṃsāyām),lUzi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0101"", ""meaning-8b8700ed2466""]",10.0101,Sulba~,mAne,माने (māne),Sulbi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0102"", ""meaning-8b8700ed2466""]",10.0102,SUrpa~,mAne,माने (māne),SUrpi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
