operation_id,krt_source_variant,operation_display,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,semantic_branch_id,semantic_relation,rule_refs,output_forms_slp1,reason,count_status
agent_ac,ac,"अच् (ac), agent","[""01.0033"", ""meaning-3a332ba259da""]",01.0033,viTf~\,yAcane,याचने (yācane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0039"", ""meaning-2d1bec3ff990""]",01.0039,citI~,saMjYAne,संज्ञाने (saṃjñāne),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0040"", ""meaning-017dbd0718cb""]",01.0040,cyuti~r,Asecane,आसेचने (āsecane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0041"", ""meaning-017dbd0718cb""]",01.0041,Scuti~r,Asecane,आसेचने (āsecane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0042"", ""meaning-dd1adc78b9c7""]",01.0042,Scyuti~r,kzaraRe,क्षरणे (kṣaraṇe),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0043"", ""meaning-730f7e4e2ef8""]",01.0043,jyutf~,BAsane,भासने (bhāsane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0049"", ""meaning-bebe0cdf773e""]",01.0049,ziDa~,gatyAm,गत्याम् (gatyām),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0050"", ""meaning-0ceeb40a9d4c""]",01.0050,ziDU~,mANgalye,माङ्गल्ये (māṅgalye),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0050"", ""meaning-ab43f9896adb""]",01.0050,ziDU~,SAsane,शासने (śāsane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0078"", ""meaning-5b3b4eb5a8ec""]",01.0078,SIkf~\,secane,सेचने (secane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0079"", ""meaning-5b3b4eb5a8ec""]",01.0079,sIkf~\,secane,सेचने (secane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0096"", ""meaning-57eea3ba0513""]",01.0096,kuka~\,AdAne,आदाने (ādāne),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0097"", ""meaning-57eea3ba0513""]",01.0097,vfka~\,AdAne,आदाने (ādāne),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0108"", ""meaning-5fa3d59b62c4""]",01.0108,wikf~\,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0109"", ""meaning-5fa3d59b62c4""]",01.0109,wIkf~\,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0110"", ""meaning-5fa3d59b62c4""]",01.0110,tikf~\,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0111"", ""meaning-5fa3d59b62c4""]",01.0111,tIkf~\,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0127"", ""meaning-5fa3d59b62c4""]",01.0127,Suka~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0136"", ""meaning-5fa3d59b62c4""]",01.0136,uKa~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0148"", ""meaning-5fa3d59b62c4""]",01.0148,iKa~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0168"", ""meaning-5fa3d59b62c4""]",01.0168,riKa~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0199"", ""meaning-ee6ad5009864""]",01.0199,zwuca~\,prasAde,प्रसादे (prasāde),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0200"", ""meaning-5fa3d59b62c4""]",01.0200,fja~\,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0200"", ""meaning-c181e82a6fb2""]",01.0200,fja~\,sTAne,स्थाने (sthāne),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0200"", ""meaning-e477550c3b40""]",01.0200,fja~\,upArjane,उपार्जने (upārjane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0200"", ""meaning-fec94d3f9774""]",01.0200,fja~\,arjane,अर्जने (arjane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0202"", ""meaning-b304649056dc""]",01.0202,BfjI~\,Barjane,भर्जने (bharjane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0207"", ""meaning-5fa3d59b62c4""]",01.0207,Ija~\,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0207"", ""meaning-8a0e4dd1754b""]",01.0207,Ija~\,kutsAyAm,कुत्सायाम् (kutsāyām),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0210"", ""meaning-3cfd754b3668""]",01.0210,Suca~,Soke,शोके (śoke),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0211"", ""meaning-d3774f8674cb""]",01.0211,kuca~,Sabde tAre,शब्दे तारे (śabde tāre),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0222"", ""meaning-5fa3d59b62c4""]",01.0222,mrucu~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0223"", ""meaning-5fa3d59b62c4""]",01.0223,mlucu~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0224"", ""meaning-5c9733f12152""]",01.0224,grucu~,steyakaraRe,स्तेयकरणे (steyakaraṇe),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0225"", ""meaning-5c9733f12152""]",01.0225,glucu~,steyakaraRe,स्तेयकरणे (steyakaraṇe),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0226"", ""meaning-5c9733f12152""]",01.0226,kuju~,steyakaraRe,स्तेयकरणे (steyakaraṇe),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0227"", ""meaning-5c9733f12152""]",01.0227,Kuju~,steyakaraRe,स्तेयकरणे (steyakaraṇe),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0230"", ""meaning-f7e0033b3f96""]",01.0230;06.0096,guja~,Sabde;avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde);शब्दे (śabde),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0238"", ""meaning-efe5cd67fe74""]",01.0238,hrICa~,lajjAyAm,लज्जायाम् (lajjāyām),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0242"", ""meaning-e94138b590ed""]",01.0242,yuCa~,pramAde,प्रमादे (pramāde),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0244"", ""meaning-b9318a41b007""]",01.0244;06.0015,uCI~,vivAse,विवासे (vivāse),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0249"", ""meaning-5fa3d59b62c4""]",01.0249,Dfja~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0254"", ""meaning-f7e0033b3f96""]",01.0254,kUja~,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0255"", ""meaning-eaa4c9581c6b""]",01.0255,Bfzu~,saNGarze,सङ्घर्षे (saṅgharṣe),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0270"", ""meaning-f7e0033b3f96""]",01.0270,kzIja~,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0281"", ""meaning-2dcb1894fd9b""]",01.0281,gfja~,Sabde,शब्दे (śabde),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0283"", ""meaning-2dcb1894fd9b""]",01.0283,muja~,Sabde,शब्दे (śabde),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0293"", ""meaning-d1b95ba4c38d""]",01.0293,sPuwa~\,vikasane,विकसने (vikasane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0338"", ""meaning-b14259727989""]",01.0338,kiwa~,trAse,त्रासे (trāse),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0339"", ""meaning-b14259727989""]",01.0339,Kiwa~,trAse,त्रासे (trāse),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0340"", ""meaning-f0e843d6616f""]",01.0340,Siwa~,anAdare,अनादरे (anādare),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0341"", ""meaning-f0e843d6616f""]",01.0341,ziwa~,anAdare,अनादरे (anādare),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0348"", ""meaning-1685c224b9c2""]",01.0348,piwa~,saNGAte,सङ्घाते (saṅghāte),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0348"", ""meaning-2dcb1894fd9b""]",01.0348,piwa~,Sabde,शब्दे (śabde),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0351"", ""meaning-a1e0dd32df21""]",01.0351;04.0133,luwa~,viloqane,विलोडने (viloḍane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0352"", ""meaning-a1e0dd32df21""]",01.0352,luqa~,viloqane,विलोडने (viloḍane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0353"", ""meaning-3a95eae726ef""]",01.0353,ciwa~,paraprEzye,परप्रैष्ये (parapraiṣye),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0354"", ""meaning-2dcb1894fd9b""]",01.0354,viwa~,Sabde,शब्दे (śabde),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0355"", ""meaning-75bd3f0c9b3d""]",01.0355,biwa~,AkroSe,आक्रोशे (ākrośe),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0356"", ""meaning-75bd3f0c9b3d""]",01.0356,hiwa~,AkroSe,आक्रोशे (ākrośe),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0357"", ""meaning-5fa3d59b62c4""]",01.0357,iwa~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0358"", ""meaning-5fa3d59b62c4""]",01.0358,kiwa~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0364"", ""meaning-3d78634f5d6d""]",01.0364,muqa~,mardane,मर्दने (mardane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0365"", ""meaning-3d78634f5d6d""]",01.0365,pruqa~,mardane,मर्दने (mardane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0366"", ""meaning-3d78634f5d6d""]",01.0366;06.0101,muwa~,mardane,मर्दने (mardane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0367"", ""meaning-3d78634f5d6d""]",01.0367,puqa~,mardane,मर्दने (mardane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0379"", ""meaning-cccf84c0a5f4""]",01.0379,sPuwi~r,viSaraRe,विशरणे (viśaraṇe),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0389"", ""meaning-4424d865f048""]",01.0389,ruWa~,upaGAte,उपघाते (upaghāte),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0390"", ""meaning-4424d865f048""]",01.0390,luWa~,upaGAte,उपघाते (upaghāte),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0391"", ""meaning-4424d865f048""]",01.0391,UWa~,upaGAte,उपघाते (upaghāte),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0392"", ""meaning-4424d865f048""]",01.0392,uWa~,upaGAte,उपघाते (upaghāte),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0393"", ""meaning-3bf7963ee53c""]",01.0393,piWa~,hiMsAyAm,हिंसायाम् (hiṃsāyām),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0393"", ""meaning-8f27214ec2fb""]",01.0393,piWa~,saNkleSane,सङ्क्लेशने (saṅkleśane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0395"", ""meaning-7d7bc1a9fd82""]",01.0395,SuWa~,gatipratiGAte,गतिप्रतिघाते (gatipratighāte),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0395"", ""meaning-a7d4b4f83163""]",01.0395,SuWa~,pratiGAte,प्रतिघाते (pratighāte),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0396"", ""meaning-7d7bc1a9fd82""]",01.0396,SUWa~,gatipratiGAte,गतिप्रतिघाते (gatipratighāte),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0405"", ""meaning-915400ddaba9""]",01.0405,krIqf~,vihAre,विहारे (vihāre),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0406"", ""meaning-19b8d0c56ccb""]",01.0406,tuqf~,toqane,तोडने (toḍane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0407"", ""meaning-19b8d0c56ccb""]",01.0407,tUqf~,toqane,तोडने (toḍane),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0408"", ""meaning-5fa3d59b62c4""]",01.0408,huqf~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
agent_ac,ac,"अच् (ac), agent","[""01.0409"", ""meaning-5fa3d59b62c4""]",01.0409,hUqf~,gatO,गतौ (gatau),agent,an agent characterized by performing the base action,3.1.134;Varttika 3.1.134.1,,The selected operation produced no form for a source entry carrying this base meaning.,not_admitted_operation_condition_unmet
