stri_relation_id,input_form_slp1,semantic_relation,expected_nominative_forms_slp1,expected_variant_count,source_rule_refs,source_assertion_ids,source_assertion_count,eligibility_status,generated_nominative_forms_slp1,generated_variant_count,missing_expected_forms_slp1,expected_forms_with_stri_suffix_slp1,applied_stri_suffixes,applied_rule_refs,engine_error,verification_status,generated_word_meaning_id,count_status
7f7a91bbf5b5cbd8aab4,aSva,feminine counterpart of the demonstrated nominal base,aSvA,1,4.1.4,364bcbda88f85e30573c,1,source_demonstrated_candidate,aSvA,1,,aSvA,wAp,4.1.4,,verified_stri_derivation,e235afac48fbc6a51ce7,admitted_source_demonstrated_stri_word_meaning
7d523c50d310bbbbf484,aja,feminine counterpart of the demonstrated nominal base,ajA,1,4.1.4,31f858a11b53050c4867;bd92927e884fa32395eb,2,source_demonstrated_candidate,ajA,1,,ajA,wAp,4.1.4,,verified_stri_derivation,f53ebf0c1c56c5c5bf3e,admitted_source_demonstrated_stri_word_meaning
d0f91f2581b7be6ab51a,ajinaPala,feminine counterpart of the demonstrated nominal base,ajinaPalA,1,4.1.4,b74f087acb6e21d51b78,1,source_demonstrated_candidate,ajinaPalA,1,,ajinaPalA,wAp,4.1.4,,verified_stri_derivation,885641a7435ca5dbbade,admitted_source_demonstrated_stri_word_meaning
15903a617234f9e952a7,araRya,feminine counterpart of the demonstrated nominal base,araRyAnI,1,4.1.49,6e4bcb651c7d4aa5f365,1,source_demonstrated_candidate,araRyAnI,1,,araRyAnI,NIz,4.1.49,,verified_stri_derivation,079cfd7746b68766dcc9,admitted_source_demonstrated_stri_word_meaning
4a76755b4d9fcbefe752,bAla,feminine counterpart of the demonstrated nominal base,bAlA;bAlI,2,4.1.4,db3afacb1a95b3c7a18c,1,source_demonstrated_candidate,bAlA;bAlI,2,,bAlA;bAlI,NIz;wAp,4.1.4;4.1.45,,verified_stri_derivation,2cc9d871b5330a543bcd,admitted_source_demonstrated_stri_word_meaning
91eb6fe2f6f584b899c1,bahu,feminine counterpart of the demonstrated nominal base,bahuH;bahvI,2,4.1.45,f98331ce7769f12de9aa,1,source_demonstrated_candidate,bahuH;bahvI,2,,bahvI,NIz,4.1.45,,verified_stri_derivation,5faa9165de45ca78c31b,admitted_source_demonstrated_stri_word_meaning
e0edbfb6ee7382071acf,cawaka,feminine counterpart of the demonstrated nominal base,cawakA,1,4.1.4,ab3027788a6022995157,1,source_demonstrated_candidate,cawakA,1,,cawakA,wAp,4.1.4,,verified_stri_derivation,71117c6e71a3c12aee92,admitted_source_demonstrated_stri_word_meaning
73277133d835696daaea,daRqin,feminine counterpart of the demonstrated nominal base,daRqinI,1,4.1.5,06e73b4690fd6b2a936a,1,source_demonstrated_candidate,daRqinI,1,,daRqinI,NIp,4.1.5,,verified_stri_derivation,ea002f65d39c2b74bcc7,admitted_source_demonstrated_stri_word_meaning
b14a65eeaa7b8ad80ca3,devadatta,feminine counterpart of the demonstrated nominal base,devadattA,1,4.1.4,74e2473650ef44423b68,1,source_demonstrated_candidate,devadattA,1,,devadattA,wAp,4.1.4,,verified_stri_derivation,22d5563b1c2ad033f0eb,admitted_source_demonstrated_stri_word_meaning
1137100af1701949e0d2,ekapuzpa,feminine counterpart of the demonstrated nominal base,ekapuzpA,1,4.1.4,b9acdbfbd6a7cfa7181b,1,source_demonstrated_candidate,ekapuzpA,1,,ekapuzpA,wAp,4.1.4,,verified_stri_derivation,7dabddbf15609b578bfc,admitted_source_demonstrated_stri_word_meaning
78d369970bbf3aa65478,eqaka,feminine counterpart of the demonstrated nominal base,eqakA,1,4.1.4,cdd63ca10753c336ba1f,1,source_demonstrated_candidate,eqakA,1,,eqakA,wAp,4.1.4,,verified_stri_derivation,e8021b2fcd67911b49ea,admitted_source_demonstrated_stri_word_meaning
8a10733c0114be3c7e24,gOra,feminine counterpart of the demonstrated nominal base,gOrI,1,4.1.41,44151ccf33727fe771eb,1,source_demonstrated_candidate,gOrI,1,,gOrI,NIz,4.1.41,,verified_stri_derivation,3c7340fdd909033089b1,admitted_source_demonstrated_stri_word_meaning
74383e6e5c7e9b9b1227,hartf,feminine counterpart of the demonstrated nominal base,hartrI,1,4.1.5,d8475a7cf9df623b2a49,1,source_demonstrated_candidate,hartrI,1,,hartrI,NIp,4.1.5,,verified_stri_derivation,bba2aa590a52ce488230,admitted_source_demonstrated_stri_word_meaning
341db3701d742aba53cc,hima,feminine counterpart of the demonstrated nominal base,himAnI,1,4.1.49,8a2ed24d7d2e04d84384,1,source_demonstrated_candidate,himAnI,1,,himAnI,NIz,4.1.49,,verified_stri_derivation,e6d7f4ce56791e62bd53,admitted_source_demonstrated_stri_word_meaning
c6b8e7e6b8290c7ed34c,hoQa,feminine counterpart of the demonstrated nominal base,hoQA,1,4.1.4,3499b0dfdb9f478b1990,1,source_demonstrated_candidate,hoQA,1,,hoQA,wAp,4.1.4,,verified_stri_derivation,892831fdfd68f9ce6a17,admitted_source_demonstrated_stri_word_meaning
0660a5f637b1f2d38780,indra,feminine counterpart of the demonstrated nominal base,indrARI,1,4.1.49,94ed3dfa6be2a38757e4,1,source_demonstrated_candidate,indrARI,1,,indrARI,NIz,4.1.49,,verified_stri_derivation,b23328d3a04ab43080eb,admitted_source_demonstrated_stri_word_meaning
954961ce49ec14c4517b,kARqapuzpa,feminine counterpart of the demonstrated nominal base,kARqapuzpA,1,4.1.4,5585856280993449ba0a,1,source_demonstrated_candidate,kARqapuzpA,1,,kARqapuzpA,wAp,4.1.4,,verified_stri_derivation,79bc8ad4eababb077671,admitted_source_demonstrated_stri_word_meaning
e1cf0f7c0aedf82a8f2b,kartf,feminine counterpart of the demonstrated nominal base,kartrI,1,4.1.5,881092491d22cc070c16,1,source_demonstrated_candidate,kartrI,1,,kartrI,NIp,4.1.5,,verified_stri_derivation,6825f72479bea65eece8,admitted_source_demonstrated_stri_word_meaning
10a7ca760350337dd1e0,kokila,feminine counterpart of the demonstrated nominal base,kokilA,1,4.1.4,d3648b7ddefed73fe8f0,1,source_demonstrated_candidate,kokilA,1,,kokilA,wAp,4.1.4,,verified_stri_derivation,6c8fe6243de63329ef08,admitted_source_demonstrated_stri_word_meaning
34c383c50de955e67ce5,mAtula,feminine counterpart of the demonstrated nominal base,mAtulAnI,1,4.1.49,e5ce2d53cc2227513201,1,source_demonstrated_candidate,mAtulAnI,1,,mAtulAnI,NIz,4.1.49,,verified_stri_derivation,2f8a99e818cd8fd2b397,admitted_source_demonstrated_stri_word_meaning
1a7cd0496c4ffb6b3764,mUzika,feminine counterpart of the demonstrated nominal base,mUzikA,1,4.1.4,0a454b6cfff2433b1478,1,source_demonstrated_candidate,mUzikA,1,,mUzikA,wAp,4.1.4,,verified_stri_derivation,9d0de6baf6e504ea1801,admitted_source_demonstrated_stri_word_meaning
d9aaca07b0d92df8c1fd,manda,feminine counterpart of the demonstrated nominal base,mandA,1,4.1.4,6a246f7a281314e832f7,1,source_demonstrated_candidate,mandA,1,,mandA,wAp,4.1.4,,verified_stri_derivation,9532d4a49c17b8618966,admitted_source_demonstrated_stri_word_meaning
b0855e2ae33a3e4a9361,matsya,feminine counterpart of the demonstrated nominal base,matsI,1,4.1.41,09d87c80ccebb9ea5e9a,1,source_demonstrated_candidate,matsI,1,,matsI,NIz,4.1.41,,verified_stri_derivation,7494f5e43139b5566ac3,admitted_source_demonstrated_stri_word_meaning
deec172272dceb961894,mfqa,feminine counterpart of the demonstrated nominal base,mfqAnI,1,4.1.49,0682e58468452c691a23,1,source_demonstrated_candidate,mfqAnI,1,,mfqAnI,NIz,4.1.49,,verified_stri_derivation,38278ee9f5a01271fd07,admitted_source_demonstrated_stri_word_meaning
280df6635c9d1b92f265,pAka,feminine counterpart of the demonstrated nominal base,pAkA,1,4.1.4,1c0933f1913524cdd76c,1,source_demonstrated_candidate,pAkA,1,,pAkA,wAp,4.1.4,,verified_stri_derivation,3d936f53d99156eb1fc2,admitted_source_demonstrated_stri_word_meaning
4eacf88a278ed2fb182b,pIvan,feminine counterpart of the demonstrated nominal base,pIvarI,1,4.1.7,b5285e631a71ffa8b4ce,1,source_demonstrated_candidate,pIvarI,1,,pIvarI,NIp,4.1.7,,verified_stri_derivation,d137599d5745536af194,admitted_source_demonstrated_stri_word_meaning
798e33d5996f63a0d086,paNgu,feminine counterpart of the demonstrated nominal base,paNgUH,1,4.1.68,fecfd01d024a3b9eb9b2,1,source_demonstrated_candidate,paNgUH,1,,paNgUH,UN,4.1.68,,verified_stri_derivation,09943bc09c4b3c279742,admitted_source_demonstrated_stri_word_meaning
c3a4417261c0a4b0989d,piRqaPala,feminine counterpart of the demonstrated nominal base,piRqaPalA,1,4.1.4,a807471f1bf9a5682223,1,source_demonstrated_candidate,piRqaPalA,1,,piRqaPalA,wAp,4.1.4,,verified_stri_derivation,e99d834fab28ec4297bc,admitted_source_demonstrated_stri_word_meaning
cc364379dd64ae68fe89,prAkpuzpa,feminine counterpart of the demonstrated nominal base,prAkpuzpA,1,4.1.4,43dff37dfcba543a90d8,1,source_demonstrated_candidate,prAkpuzpA,1,,prAkpuzpA,wAp,4.1.4,,verified_stri_derivation,262675ae4948fc113842,admitted_source_demonstrated_stri_word_meaning
a6902eddd4157d6932af,prAntapuzpa,feminine counterpart of the demonstrated nominal base,prAntapuzpA,1,4.1.4,29dd8641f0503a04b782,1,source_demonstrated_candidate,prAntapuzpA,1,,prAntapuzpA,wAp,4.1.4,,verified_stri_derivation,b3bc3611a2658d6e7125,admitted_source_demonstrated_stri_word_meaning
9c72efd253986f7bb6a7,rudra,feminine counterpart of the demonstrated nominal base,rudrARI,1,4.1.49,07a24fadda1f69770d87,1,source_demonstrated_candidate,rudrARI,1,,rudrARI,NIz,4.1.49,,verified_stri_derivation,b162ce6b904f8720c9bb,admitted_source_demonstrated_stri_word_meaning
371cf69c636cd27abd25,saKi,feminine counterpart of the demonstrated nominal base,saKI,1,4.1.62,b0aaac2c6edf1fc062e9,1,source_demonstrated_candidate,saKI,1,,saKI,NIz,4.1.62,,verified_stri_derivation,22773d9051e7e0a17b43,admitted_source_demonstrated_stri_word_meaning
db3ac028ccf708e98852,samPala,feminine counterpart of the demonstrated nominal base,samPalA,1,4.1.4,bd292e57447fc9e44608,1,source_demonstrated_candidate,samPalA,1,,samPalA,wAp,4.1.4,,verified_stri_derivation,d2d7c738334848a37d84,admitted_source_demonstrated_stri_word_meaning
a3d829b5c8c5ae73676a,satpuzpa,feminine counterpart of the demonstrated nominal base,satpuzpA,1,4.1.4,bdefca1e64996ebbb18b,1,source_demonstrated_candidate,satpuzpA,1,,satpuzpA,wAp,4.1.4,,verified_stri_derivation,749ad9804244c6470f12,admitted_source_demonstrated_stri_word_meaning
c004db8e1e32aa7443df,triPala,feminine counterpart of the demonstrated nominal base,triPalA,1,4.1.4,f28ef6d64f91ba15fa18,1,source_demonstrated_candidate,triPalA,1,,triPalA,wAp,4.1.4,,verified_stri_derivation,a0e4101228fe5f2204e4,admitted_source_demonstrated_stri_word_meaning
a6b078d657855a82bf99,varuRa,feminine counterpart of the demonstrated nominal base,varuRAnI,1,4.1.49,cc1676117b16b9521a05,1,source_demonstrated_candidate,varuRAnI,1,,varuRAnI,NIz,4.1.49,,verified_stri_derivation,e9492bd5103392a7f642,admitted_source_demonstrated_stri_word_meaning
492eb5c1d4190be7214c,vatsa,feminine counterpart of the demonstrated nominal base,vatsA,1,4.1.4,7db759b98f65153c1847,1,source_demonstrated_candidate,vatsA,1,,vatsA,wAp,4.1.4,,verified_stri_derivation,b430873af4e10ee135e5,admitted_source_demonstrated_stri_word_meaning
bc8252161cc5b0c1f41e,vilAta,feminine counterpart of the demonstrated nominal base,vilAtA,1,4.1.4,90c3b651e30e627b4e21,1,source_demonstrated_candidate,vilAtA,1,,vilAtA,wAp,4.1.4,,verified_stri_derivation,468d05b4d240645b78b9,admitted_source_demonstrated_stri_word_meaning
302ce8403de986be7edb,yava,feminine counterpart of the demonstrated nominal base,yavAnI,1,4.1.49,b9f0167655e40ef01ba6,1,source_demonstrated_candidate,yavAnI,1,,yavAnI,NIz,4.1.49,,verified_stri_derivation,d045da510afc119b9c88,admitted_source_demonstrated_stri_word_meaning
00115868b0a52ec032f7,yavana,feminine counterpart of the demonstrated nominal base,yavanAnI,1,4.1.49,42cc257ddd27ea710717,1,source_demonstrated_candidate,yavanAnI,1,,yavanAnI,NIz,4.1.49,,verified_stri_derivation,443c3a4182ea5461fe5e,admitted_source_demonstrated_stri_word_meaning
