generated_word_meaning_id,compound_relation_id,compound_type,member_forms_slp1,member_count,derivational_depth,semantic_relation,rule_refs,output_forms_slp1,output_variant_count,source_assertion_ids,verification_status,admission_basis,count_status
400c276336051809,94bc8c163be4f846,avyayibhava,yaTA;vfdDa,2,1,indeclinable relation of yaTA to vfdDa,2.1.5;2.1.7,yaTAvfdDam,1,fb1a0f2dcca8407b;ff83d91cb320b97d,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
1e5790590e79c410,eaf750a1397315e6,caturthi_tatpurusha,aSva;hita,2,1,hita for aSva,2.1.36,aSvahita,1,11f06bc152a8fe8c,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
090b97450caf97f7,91704d8f5902ae13,caturthi_tatpurusha,aSva;rakzita,2,1,rakzita for aSva,2.1.36,aSvarakzita,1,7b68c0140ac54bd3,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
45f1426cbbf00ad7,c48b0fb556419983,caturthi_tatpurusha,aSva;suKa,2,1,suKa for aSva,2.1.36,aSvasuKa,1,29101430cc5f6ff4,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
2071bc4e5cd7fd1c,350e6b9d3888db5f,caturthi_tatpurusha,brAhmaRa;arTa,2,1,arTa for brAhmaRa,2.1.36,brAhmaRArTa,1,27e3e7b577d1027f,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
16edccd0b5ab32e6,f0ee319c6ee56a28,caturthi_tatpurusha,go;hita,2,1,hita for go,2.1.36,gohita,1,aea3624426247ab7,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
e366678d32677dc4,7d8ff59ef97a56ec,caturthi_tatpurusha,go;rakzita,2,1,rakzita for go,2.1.36,gorakzita,1,d5eefc2abf6b3d3b,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
0a91d045dfe1c411,94e7612e8a9fdc9d,caturthi_tatpurusha,go;suKa,2,1,suKa for go,2.1.36,gosuKa,1,6bd0059b84537061,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
0cb44ff2bfb8f8a6,66570471530aad2a,caturthi_tatpurusha,kuRqala;hiraRya,2,1,hiraRya for kuRqala,2.1.36,kuRqalahiraRya,1,99926a27f3f0951b,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
a327be965454784b,78bbafc9d44d3178,caturthi_tatpurusha,kubera;bali,2,1,bali for kubera,2.1.36,kuberabali,1,d619aff6a813c401,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
9f6b91d1110cd34b,934353306369856e,caturthi_tatpurusha,mahArAja;bali,2,1,bali for mahArAja,2.1.36,mahArAjabali,1,f76cbc8aa4e40d73,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
4dc5251f17d506b9,9dab65064ad34c02,caturthi_tatpurusha,yUpa;dAru,2,1,dAru for yUpa,2.1.1;2.1.36,yUpadAru,1,3f867024766b81c5;f9945ed0ecb3848d,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
740574b25cf5b7c8,7583fede44e0b200,dvandva,Dava;Kadira;palASa,3,1,Dava and Kadira and palASa together,2.2.29,DavaKadirapalASa,1,b8e8c4607948beea,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
03a0319af9658a43,60b52fa35986dde4,dvandva,plakza;nyagroDa,2,1,plakza and nyagroDa together,2.2.29,plakzanyagroDa,1,98cc65fe61e72058,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
d513482d4b25f186,ca73e8bf05f795d5,dvitiya_tatpurusha,duHKa;Apanna,2,1,Apanna directed toward or involving duHKa,2.1.24,duHKApanna,1,f633d0918b5806ba,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
a48f8df9f06a704a,ba1be0946987641d,dvitiya_tatpurusha,grAma;gata,2,1,gata directed toward or involving grAma,2.1.24,grAmagata,1,604af35003168d65,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
dc571b46d008d415,3fcf50444197ced3,dvitiya_tatpurusha,kAntAra;atIta,2,1,atIta directed toward or involving kAntAra,2.1.24,kAntArAtIta,1,e441bfebde8cb02d,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
af85a395004a3408,5e932b88a4907eb7,dvitiya_tatpurusha,kazwa;Srita,2,1,Srita directed toward or involving kazwa,2.1.1;2.1.24,kazwaSrita,1,2457fa3f270da5f7;7ef8fc1eefdd09b3,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
90df0ae72b055b7f,3c1fdb6bfc807ca6,dvitiya_tatpurusha,naraka;Srita,2,1,Srita directed toward or involving naraka,2.1.24,narakaSrita,1,a391d1b997c471c2,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
2cd0e88c8288914d,d50f49fb86cef1d1,dvitiya_tatpurusha,naraka;patita,2,1,patita directed toward or involving naraka,2.1.24,narakapatita,1,554b51233446b84b,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
afd1bb3f2fa222cf,535ac913974be06c,dvitiya_tatpurusha,suKa;Apanna,2,1,Apanna directed toward or involving suKa,2.1.24,suKApanna,1,ee01d024ae5339a6,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
e2b0eb0a0f3bae7f,dc18ef19cc048d86,dvitiya_tatpurusha,suKa;prApta,2,1,prApta directed toward or involving suKa,2.1.24,suKaprApta,1,315403dd319ed0c0,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
5d7f29479174bab0,877a2f73017db26d,dvitiya_tatpurusha,taraNga;atyasta,2,1,atyasta directed toward or involving taraNga,2.1.24,taraNgAtyasta,1,726f0bbebfc8a00b,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
d7f39ab700ccf161,cb54512bab1ed1e8,dvitiya_tatpurusha,tuhina;atyasta,2,1,atyasta directed toward or involving tuhina,2.1.24,tuhinAtyasta,1,bdf9da55e5812de1,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
3f8d71b845b417be,e217960596d3f27f,karmadharaya,aSva;kuYjara,2,1,kuYjara qualified or identified by aSva,2.1.62,aSvakuYjara,1,f9f5dcf0e427fd9c,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
3b5f2352ee26c468,dda4bb0208246ba0,karmadharaya,aSva;nAga,2,1,nAga qualified or identified by aSva,2.1.62,aSvanAga,1,133b21387152f20f,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
3a4f2a67b50e7ad7,d1c874420a678ad7,karmadharaya,aSva;vfndAraka,2,1,vfndAraka qualified or identified by aSva,2.1.62,aSvavfndAraka,1,824b9c7ff1ac2b19,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
a309a9263c37101b,9458b7fd3db91762,karmadharaya,apara;puruza,2,1,puruza qualified or identified by apara,2.1.58,aparapuruza,1,5ba81719759ab490,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
63bd946081b52deb,abcbe1d954f99689,karmadharaya,carama;puruza,2,1,puruza qualified or identified by carama,2.1.58,caramapuruza,1,98dda9c5c818b886,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
91641b3d7697d5ae,8b95547514e9ee7f,karmadharaya,go;kuYjara,2,1,kuYjara qualified or identified by go,2.1.62,gokuYjara,1,f94c2efa1cde75e8,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
50fa988a6b400e95,24b4be67b3455149,karmadharaya,go;nAga,2,1,nAga qualified or identified by go,2.1.62,gonAga,1,882977578064a1e6,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
55de9b593b989ec3,feba8126209654b3,karmadharaya,go;vfndAraka,2,1,vfndAraka qualified or identified by go,2.1.62,govfndAraka,1,c538123c1d7931d5,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
09fa737a40183661,2ed68be6c86a34c2,karmadharaya,jaGanya;puruza,2,1,puruza qualified or identified by jaGanya,2.1.58,jaGanyapuruza,1,683b751e6c82c24b,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
6023a74aa1e8e3b2,8d1d1a5f91abe8ec,karmadharaya,maDya;puruza,2,1,puruza qualified or identified by maDya,2.1.58,maDyapuruza,1,086049c666d62d7e,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
b8f92b0aa1842e66,0a4ad4531c7723a5,karmadharaya,maDyama;puruza,2,1,puruza qualified or identified by maDyama,2.1.58,maDyamapuruza,1,1983a97e64dddcbd,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
f2d107d0d66e1f1f,1e12776e22be57da,karmadharaya,mahat;puruza,2,1,puruza qualified or identified by mahat,2.1.61,mahApuruza,1,862abe52ee0614bc,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
0980128b795d505c,c12e0914e49b0f55,karmadharaya,pUrva;puruza,2,1,puruza qualified or identified by pUrva,2.1.58,pUrvapuruza,1,376debe1ad9745f8,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
a4ac82598a44d05d,6db683521412e7e3,karmadharaya,parama;puruza,2,1,puruza qualified or identified by parama,2.1.61,paramapuruza,1,cde365a50f2ee374,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
06bdd1a1dc92ecf1,e570f3972939d90b,karmadharaya,praTama;puruza,2,1,puruza qualified or identified by praTama,2.1.58,praTamapuruza,1,f5f57cf92452b5e3,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
b7cf2c2321224e1b,6291b0cf1beb4c59,karmadharaya,samAna;puruza,2,1,puruza qualified or identified by samAna,2.1.58,samAnapuruza,1,91f41501c06c03e9,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
1ddb3cf861ae1a7a,8b55c1ae8def439a,karmadharaya,sat;puruza,2,1,puruza qualified or identified by sat,2.1.61,satpuruza,1,ecf8fff0f852013a,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
e54272f5920cc524,61422bde97bd946e,karmadharaya,utkfzwa;puruza,2,1,puruza qualified or identified by utkfzwa,2.1.61,utkfzwapuruza,1,f8b630ab8af35072,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
79f04683478fea58,6d0e82f93e303bd0,karmadharaya,uttama;puruza,2,1,puruza qualified or identified by uttama,2.1.61,uttamapuruza,1,d5dd0489e3bc1496,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
0aa651bbe4f054e9,e51fe98e7609ef35,karmadharaya,vIra;puruza,2,1,puruza qualified or identified by vIra,2.1.58,vIrapuruza,1,69f1f0549a378ef7,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
c4459654b67a28d0,226f3924cdca8546,karmadharaya,yuvan;Kalati,2,1,Kalati qualified or identified by yuvan,2.1.67,yuvaKalati,1,4e6a26add950dd7f,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
d7e6aa5e7b733a6c,17b653ad86ed7e04,karmadharaya,yuvan;jarati,2,1,jarati qualified or identified by yuvan,2.1.67,yuvajarati,1,d08f18c226086fe5,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
225037709dd89419,0bd08661b23785c2,karmadharaya,yuvan;palita,2,1,palita qualified or identified by yuvan,2.1.67,yuvapalita,1,cbdf1147527c32d5,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
61e321a972af4e8b,a60d1fd8ca7b5826,karmadharaya,yuvan;valina,2,1,valina qualified or identified by yuvan,2.1.67,yuvavalina,1,fb5e4b3e05b38068,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
855ab7ff1fde249e,e401ff2173ac6381,panchami_tatpurusha,cOra;Baya,2,1,Baya from or because of cOra,2.1.37,cOraBaya,1,97c41778c566c26c,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
3f8cc4de38a06104,22a4a9efd0418530,panchami_tatpurusha,cakra;mukta,2,1,mukta from or because of cakra,2.1.38,cakramukta,1,032406842a3179bd,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
a831aa0a80a03488,298737362598ec26,panchami_tatpurusha,dasyu;Baya,2,1,Baya from or because of dasyu,2.1.37,dasyuBaya,1,d83cd4627e8d38a2,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
115eeeb7ca4de3a2,69a7f2a3d6299b41,panchami_tatpurusha,kalpanA;apoQa,2,1,apoQa from or because of kalpanA,2.1.38,kalpanApoQa,1,b1f99134e5eba1cd,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
63378c7d173e605d,8a490c51aca46449,panchami_tatpurusha,suKa;apeta,2,1,apeta from or because of suKa,2.1.38,suKApeta,1,a43f6028d2cea8fa,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
a6a7da42e6fd02e3,af0d0a3a7de7d181,panchami_tatpurusha,svarga;patita,2,1,patita from or because of svarga,2.1.38,svargapatita,1,b0819143c5d64f00,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
ddfb0a4b14a74dd2,166a907418d3501b,panchami_tatpurusha,taraNga;apatrasta,2,1,apatrasta from or because of taraNga,2.1.38,taraNgApatrasta,1,27b3449859576bd6,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
7ab546ec009c3e62,695d420671b3fe92,panchami_tatpurusha,vfka;BI,2,1,BI from or because of vfka,2.1.37,vfkaBI,1,fccb44816059cbcf,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
29aa3b7a0649db69,ccbbdd00cc5f6b49,panchami_tatpurusha,vfka;BIta,2,1,BIta from or because of vfka,2.1.37,vfkaBIta,1,5caf3e90849333f3,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
709a5557b1efe892,1c634381169cef79,panchami_tatpurusha,vfka;BIti,2,1,BIti from or because of vfka,2.1.37,vfkaBIti,1,ef01f39342d41502,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
a0817ce5fa98b4a7,500cfd8e1ab3ee29,panchami_tatpurusha,vfka;Baya,2,1,Baya from or because of vfka,2.1.1;2.1.37,vfkaBaya,1,ee56bc0ff4866dd7;fe4cbc67cb26fa77,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
9b10cfb6fe407148,cfa010e33e06da73,samahara_dvandva,vAc;dfzad,2,1,the collection of vAc and dfzad,2.2.29,vAgdfzada,1,468ff545fa15d2f7,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
ea4436b53a25d8fd,39f92c7d1cb4b50b,samahara_dvandva,vAc;tvac,2,1,the collection of vAc and tvac,2.2.29,vAktvaca,1,8f742b6bf7561a02,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
2118140a10bc5542,99e33b600afc1b02,saptami_tatpurusha,Atapa;Suzka,2,1,Suzka in or upon Atapa,2.1.41,AtapaSuzka,1,3fabcd3566820c58,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
2f66d7a56441d700,91f8063a4bd38470,saptami_tatpurusha,CAyA;Suzka,2,1,Suzka in or upon CAyA,2.1.41,CAyASuzka,1,4966d56e65c67de2,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
900a37da3d14165b,06d12797a4a15ff0,saptami_tatpurusha,akza;DUrta,2,1,DUrta in or upon akza,2.1.40,akzaDUrta,1,a1eae278d225c24d,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
dac372e73bfa9a5a,4ab953e411ff1358,saptami_tatpurusha,akza;SORqa,2,1,SORqa in or upon akza,2.1.1;2.1.40,akzaSORqa,1,0bab1bca6307ed97;cab81f07e69c080e,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
0675190bd75887e4,cbc741b9e23612fc,saptami_tatpurusha,akza;kitava,2,1,kitava in or upon akza,2.1.40,akzakitava,1,45ad1a481194bcc6,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
2b3238ed43bfa220,98c9080073ed9340,saptami_tatpurusha,cakra;banDa,2,1,banDa in or upon cakra,2.1.41,cakrabanDa,1,d2cc048f696f5cf4,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
f1a0e0a926665776,6b84f674ad8c9cba,saptami_tatpurusha,kAmpilya;sidDa,2,1,sidDa in or upon kAmpilya,2.1.41,kAmpilyasidDa,1,04703377b8d829fb,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
5a00a8d6d8a0ef51,3cf13b08d4f90802,saptami_tatpurusha,kumBI;pakva,2,1,pakva in or upon kumBI,2.1.41,kumBIpakva,1,a0e10ab434dbd648,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
b8be5a7d36eacf45,4aa6c414b0681049,saptami_tatpurusha,sANkASya;sidDa,2,1,sidDa in or upon sANkASya,2.1.41,sANkASyasidDa,1,5da0910d37f6befb,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
4b989f8d5afc068b,8033daa6e0633d9d,saptami_tatpurusha,sTAlI;pakva,2,1,pakva in or upon sTAlI,2.1.41,sTAlIpakva,1,3bf939501812562a,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
0c032f2cdcba8a13,8139e72187f79de5,saptami_tatpurusha,tIrTa;DvANkza,2,1,DvANkza in or upon tIrTa,2.1.42,tIrTaDvANkza,1,ccb550eaab3746c1,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
7bf5bf8e1daf2990,665934a76beab0d2,sasthi_tatpurusha,brAhmaRa;kambala,2,1,kambala of brAhmaRa,2.2.8,brAhmaRakambala,1,e1c98f92ecffe692,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
c3ec9bf61a1aca10,6d200d5539757cc4,sasthi_tatpurusha,rAjan;puruza,2,1,puruza of rAjan,2.1.1;2.2.8,rAjapuruza,1,31f8ab326b87a90a;6acfbb56ac5ba42e,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
7265feac4a674195,3af784b195282d72,trtiya_tatpurusha,AcAra;SlakzRa,2,1,"SlakzRa by, with, or through AcAra",2.1.31,AcAraSlakzRa,1,5211d3ecc35879d8,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
4111626665d2f4cd,19233f5476a9fa7c,trtiya_tatpurusha,AcAra;nipuRa,2,1,"nipuRa by, with, or through AcAra",2.1.31,AcAranipuRa,1,c057d905408cbdae,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
97fe2ff0670b6d26,d1e7b8b096ecc99e,trtiya_tatpurusha,DAnya;arTa,2,1,"arTa by, with, or through DAnya",2.1.30,DAnyArTa,1,88415eb17e099f2c,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
43924775654af11c,c03b5ff6c7d427c1,trtiya_tatpurusha,SaNkulA;KaRqa,2,1,"KaRqa by, with, or through SaNkulA",2.1.1;2.1.30,SaNkulAKaRqa,1,829df7900f311d9b;e7c3d6b270063d6b,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
9af582d1978ed7c7,117bdd955ef832e9,trtiya_tatpurusha,ahi;hata,2,1,"hata by, with, or through ahi",2.1.32,ahihata,1,8498abeea9ae4ee8,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
94f26116c9b8117a,0b398da9de2eba51,trtiya_tatpurusha,asi;kalaha,2,1,"kalaha by, with, or through asi",2.1.31,asikalaha,1,3004d1877b39f52a,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
66d4a19e2403c332,5191f61b00d83c39,trtiya_tatpurusha,daDi;odana,2,1,"odana by, with, or through daDi",2.1.34,daDyodana,1,38121084a3ce3c20,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
3619be7fbec42d44,2e8c8ef6d94a6e8a,trtiya_tatpurusha,guqa;miSra,2,1,"miSra by, with, or through guqa",2.1.31,guqamiSra,1,3bc28f84e593a086,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
b263fa2fa4ad3559,eccecdcb5c9cafda,trtiya_tatpurusha,kArzApaRa;Una,2,1,"Una by, with, or through kArzApaRa",2.1.31,kArzApaRona,1,212f9355dc1e9409,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
