source_code,gana,citation_slp1,source_gloss_slp1,source_gloss_devanagari,source_line,status,assignment_count,units_slp1,reason,remaining_meaning_gap,interpretation_review_id,eligibility_note,review_evidence,provisional_word_id,identity_review,candidate_local_codes,source_url,source_sha256,identity_batch_review_id
01.0019,1,svarda~\,AsvAdane,आस्वादने,20,single_gloss,1,AsvAdane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0019,not_flagged_by_exact_citation_check,01.0019,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0020,1,urda~\,mAne krIqAyAM AsvAdane ca,माने क्रीडायां आस्वादने च,21,enumerated_glosses,3,mAne; krIqAyAM; AsvAdane,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0020,not_flagged_by_exact_citation_check,01.0020,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0021,1,kurda~\,krIqAyAm eva,क्रीडायाम् एव,22,single_gloss,1,krIqAyAm eva,"A qualified phrase, not one meaning per word.",,,,[],01.0021,not_flagged_by_exact_citation_check,,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0022,1,Kurda~\,krIqAyAm eva,क्रीडायाम् एव,23,single_gloss,1,krIqAyAm eva,"A qualified phrase, not one meaning per word.",,,,[],01.0022,not_flagged_by_exact_citation_check,,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0023,1,gurda~\,krIqAyAm eva,क्रीडायाम् एव,24,single_gloss,1,krIqAyAm eva,"A qualified phrase, not one meaning per word.",,,,[],01.0023,not_flagged_by_exact_citation_check,,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0024,1,guda~\,krIqAyAm eva,क्रीडायाम् एव,25,single_gloss,1,krIqAyAm eva,"A qualified phrase, not one meaning per word.",,,,[],01.0024,not_flagged_by_exact_citation_check,01.0024,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0025,1,zUda~\,kzaraRe,क्षरणे,26,single_gloss,1,kzaraRe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0025,not_flagged_by_exact_citation_check,01.0025,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0026,1,hrAda~\,avyakte Sabde,अव्यक्ते शब्दे,27,single_gloss,1,avyakte Sabde,"A qualified phrase, not one meaning per word.",,,,[],01.0026,not_flagged_by_exact_citation_check,01.0026,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0027,1,hlAdI~\,avyakte Sabde suKe ca,अव्यक्ते शब्दे सुखे च,28,enumerated_glosses,2,avyakte Sabde; suKe,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0027,not_flagged_by_exact_citation_check,01.0027,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0028,1,svAda~\,AsvAdane,आस्वादने,29,single_gloss,1,AsvAdane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0028,not_flagged_by_exact_citation_check,01.0028,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0029,1,parda~\,kutsite Sabde,कुत्सिते शब्दे,30,single_gloss,1,kutsite Sabde,"A qualified phrase, not one meaning per word.",,,,[],01.0029,not_flagged_by_exact_citation_check,01.0029,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0030,1,yatI~\,prayatne,प्रयत्ने,31,single_gloss,1,prayatne,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0030,not_flagged_by_exact_citation_check,01.0030,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0031,1,yutf~\,BAsane,भासने,32,single_gloss,1,BAsane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0031,not_flagged_by_exact_citation_check,01.0031,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0032,1,jutf~\,BAsane,भासने,33,single_gloss,1,BAsane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0032,not_flagged_by_exact_citation_check,01.0032,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0033,1,viTf~\,yAcane,याचने,34,single_gloss,1,yAcane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0033,not_flagged_by_exact_citation_check,01.0033,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0034,1,veTf~\,yAcane,याचने,35,single_gloss,1,yAcane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0034,not_flagged_by_exact_citation_check,01.0034,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0035,1,SraTi~\,SETilye,शैथिल्ये,36,single_gloss,1,SETilye,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0035,not_flagged_by_exact_citation_check,01.0035,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0036,1,graTi~\,kOwilye,कौटिल्ये,37,single_gloss,1,kOwilye,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0036,not_flagged_by_exact_citation_check,01.0036,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0037,1,katTa~\,SlAGAyAm,श्लाघायाम्,38,single_gloss,1,SlAGAyAm,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0037,not_flagged_by_exact_citation_check,01.0037,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0038,1,ata~,sAtatyagamane,सातत्यगमने,39,single_gloss,1,sAtatyagamane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0038,not_flagged_by_exact_citation_check,01.0038,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0039,1,citI~,saMjYAne,संज्ञाने,40,single_gloss,1,saMjYAne,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0039,not_flagged_by_exact_citation_check,01.0039,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0040,1,cyuti~r,Asecane,आसेचने,41,single_gloss,1,Asecane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0040,not_flagged_by_exact_citation_check,01.0040,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0041,1,Scuti~r,Asecane,आसेचने,42,single_gloss,1,Asecane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0041,not_flagged_by_exact_citation_check,01.0041,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0042,1,Scyuti~r,kzaraRe,क्षरणे,43,single_gloss,1,kzaraRe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0042,not_flagged_by_exact_citation_check,01.0042,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0043,1,jyutf~,BAsane,भासने,44,single_gloss,1,BAsane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0043,not_flagged_by_exact_citation_check,,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0044,1,maTi~,hiMsAsaNkleSanayoH,हिंसासङ्क्लेशनयोः,45,enumerated_glosses,2,hiMsAyAm; saNkleSane,Explicit analyst segmentation; retain the original compound for review.,,,,[],01.0044,not_flagged_by_exact_citation_check,01.0048,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0045,1,kuTi~,hiMsAsaNkleSanayoH,हिंसासङ्क्लेशनयोः,46,enumerated_glosses,2,hiMsAyAm; saNkleSane,Explicit analyst segmentation; retain the original compound for review.,,,,[],01.0045,not_flagged_by_exact_citation_check,01.0045,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0046,1,puTi~,hiMsAsaNkleSanayoH,हिंसासङ्क्लेशनयोः,47,enumerated_glosses,2,hiMsAyAm; saNkleSane,Explicit analyst segmentation; retain the original compound for review.,,,,[],01.0046,not_flagged_by_exact_citation_check,01.0046,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0047,1,luTi~,hiMsAsaNkleSanayoH,हिंसासङ्क्लेशनयोः,48,enumerated_glosses,2,hiMsAyAm; saNkleSane,Explicit analyst segmentation; retain the original compound for review.,,,,[],01.0047,not_flagged_by_exact_citation_check,01.0047,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0048,1,manTa~,viloqane,विलोडने,49,single_gloss,1,viloqane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0048,merge_shared_meanings,01.0044,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR132
01.0049,1,ziDa~,gatyAm,गत्याम्,50,single_gloss,1,gatyAm,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0049,not_flagged_by_exact_citation_check,01.0049,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0050,1,ziDU~,SAstre (SAsane) mANgalye ca,शास्त्रे (शासने) माङ्गल्ये च,51,enumerated_glosses,2,SAsane; mANgalye,Two descriptions: instruction and auspicious action. Shasana explains shastra here; the parenthesis is not a third sense.,,MR02,,"[{""filename"": ""dhatu-mA37.html"", ""url"": ""https://sanskrit.uohyd.ac.in/scl/dhaatupaatha/files/mA37.html"", ""accessed_utc"": ""2026-09-12T14:06:56.316103+00:00"", ""sha256"": ""d38a4a90eff00c1474e93419275eee8f4030ac9dc50b4ce0603c82e40e42d2e7"", ""bytes"": 7779}]",01.0050,not_flagged_by_exact_citation_check,01.0050,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0051,1,KAdf~,BakzaRe,भक्षणे,52,single_gloss,1,BakzaRe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0051,not_flagged_by_exact_citation_check,01.0051,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0052,1,Kada~,sTErye hiMsAyAM BakzaRe ca,स्थैर्ये हिंसायां भक्षणे च,53,enumerated_glosses,3,sTErye; hiMsAyAM; BakzaRe,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0052,not_flagged_by_exact_citation_check,01.0052,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0053,1,bada~,sTErye,स्थैर्ये,54,single_gloss,1,sTErye,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0053,not_flagged_by_exact_citation_check,01.0053,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0054,1,gada~,vyaktAyAM vAci,व्यक्तायां वाचि,55,single_gloss,1,vyaktAyAM vAci,"A qualified phrase, not one meaning per word.",,,,[],01.0054,not_flagged_by_exact_citation_check,01.0054,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0055,1,rada~,vileKane,विलेखने,56,single_gloss,1,vileKane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0055,not_flagged_by_exact_citation_check,01.0055,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0056,1,Rada~,avyakte Sabde,अव्यक्ते शब्दे,57,single_gloss,1,avyakte Sabde,"A qualified phrase, not one meaning per word.",,,,[],01.0056,retain_distinct_meanings,01.0056,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR18
01.0057,1,arda~,gatO yAcane ca,गतौ याचने च,58,enumerated_glosses,2,gatO; yAcane,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0057,not_flagged_by_exact_citation_check,01.0057,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
