assertion_id,source_file,source_line,test_function,governing_rule,input_form_slp1,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,assertion_status,test_status
2dcb2783a064c231b738,kashika_4_2.rs,347,sutra_4_2_86,4.2.86,maDu,matup,maDumat,1,positive,active_test
d5a74e8d9dc6bccef955,kashika_4_2.rs,348,sutra_4_2_86,4.2.86,bisa,matup,bisavat,1,positive,active_test
a847635844a363547399,kashika_4_2.rs,354,sutra_4_2_87,4.2.87,kumuda,qmatup,kumudvat,1,positive,ignored_test
627511ea04a33f077329,kashika_4_2.rs,355,sutra_4_2_87,4.2.87,naqa,qmatup,maqvat,1,positive,ignored_test
41bda699fe84aa2456e6,kashika_4_2.rs,356,sutra_4_2_87,4.2.87,vetasa,qmatup,vetasvat,1,positive,ignored_test
10c723172e34fb386247,kashika_4_2.rs,366,sutra_4_2_92,4.2.92,rAzwra,Ga,rAzwriya,1,positive,ignored_test
fc32fbaae584f5a18680,kashika_4_2.rs,367,sutra_4_2_92,4.2.92,avArapAra,Ka,avArapArIRa,1,positive,ignored_test
ebbc6292b4c59249a977,kashika_4_2.rs,369,sutra_4_2_92,4.2.92,cakzus,aR,cAkzuza,1,positive,ignored_test
0d478f04f7d111c211a6,kashika_4_2.rs,370,sutra_4_2_92,4.2.92,SravaRa,aR,SrAvaRa,1,positive,ignored_test
15c5d5ed947c20f52d5a,kashika_4_2.rs,371,sutra_4_2_92,4.2.92,dfzad,aR,dArzada,1,positive,ignored_test
9f97628e4c215340302c,kashika_4_2.rs,372,sutra_4_2_92,4.2.92,ulUkala,aR,OlUKala,1,positive,ignored_test
25ef38232c247e465d71,kashika_4_2.rs,373,sutra_4_2_92,4.2.92,aSva,aR,ASva,1,positive,ignored_test
23af805328c7c043459f,kashika_4_2.rs,374,sutra_4_2_92,4.2.92,catur,aR,cAtura,1,positive,ignored_test
db1213a16b1c4efe4209,kashika_4_2.rs,375,sutra_4_2_92,4.2.92,caturdaSI,aR,cAturdaSa,1,positive,ignored_test
7df8cb8dfff3259e6888,kashika_4_2.rs,380,sutra_4_2_93,4.2.93,rAzwra,Ga,rAzwriya,1,positive,active_test
968e333e68a1a307ac2b,kashika_4_2.rs,381,sutra_4_2_93,4.2.93,avArapAra,Ka,avArapArIRa,1,positive,active_test
a71d7bc4c92cbe78b6e6,kashika_4_2.rs,386,sutra_4_2_93_v1,4.2.93,avAra,Ka,avArIRa,1,positive,active_test
66170e31c8bac6906b48,kashika_4_2.rs,387,sutra_4_2_93_v1,4.2.93,pAra,Ka,pArIRa,1,positive,active_test
2b144181bc9e3e18bfa5,kashika_4_2.rs,388,sutra_4_2_93_v1,4.2.93,pArAvara,Ka,pArAvarIRa,1,positive,active_test
4bc031a41335b3f04bbc,kashika_4_2.rs,393,sutra_4_2_94,4.2.94,grAma,ya,grAmya,1,positive,active_test
0968a1049c80516e5681,kashika_4_2.rs,394,sutra_4_2_94,4.2.94,grAma,KaY,grAmIRa,1,positive,active_test
5284194a69aa66534977,kashika_4_2.rs,399,sutra_4_2_95,4.2.95,katri,QakaY,kAtreyaka,1,positive,active_test
34988c30fe1f5cdeb7c9,kashika_4_2.rs,400,sutra_4_2_95,4.2.95,umBi,QakaY,OmBeyaka,1,positive,active_test
2778594ee10f05dc57d4,kashika_4_2.rs,405,sutra_4_2_97,4.2.97,nadI,Qak,nAdeya,1,positive,active_test
e763f10803d47bb6b8b6,kashika_4_2.rs,406,sutra_4_2_97,4.2.97,mahI,Qak,mAheya,1,positive,active_test
81791f3b8cc06eb16a3a,kashika_4_2.rs,411,sutra_4_2_98,4.2.98,dakziRA,tyak,dAkziRAtya,1,positive,active_test
0585156f2e8bee2f41a7,kashika_4_2.rs,412,sutra_4_2_98,4.2.98,paScAt,tyak,pAScAttya,1,positive,active_test
508234f696969bb28c66,kashika_4_2.rs,413,sutra_4_2_98,4.2.98,puras,tyak,pOrastya,1,positive,active_test
3172ba93349b38b6fa49,kashika_4_2.rs,418,sutra_4_2_99,4.2.99,kApiSI,zPak,kApiSAyana,1,positive,active_test
003330086c09a6eeb34d,kashika_4_2.rs,424,sutra_4_2_100,4.2.100,raNku,zPak,rANkavAyaRa,1,positive,active_test
00d5dba62949150948ad,kashika_4_2.rs,425,sutra_4_2_100,4.2.100,raNku,aR,rANkava,1,positive,active_test
c925e4ca264368b9f773,kashika_4_2.rs,431,sutra_4_2_101,4.2.101,dyu,yat,divya,1,positive,ignored_test
31b2f50585affb95065a,kashika_4_2.rs,432,sutra_4_2_101,4.2.101,prAc,yat,prAcya,1,positive,ignored_test
1767162594b65751c514,kashika_4_2.rs,433,sutra_4_2_101,4.2.101,apAc,yat,apAcya,1,positive,ignored_test
cff9dbbb33eee1659852,kashika_4_2.rs,434,sutra_4_2_101,4.2.101,udac,yat,udIcya,1,positive,ignored_test
c8a5bd53315c5e591b21,kashika_4_2.rs,435,sutra_4_2_101,4.2.101,pratyac,yat,pratIcya,1,positive,ignored_test
b711df56d695f30159e8,kashika_4_2.rs,440,sutra_4_2_102,4.2.102,kanTA,Wak,kAnTika,1,positive,active_test
b0b2775e6f21fec20371,kashika_4_2.rs,445,sutra_4_2_103,4.2.103,kanTA,vuk,kAnTaka,1,positive,active_test
097d06521376ed0e54f1,kashika_4_2.rs,450,sutra_4_2_105,4.2.105,Ezamas,tyap,Ezamastya,1,positive,active_test
782616b4fe637c7887c3,kashika_4_2.rs,451,sutra_4_2_105,4.2.105,hyas,tyap,hyastya,1,positive,active_test
e6447d89ceec3ddb33a5,kashika_4_2.rs,452,sutra_4_2_105,4.2.105,Svas,tyap,Svastya,1,positive,active_test
21eb03d2789609c93d6b,kashika_4_2.rs,467,sutra_4_2_114,4.2.114,gArgya,Ca,gArgIya,1,positive,ignored_test
513206208048dc6d5e15,kashika_4_2.rs,468,sutra_4_2_114,4.2.114,vAtsa,Ca,vAtsIya,1,positive,ignored_test
34aea2748b13ddeb115f,kashika_4_2.rs,469,sutra_4_2_114,4.2.114,SAla,Ca,SAlIya,1,positive,ignored_test
060e7c2aeab49c34b12e,kashika_4_2.rs,470,sutra_4_2_114,4.2.114,mAla,Ca,mAlIya,1,positive,ignored_test
fe04bc045279217ff564,kashika_4_2.rs,476,sutra_4_2_115,4.2.115,Bavat,Wak,BAvatka,1,positive,ignored_test
7bd5364d9387a610c295,kashika_4_2.rs,477,sutra_4_2_115,4.2.115,Bavat,Cas,BavadIya,1,positive,ignored_test
1c1205635c135351de6b,kashika_4_2.rs,478,sutra_4_2_115,4.2.115,Bavat,Ca,,0,negative,ignored_test
fd441ec70198ae90f2a2,kashika_4_4.rs,236,sutra_4_4_34,4.4.34,Sabda,Wak,SAbdika,1,positive,active_test
f67e0e7ba303eee72d02,kashika_4_4.rs,237,sutra_4_4_34,4.4.34,dardura,Wak,dArdurika,1,positive,active_test
6cfd99af1d2d8638d6aa,kashika_4_4.rs,444,sutra_4_4_65,4.4.65,apUpa,Wak,ApUpika,1,positive,active_test
1063ea1d2f1674c3a995,kashika_4_4.rs,445,sutra_4_4_65,4.4.65,Sazkula,Wak,SAzkulika,1,positive,active_test
f02b77cbd122eb38c5c4,kashika_4_4.rs,446,sutra_4_4_65,4.4.65,modaka,Wak,mOdakika,1,positive,active_test
c160458f9b2afda289ea,kashika_4_4.rs,488,sutra_4_4_71,4.4.71,SmaSAna,Wak,SmASAnika,1,positive,active_test
7cca27393b03d688c013,kashika_4_4.rs,489,sutra_4_4_71,4.4.71,catuzpaTa,Wak,cAtuzpaTika,1,positive,active_test
b802902b781b2f2836bd,kashika_4_4.rs,490,sutra_4_4_71,4.4.71,caturdaSa,Wak,cAturdaSika,1,positive,active_test
0be214f1222189612d22,kashika_4_4.rs,491,sutra_4_4_71,4.4.71,amAvAsyA,Wak,AmAvAsyika,1,positive,active_test
ae76928ff73a11d8744c,kashika_4_4.rs,588,sutra_4_4_91,4.4.91,nO,yat,nAvya,1,positive,active_test
7e1094a4fb7df25951a5,kashika_4_4.rs,589,sutra_4_4_91,4.4.91,vayas,yat,vayasya,1,positive,active_test
77020c4720f3aa302adf,kashika_4_4.rs,590,sutra_4_4_91,4.4.91,Darma,yat,Darmya,1,positive,active_test
73480d73a650d035797c,kashika_4_4.rs,591,sutra_4_4_91,4.4.91,viza,yat,vizya,1,positive,active_test
a912047451a373894ac6,kashika_4_4.rs,592,sutra_4_4_91,4.4.91,mUla,yat,mUlya,1,positive,active_test
5e973ff4b552fe8f03fd,kashika_4_4.rs,593,sutra_4_4_91,4.4.91,sItA,yat,sItya,1,positive,active_test
06882f5d3328ede23d28,kashika_4_4.rs,594,sutra_4_4_91,4.4.91,tulA,yat,tulya,1,positive,active_test
f4cce177edc3feb06c86,kashika_4_4.rs,624,sutra_4_4_97,4.4.97,mata,yat,matya,1,positive,active_test
ce7f30ba41d8476fb1c3,kashika_4_4.rs,625,sutra_4_4_97,4.4.97,jana,yat,janya,1,positive,active_test
64d85c389780db17a4e8,kashika_4_4.rs,626,sutra_4_4_97,4.4.97,hala,yat,halya,1,positive,active_test
d27a80604f902cdfc10d,kashika_5_1.rs,24,sutra_5_1_2,5.1.2,SaNku,yat,SaNkavya,1,positive,active_test
6ac9c7b0f09a5751a759,kashika_5_1.rs,25,sutra_5_1_2,5.1.2,picU,yat,picavya,1,positive,active_test
758e755a504a4b13f7ee,kashika_5_1.rs,26,sutra_5_1_2,5.1.2,kamaRqalu,yat,kamaRqalavya,1,positive,active_test
11b753ed6e697eebf028,kashika_5_1.rs,27,sutra_5_1_2,5.1.2,go,yat,gavya,1,positive,active_test
e47b421a5166cb973e80,kashika_5_1.rs,33,sutra_5_1_3,5.1.3,kambala,yat,kambalya,1,positive,active_test
dcf5fe23ab19dccb6df5,kashika_5_1.rs,207,sutra_5_1_22,5.1.22,paYca,kan,paYcaka,1,positive,active_test
66252d80e0e4103b251d,kashika_5_1.rs,208,sutra_5_1_22,5.1.22,bahu,kan,bahuka,1,positive,active_test
7de77a17de971bf27f31,kashika_5_1.rs,209,sutra_5_1_22,5.1.22,gaRa,kan,gaRaka,1,positive,active_test
0a8f4145280babf26037,kashika_5_1.rs,211,sutra_5_1_22,5.1.22,saptati,WaY,sAptatika,1,positive,active_test
6986b5123e3be74f8f43,kashika_5_1.rs,212,sutra_5_1_22,5.1.22,catvAriMSat,WaY,cAtvAriMSatka,1,positive,active_test
fbe79c8e86b6ba7881f2,kashika_5_1.rs,522,sutra_5_1_77_v3,5.1.77,sTalapaTa,aR,sTAlapaTa,1,positive,active_test
8ea05606e85db2411630,kashika_5_1.rs,557,sutra_5_1_105,5.1.105,ftu,aR,Artava,1,positive,active_test
88eaad113ecbc0ea93a3,kashika_5_1.rs,562,sutra_5_1_106,5.1.106,ftu,Gas,ftviya,1,positive,active_test
a068249784f0e1f09af5,kashika_5_1.rs,567,sutra_5_1_119,5.1.119,aSva,tva,aSvatva,1,positive,active_test
4cf96f20492b34b667f7,kashika_5_1.rs,568,sutra_5_1_119,5.1.119,aSva,tal,aSvatA,1,positive,active_test
c61defb5f454d2a2f91a,kashika_5_1.rs,569,sutra_5_1_119,5.1.119,go,tva,gotva,1,positive,active_test
e55be097dc2609d5121d,kashika_5_1.rs,570,sutra_5_1_119,5.1.119,go,tal,gotA,1,positive,active_test
6ed68d4a0df1dd3ed45d,kashika_5_1.rs,575,sutra_5_1_122,5.1.122,pfTu,imanic,praTiman,1,positive,active_test
89addca909c356d9ee01,kashika_5_1.rs,576,sutra_5_1_122,5.1.122,pfTu,aR,pArTava,1,positive,active_test
9d6d62d1d3f13f374b9d,kashika_5_1.rs,577,sutra_5_1_122,5.1.122,mfdu,imanic,mradiman,1,positive,active_test
4113cb31e1601fcbda6b,kashika_5_1.rs,578,sutra_5_1_122,5.1.122,mfdu,aR,mArdava,1,positive,active_test
3ce9a251c8274005ecc7,kashika_5_2.rs,79,sutra_5_2_9,5.2.9,anupada,Ka,anupadIna,1,positive,ignored_test
a362c93c079bffb50ff2,kashika_5_2.rs,80,sutra_5_2_9,5.2.9,sarvAnna,Ka,sarvAnnIna,1,positive,ignored_test
f74b926504adb793f2d9,kashika_5_2.rs,81,sutra_5_2_9,5.2.9,AyAnaya,Ka,AyAnayIna,1,positive,ignored_test
58aa990f8171cf84ef7f,kashika_5_2.rs,151,sutra_5_2_28,5.2.28,vi,SAlac,viSAla,1,positive,active_test
84705780e125f7627919,kashika_5_2.rs,152,sutra_5_2_28,5.2.28,vi,SaNkawac,viSaNkawa,1,positive,active_test
b94fc772df36fded9ecd,kashika_5_2.rs,157,sutra_5_2_29,5.2.29,sam,kawac,saNkawa,1,positive,active_test
4d6470cca8af4961d14e,kashika_5_2.rs,158,sutra_5_2_29,5.2.29,pra,kawac,prakawa,1,positive,active_test
0c5876c3949c0e699cb5,kashika_5_2.rs,159,sutra_5_2_29,5.2.29,ud,kawac,utkawa,1,positive,active_test
b7834df197191714f4f8,kashika_5_2.rs,160,sutra_5_2_29,5.2.29,vi,kawac,vikawa,1,positive,active_test
d05792eade5f507df268,kashika_5_2.rs,165,sutra_5_2_29_v1,5.2.29,alAbU,kawac,alAbUkawa,1,positive,active_test
0789f9c8a9412562d6e8,kashika_5_2.rs,166,sutra_5_2_29_v1,5.2.29,tila,kawac,tilakawa,1,positive,active_test
4438b0cb7989c5a2d1ff,kashika_5_2.rs,171,sutra_5_2_30,5.2.30,ava,kawac,avakawa,1,positive,active_test
f5ccb0c07bfc50a3fd13,kashika_5_2.rs,172,sutra_5_2_30,5.2.30,ava,kuwArac,avakuwAra,1,positive,active_test
1a21c077f211f5a7193a,kashika_5_2.rs,177,sutra_5_2_31,5.2.31,ava,wIwac,avawIwa,1,positive,active_test
b9702e0eb87a4de88425,kashika_5_2.rs,178,sutra_5_2_31,5.2.31,ava,nAwac,avanAwa,1,positive,active_test
34d56d9b5d02c2e767a3,kashika_5_2.rs,179,sutra_5_2_31,5.2.31,ava,Brawac,avaBrawa,1,positive,active_test
1a445a3da494bba0ee81,kashika_5_2.rs,185,sutra_5_2_32,5.2.32,ni,biqac,nibiqa,1,positive,ignored_test
ea7cb7542aa7e8fbe711,kashika_5_2.rs,186,sutra_5_2_32,5.2.32,ni,birIsac,nibirIsa,1,positive,ignored_test
9aeb1ac27ab9d036adf1,kashika_5_2.rs,191,sutra_5_2_33,5.2.33,ni,inac,cikina,1,positive,active_test
bfd84eee1cfe22a445ae,kashika_5_2.rs,192,sutra_5_2_33,5.2.33,ni,piwac,cipiwa,1,positive,active_test
90916106aa8415017698,kashika_5_2.rs,197,sutra_5_2_34,5.2.34,upa,tyakan,upatyaka,1,positive,active_test
e797a254df6b42fb0582,kashika_5_2.rs,198,sutra_5_2_34,5.2.34,aDi,tyakan,aDityaka,1,positive,active_test
a3b4d994412a8731191b,kashika_5_2.rs,203,sutra_5_2_35,5.2.35,karman,aWac,karmaWa,1,positive,active_test
c14d122a2ee2c39c2e09,kashika_5_2.rs,383,sutra_5_2_94,5.2.94,go,matup,gomat,1,positive,active_test
cf34612dd233d41745ff,kashika_5_2.rs,384,sutra_5_2_94,5.2.94,vfkza,matup,vfkzavat,1,positive,active_test
2b002d52ef512ea4c866,kashika_5_2.rs,385,sutra_5_2_94,5.2.94,yava,matup,yavamat,1,positive,active_test
ce317727bec74c756a60,kashika_5_2.rs,386,sutra_5_2_94,5.2.94,plakza,matup,plakzavat,1,positive,active_test
c309f9b5e766659a1ca9,kashika_5_2.rs,391,sutra_5_2_96,5.2.96,cUqA,lac,cUqAla,1,positive,active_test
c4c74776206cb749754e,kashika_5_2.rs,392,sutra_5_2_96,5.2.96,cUqA,matup,cUqAvat,1,positive,active_test
5cb0a20c15d0147beba5,kashika_5_2.rs,394,sutra_5_2_96,5.2.96,hasta,matup,hastavat,1,positive,active_test
2d3b876c72d75c9a6bb6,kashika_5_2.rs,395,sutra_5_2_96,5.2.96,pAda,matup,pAdavat,1,positive,active_test
4c2b758868ab5b0c1fdc,kashika_5_2.rs,417,sutra_5_2_100,5.2.100,loman,Sa,lomaSa,1,positive,active_test
9e229eb082ef7f60d7e3,kashika_5_2.rs,418,sutra_5_2_100,5.2.100,loman,matup,lomavat,1,positive,active_test
6c959ce0d9a8b84c11a5,kashika_5_2.rs,419,sutra_5_2_100,5.2.100,pAman,na,pAmana,1,positive,active_test
e8c323a27f4d3a2e6571,kashika_5_2.rs,420,sutra_5_2_100,5.2.100,pAman,matup,pAmavat,1,positive,active_test
e80dbbc33681e44728fd,kashika_5_2.rs,421,sutra_5_2_100,5.2.100,picCa,ilac,picCila,1,positive,active_test
1d09f0337ce2863b2c59,kashika_5_2.rs,422,sutra_5_2_100,5.2.100,picCa,matup,picCavat,1,positive,active_test
6c005ac1825e29c225a5,kashika_5_2.rs,423,sutra_5_2_100,5.2.100,uras,ilac,urasila,1,positive,active_test
cc9ffa44648ba3895d93,kashika_5_2.rs,424,sutra_5_2_100,5.2.100,uras,matup,urasvat,1,positive,active_test
c4356a86b73e841a7535,kashika_5_2.rs,446,sutra_5_2_121,5.2.121,yaSas,vini,yaSasvin,1,positive,active_test
7927e27910abe80a89f7,kashika_5_2.rs,447,sutra_5_2_121,5.2.121,payas,vini,payasvin,1,positive,active_test
4bb7e9d49a37de338e26,kashika_5_2.rs,448,sutra_5_2_121,5.2.121,mAyA,vini,mAyAvin,1,positive,active_test
fd922617991d0f013e3a,kashika_5_2.rs,449,sutra_5_2_121,5.2.121,meDA,vini,meDAvin,1,positive,active_test
b528d18b5958524c20e6,kashika_5_2.rs,450,sutra_5_2_121,5.2.121,sraj,vini,sragvin,1,positive,active_test
94ddf07cca0d6ca18272,kashika_5_3.rs,15,sutra_5_3_3,5.3.3,idam,ha,iha,1,positive,ignored_test
6eb4f04ccdd2ba4c2b5e,kashika_5_3.rs,21,sutra_5_3_4,5.3.4,idam,rhil,etarhi,1,positive,ignored_test
9b81d5643c3a1fd2f330,kashika_5_3.rs,22,sutra_5_3_4,5.3.4,idam,Tamu,itTam,1,positive,ignored_test
c3d6595f83f5505df46e,kashika_5_3.rs,27,sutra_5_3_5,5.3.5,etad,tasil,atas,1,positive,active_test
3f699dea6d7daa88df42,kashika_5_3.rs,28,sutra_5_3_5,5.3.5,etad,tral,atra,1,positive,active_test
8dd99eb7b0a7156de5b8,kashika_5_3.rs,33,sutra_5_3_6,5.3.6,sarva,dA,sarvadA;sadA,2,positive,active_test
197cad93dceb37319965,kashika_5_3.rs,38,sutra_5_3_7,5.3.7,kim,tasil,kutas,1,positive,active_test
b1f16addea2a0736a786,kashika_5_3.rs,39,sutra_5_3_7,5.3.7,yad,tasil,yatas,1,positive,active_test
41435b8c668a255dc837,kashika_5_3.rs,40,sutra_5_3_7,5.3.7,tad,tasil,tatas,1,positive,active_test
d5d0040129c3a1d46961,kashika_5_3.rs,41,sutra_5_3_7,5.3.7,bahu,tasil,bahutas,1,positive,active_test
3a9b7c85fd2d754ff400,kashika_5_3.rs,46,sutra_5_3_9,5.3.9,pari,tasil,paritas,1,positive,active_test
cef10e42f82ed424d907,kashika_5_3.rs,47,sutra_5_3_9,5.3.9,aBi,tasil,aBitas,1,positive,active_test
98c0a8c4e55b4d4fa7aa,kashika_5_3.rs,52,sutra_5_3_10,5.3.10,kim,tral,kutra,1,positive,active_test
cf7b65d2ca61a1d6e0f3,kashika_5_3.rs,53,sutra_5_3_10,5.3.10,yad,tral,yatra,1,positive,active_test
a681856f67769489bfa4,kashika_5_3.rs,54,sutra_5_3_10,5.3.10,tad,tral,tatra,1,positive,active_test
7384e24a76cec3c2d079,kashika_5_3.rs,55,sutra_5_3_10,5.3.10,bahu,tral,bahutra,1,positive,active_test
78e15552d55f222b7f27,kashika_5_3.rs,57,sutra_5_3_10,5.3.10,idam,tral,,0,negative,active_test
44b43c179cef2dddbf17,kashika_5_3.rs,63,sutra_5_3_11,5.3.11,idam,ha,iha,1,positive,ignored_test
cbdf2406e5402244e180,kashika_5_3.rs,68,sutra_5_3_12,5.3.12,kim,at,kva,1,positive,active_test
1d97604098e178508b1c,kashika_5_3.rs,73,sutra_5_3_13,5.3.13,kim,ha,kuha,1,positive,active_test
52fec8891beef3ff6846,kashika_5_3.rs,78,sutra_5_3_15,5.3.15,sarva,dA,sarvadA;sadA,2,positive,active_test
9ea2bb2b06777b3618bc,kashika_5_3.rs,79,sutra_5_3_15,5.3.15,eka,dA,ekadA,1,positive,active_test
75b08212962184ce9160,kashika_5_3.rs,80,sutra_5_3_15,5.3.15,anya,dA,anyadA,1,positive,active_test
21e2443192ae73b01620,kashika_5_3.rs,81,sutra_5_3_15,5.3.15,kim,dA,kadA,1,positive,active_test
a0af8f056e792cf26c80,kashika_5_3.rs,82,sutra_5_3_15,5.3.15,yad,dA,yadA,1,positive,active_test
841543ffd7869a5fc88e,kashika_5_3.rs,83,sutra_5_3_15,5.3.15,tad,dA,tadA,1,positive,active_test
51f1969c6bd3648af89f,kashika_5_3.rs,84,sutra_5_3_15,5.3.15,idam,dA,,0,negative,active_test
14f8b7777223878602b8,kashika_5_3.rs,89,sutra_5_3_16,5.3.16,idam,rhil,etarhi,1,positive,active_test
cad7d8ecc4e62936d3ea,kashika_5_3.rs,95,sutra_5_3_18,5.3.18,idam,dAnIm,idAnIm,1,positive,ignored_test
88c55ecda47206234e8d,kashika_5_3.rs,100,sutra_5_3_19,5.3.19,tad,dAnIm,tadAnIm,1,positive,active_test
96775dbab6aec543ace1,kashika_5_3.rs,106,sutra_5_3_23,5.3.23,idam,Tamu,itTam,1,positive,ignored_test
5d082864251d6f5837a6,kashika_5_3.rs,111,sutra_5_3_24,5.3.24,kim,Tamu,kaTam,1,positive,active_test
18854e19e026fb79afb7,kashika_5_3.rs,116,sutra_5_3_25,5.3.25,tad,TAl,taTA,1,positive,active_test
b3a809cfba8537102764,kashika_5_3.rs,136,sutra_5_3_42,5.3.42,eka,DA,ekaDA;EkaDyam,2,positive,active_test
587fc343e60c5bf6cb62,kashika_5_3.rs,139,sutra_5_3_42,5.3.42,dvi,DA,dviDA;dvEDam;dveDA,3,positive,active_test
f0250c4d669a91d87e14,kashika_5_3.rs,140,sutra_5_3_42,5.3.42,tri,DA,triDA;trEDam;treDA,3,positive,active_test
242761375144150522eb,kashika_5_3.rs,141,sutra_5_3_42,5.3.42,catur,DA,caturDA,1,positive,active_test
3e83898d3a4f52ea1f0d,kashika_5_3.rs,142,sutra_5_3_42,5.3.42,paYcan,DA,paYcaDA,1,positive,active_test
f2e403eac27c914ed3fe,kashika_5_3.rs,147,sutra_5_3_44,5.3.44,eka,DA,ekaDA;EkaDyam,2,positive,active_test
83d1a6dc91030e900688,kashika_5_3.rs,152,sutra_5_3_45_to_sutra_5_3_56,5.3.45,dvi,DA,dviDA;dvEDam;dveDA,3,positive,active_test
