derived_word_meaning_id,operation_id,krt_source_variant,operation_display,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,semantic_branch_id,semantic_relation,rule_refs,output_forms_slp1,output_variant_count,admission_basis,count_status
5140e43f443f72bb3afd,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0006"", ""meaning-c255753f9f9e""]",01.0006,nADf~\,upatApe,उपतापे (upatāpe),prior_action,the same agent completes the base action before performing another action,3.4.21,nADitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
d684bb5c8867c1a2ed46,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0006"", ""meaning-c458ec648d94""]",01.0006,nADf~\,ASizi,आशिषि (āśiṣi),prior_action,the same agent completes the base action before performing another action,3.4.21,nADitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
f8f6c1eb30fd4ec77e0d,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0007"", ""meaning-8db8a7c441d3""]",01.0007,nATf~\,yAcYAyAm,याच्ञायाम् (yācñāyām),prior_action,the same agent completes the base action before performing another action,3.4.21,nATitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
094a502ad41e0e3ea443,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0007"", ""meaning-ade77b0908ab""]",01.0007,nATf~\,ESvarye,ऐश्वर्ये (aiśvarye),prior_action,the same agent completes the base action before performing another action,3.4.21,nATitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
1244036cbd7bf85c0446,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0007"", ""meaning-c255753f9f9e""]",01.0007,nATf~\,upatApe,उपतापे (upatāpe),prior_action,the same agent completes the base action before performing another action,3.4.21,nATitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
1af0af7aae00b1218af3,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0007"", ""meaning-c458ec648d94""]",01.0007,nATf~\,ASizi,आशिषि (āśiṣi),prior_action,the same agent completes the base action before performing another action,3.4.21,nATitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
b5d3b0c02d1930f241a7,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0008"", ""meaning-bb23f8c5982d""]",01.0008,daDa~\,DAraRe,धारणे (dhāraṇe),prior_action,the same agent completes the base action before performing another action,3.4.21,daDitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
7e2367d4ea01d07f2e0c,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0009"", ""meaning-00323a78b7df""]",01.0009,skudi~\,ApravaRe,आप्रवणे (āpravaṇe),prior_action,the same agent completes the base action before performing another action,3.4.21,skunditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
a0fec4c83381ea0f3ed3,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0010"", ""meaning-7d5e46e1b41d""]",01.0010,Svidi~\,SvEtye,श्वैत्ये (śvaitye),prior_action,the same agent completes the base action before performing another action,3.4.21,SvinditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
2c682dc0cbe1a4a2962b,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0011"", ""meaning-388ca6564d81""]",01.0011,vadi~\,stutO,स्तुतौ (stutau),prior_action,the same agent completes the base action before performing another action,3.4.21,vanditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
64f174e3c38e8f88e526,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0011"", ""meaning-bde5bb7a4809""]",01.0011,vadi~\,aBivAdane,अभिवादने (abhivādane),prior_action,the same agent completes the base action before performing another action,3.4.21,vanditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
1029f9ace9df763521f6,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0012"", ""meaning-361d9b94e80f""]",01.0012,Badi~\,suKe,सुखे (sukhe),prior_action,the same agent completes the base action before performing another action,3.4.21,BanditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
faceb99ca3fbfae8b771,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0012"", ""meaning-de3bcfd0d1d0""]",01.0012,Badi~\,kalyARe,कल्याणे (kalyāṇe),prior_action,the same agent completes the base action before performing another action,3.4.21,BanditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
3627ae44ac521c4850ff,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0013"", ""meaning-388ca6564d81""]",01.0013,madi~\,stutO,स्तुतौ (stutau),prior_action,the same agent completes the base action before performing another action,3.4.21,manditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
9be5089e2bc729e7df59,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0013"", ""meaning-5fa3d59b62c4""]",01.0013,madi~\,gatO,गतौ (gatau),prior_action,the same agent completes the base action before performing another action,3.4.21,manditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
fc6a3851bec036ace432,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0013"", ""meaning-7ba414f5e3c0""]",01.0013,madi~\,kAntO,कान्तौ (kāntau),prior_action,the same agent completes the base action before performing another action,3.4.21,manditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
d0276c2d599b7a0cc6a0,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0013"", ""meaning-a4fa07c9086e""]",01.0013,madi~\,svapne,स्वप्ने (svapne),prior_action,the same agent completes the base action before performing another action,3.4.21,manditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
f5d58e3500e5fd656245,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0013"", ""meaning-e642b12901a6""]",01.0013,madi~\,mode,मोदे (mode),prior_action,the same agent completes the base action before performing another action,3.4.21,manditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
7fc9a938ce4ccd7ab2e2,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0013"", ""meaning-ea0890697a77""]",01.0013,madi~\,made,मदे (made),prior_action,the same agent completes the base action before performing another action,3.4.21,manditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
55c0683d3d5bfaa9f43c,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0014"", ""meaning-84fe2d02b5f1""]",01.0014,spadi~\,kiYciccalane,किञ्चिच्चलने (kiñciccalane),prior_action,the same agent completes the base action before performing another action,3.4.21,spanditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
c98ba8a3ae8460d988af,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0015"", ""meaning-c3ab493c096b""]",01.0015,klidi~\,paridevane,परिदेवने (paridevane),prior_action,the same agent completes the base action before performing another action,3.4.21,klinditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
729dd81c6dbd266ffcce,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0016"", ""meaning-a6f808d0cf60""]",01.0016,muda~\,harze,हर्षे (harṣe),prior_action,the same agent completes the base action before performing another action,3.4.21,moditvA;muditvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
b306015b9e533085e5fc,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0017"", ""meaning-a71280a34aa6""]",01.0017,dada~\,dAne,दाने (dāne),prior_action,the same agent completes the base action before performing another action,3.4.21,daditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
afd12bf27720a7fbd3f7,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0018"", ""meaning-c1e1d650336a""]",01.0018,zvada~\,AsvAdane,आस्वादने (āsvādane),prior_action,the same agent completes the base action before performing another action,3.4.21,svaditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
068e7b313331e4ab387a,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0019"", ""meaning-c1e1d650336a""]",01.0019,svarda~\,AsvAdane,आस्वादने (āsvādane),prior_action,the same agent completes the base action before performing another action,3.4.21,svarditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
b0711a1463962bed1bb3,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0020"", ""meaning-1dbf3e09c297""]",01.0020,urda~\,krIqAyAM,क्रीडायां (krīḍāyāṃ),prior_action,the same agent completes the base action before performing another action,3.4.21,UrditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
0828eabe4a3a4d10baea,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0020"", ""meaning-8b8700ed2466""]",01.0020,urda~\,mAne,माने (māne),prior_action,the same agent completes the base action before performing another action,3.4.21,UrditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
d32923407ee9895a3388,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0020"", ""meaning-c1e1d650336a""]",01.0020,urda~\,AsvAdane,आस्वादने (āsvādane),prior_action,the same agent completes the base action before performing another action,3.4.21,UrditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
57d87017c40cb0c90edd,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0021"", ""meaning-c2219ce22ddf""]",01.0021,kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),prior_action,the same agent completes the base action before performing another action,3.4.21,kUrditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
42bfdcffeba1f9f58ae6,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0022"", ""meaning-c2219ce22ddf""]",01.0022,Kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),prior_action,the same agent completes the base action before performing another action,3.4.21,KUrditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
2067ee04921278438bee,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0023"", ""meaning-c2219ce22ddf""]",01.0023,gurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),prior_action,the same agent completes the base action before performing another action,3.4.21,gUrditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
9ec8e80de6cd96d4877a,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0024"", ""meaning-c2219ce22ddf""]",01.0024,guda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),prior_action,the same agent completes the base action before performing another action,3.4.21,goditvA;guditvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
da95385ea0ebbbad720b,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0025"", ""meaning-dd1adc78b9c7""]",01.0025,zUda~\,kzaraRe,क्षरणे (kṣaraṇe),prior_action,the same agent completes the base action before performing another action,3.4.21,sUditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
6f7f3e8876d4b31b590f,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0026"", ""meaning-f7e0033b3f96""]",01.0026,hrAda~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),prior_action,the same agent completes the base action before performing another action,3.4.21,hrAditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
3dc17f96e592c4dce8fa,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0027"", ""meaning-361d9b94e80f""]",01.0027,hlAdI~\,suKe,सुखे (sukhe),prior_action,the same agent completes the base action before performing another action,3.4.21,hlAditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
62e1a48f2c03ff860c6b,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0027"", ""meaning-f7e0033b3f96""]",01.0027,hlAdI~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),prior_action,the same agent completes the base action before performing another action,3.4.21,hlAditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
ff43e1f3a048a90c0217,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0028"", ""meaning-c1e1d650336a""]",01.0028,svAda~\,AsvAdane,आस्वादने (āsvādane),prior_action,the same agent completes the base action before performing another action,3.4.21,svAditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
bb556f3bc03de3e7195b,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0029"", ""meaning-aefdf1577154""]",01.0029,parda~\,kutsite Sabde,कुत्सिते शब्दे (kutsite śabde),prior_action,the same agent completes the base action before performing another action,3.4.21,parditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
033f52a68abd07b9fb79,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0030"", ""meaning-52a2ffd5acb5""]",01.0030,yatI~\,prayatne,प्रयत्ने (prayatne),prior_action,the same agent completes the base action before performing another action,3.4.21,yatitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
03e74d6f13dba7b733e0,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0031"", ""meaning-730f7e4e2ef8""]",01.0031,yutf~\,BAsane,भासने (bhāsane),prior_action,the same agent completes the base action before performing another action,3.4.21,yotitvA;yutitvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
c63367a948d8e3e402fb,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0032"", ""meaning-730f7e4e2ef8""]",01.0032,jutf~\,BAsane,भासने (bhāsane),prior_action,the same agent completes the base action before performing another action,3.4.21,jotitvA;jutitvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
42570a0ff84368fee913,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0033"", ""meaning-3a332ba259da""]",01.0033,viTf~\,yAcane,याचने (yācane),prior_action,the same agent completes the base action before performing another action,3.4.21,veTitvA;viTitvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
17a08ba8badc855ede0f,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0034"", ""meaning-3a332ba259da""]",01.0034,veTf~\,yAcane,याचने (yācane),prior_action,the same agent completes the base action before performing another action,3.4.21,veTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
e5a6c533e0629aa7d722,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0035"", ""meaning-148cd30ab525""]",01.0035,SraTi~\,SETilye,शैथिल्ये (śaithilye),prior_action,the same agent completes the base action before performing another action,3.4.21,SranTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
05358493ac71971fe31b,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0036"", ""meaning-2fb8a980f690""]",01.0036,graTi~\,kOwilye,कौटिल्ये (kauṭilye),prior_action,the same agent completes the base action before performing another action,3.4.21,granTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
c7d99fc5b556a08b2be4,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0037"", ""meaning-b00073dcdeb8""]",01.0037,katTa~\,SlAGAyAm,श्लाघायाम् (ślāghāyām),prior_action,the same agent completes the base action before performing another action,3.4.21,katTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
cf51e9215615fa4f55d4,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0038"", ""meaning-eab2190db789""]",01.0038,ata~,sAtatyagamane,सातत्यगमने (sātatyagamane),prior_action,the same agent completes the base action before performing another action,3.4.21,atitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
3de49505b0146cd17bea,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0039"", ""meaning-2d1bec3ff990""]",01.0039,citI~,saMjYAne,संज्ञाने (saṃjñāne),prior_action,the same agent completes the base action before performing another action,3.4.21,cetitvA;cititvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
c4659121885940285e71,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0040"", ""meaning-017dbd0718cb""]",01.0040,cyuti~r,Asecane,आसेचने (āsecane),prior_action,the same agent completes the base action before performing another action,3.4.21,cyotitvA;cyutitvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
84db740d4b2efc52d61d,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0041"", ""meaning-017dbd0718cb""]",01.0041,Scuti~r,Asecane,आसेचने (āsecane),prior_action,the same agent completes the base action before performing another action,3.4.21,ScotitvA;ScutitvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
0a385cb7f4e4122aaa99,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0042"", ""meaning-dd1adc78b9c7""]",01.0042,Scyuti~r,kzaraRe,क्षरणे (kṣaraṇe),prior_action,the same agent completes the base action before performing another action,3.4.21,ScyotitvA;ScyutitvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
011cfd156604784e2958,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0043"", ""meaning-730f7e4e2ef8""]",01.0043,jyutf~,BAsane,भासने (bhāsane),prior_action,the same agent completes the base action before performing another action,3.4.21,jyotitvA;jyutitvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
d1c965124bb42242331c,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0044"", ""meaning-3bf7963ee53c""]",01.0044,maTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),prior_action,the same agent completes the base action before performing another action,3.4.21,manTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
31d99e7dbbf4f390ce27,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0044"", ""meaning-8f27214ec2fb""]",01.0044,maTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),prior_action,the same agent completes the base action before performing another action,3.4.21,manTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
ba42fb02c6132ee1a478,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0045"", ""meaning-3bf7963ee53c""]",01.0045,kuTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),prior_action,the same agent completes the base action before performing another action,3.4.21,kunTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
9a6b7db1b288e2914023,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0045"", ""meaning-8f27214ec2fb""]",01.0045,kuTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),prior_action,the same agent completes the base action before performing another action,3.4.21,kunTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
24b5e23ff40cb89d6312,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0046"", ""meaning-3bf7963ee53c""]",01.0046,puTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),prior_action,the same agent completes the base action before performing another action,3.4.21,punTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
3101da22b76a652f8ac0,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0046"", ""meaning-8f27214ec2fb""]",01.0046,puTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),prior_action,the same agent completes the base action before performing another action,3.4.21,punTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
1182e4cf0eddd9e19292,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0047"", ""meaning-3bf7963ee53c""]",01.0047,luTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),prior_action,the same agent completes the base action before performing another action,3.4.21,lunTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
c5186e730c2920cf4984,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0047"", ""meaning-8f27214ec2fb""]",01.0047,luTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),prior_action,the same agent completes the base action before performing another action,3.4.21,lunTitvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
4962d98916b30ba4f6a7,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0048"", ""meaning-a1e0dd32df21""]",01.0048;09.0047,manTa~,viloqane,विलोडने (viloḍane),prior_action,the same agent completes the base action before performing another action,3.4.21,maTitvA;manTitvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
fd09e1531c94383c3603,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0049"", ""meaning-bebe0cdf773e""]",01.0049,ziDa~,gatyAm,गत्याम् (gatyām),prior_action,the same agent completes the base action before performing another action,3.4.21,seDitvA;siDitvA,2,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
1d6e6439feb7e512999f,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0050"", ""meaning-0ceeb40a9d4c""]",01.0050,ziDU~,mANgalye,माङ्गल्ये (māṅgalye),prior_action,the same agent completes the base action before performing another action,3.4.21,seDitvA;siDitvA;sidDvA,3,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
58bf102fe4e7baafb360,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0050"", ""meaning-ab43f9896adb""]",01.0050,ziDU~,SAsane,शासने (śāsane),prior_action,the same agent completes the base action before performing another action,3.4.21,seDitvA;siDitvA;sidDvA,3,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
ef01088257c738a6c713,prior_action_ktva,ktvA,"क्त्वा (ktvā), prior action by the same agent","[""01.0051"", ""meaning-943364736a74""]",01.0051,KAdf~,BakzaRe,भक्षणे (bhakṣaṇe),prior_action,the same agent completes the base action before performing another action,3.4.21,KAditvA,1,source_classified_laukika_avyaya_operation_plus_pinned_engine_output,admitted_research_ledger
