operation_id,display_label,sanadi,relation,rule_refs,source_code,gana,aupadeshika_slp1,source_artha_slp1,engine_status,output_count,output_forms_slp1,eligibility_status,count_status
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0037,BvAdi,katTa~\,SlAGAyAm,generated,1,katTi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0038,BvAdi,ata~,sAtatyagamane,generated,1,Ati,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0039,BvAdi,citI~,saMjYAne,generated,1,ceti,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0040,BvAdi,cyuti~r,Asecane,generated,1,cyoti,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0041,BvAdi,Scuti~r,Asecane,generated,1,Scoti,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0042,BvAdi,Scyuti~r,kzaraRe,generated,1,Scyoti,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0043,BvAdi,jyutf~,BAsane,generated,1,jyoti,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0044,BvAdi,maTi~,hiMsAsaNkleSanayoH,generated,1,manTi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0045,BvAdi,kuTi~,hiMsAsaNkleSanayoH,generated,1,kunTi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0046,BvAdi,puTi~,hiMsAsaNkleSanayoH,generated,1,punTi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0047,BvAdi,luTi~,hiMsAsaNkleSanayoH,generated,1,lunTi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0048,BvAdi,manTa~,viloqane,generated,1,manTi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0049,BvAdi,ziDa~,gatyAm,generated,1,seDi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0050,BvAdi,ziDU~,SAstre (SAsane) mANgalye ca,generated,1,seDi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0051,BvAdi,KAdf~,BakzaRe,generated,1,KAdi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0052,BvAdi,Kada~,sTErye hiMsAyAM BakzaRe ca,generated,1,KAdi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0053,BvAdi,bada~,sTErye,generated,1,bAdi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0054,BvAdi,gada~,vyaktAyAM vAci,generated,1,gAdi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0055,BvAdi,rada~,vileKane,generated,1,rAdi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0056,BvAdi,Rada~,avyakte Sabde,generated,1,nAdi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0057,BvAdi,arda~,gatO yAcane ca,generated,1,ardi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0058,BvAdi,narda~,Sabde,generated,1,nardi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0059,BvAdi,garda~,Sabde,generated,1,gardi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0060,BvAdi,tarda~,hiMsAyAm,generated,1,tardi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0061,BvAdi,karda~,kutsite Sabde,generated,1,kardi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0062,BvAdi,Karda~,dandaSUke (sarpadaMSe),generated,1,Kardi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0063,BvAdi,ati~,banDane,generated,1,anti,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0064,BvAdi,adi~,banDane,generated,1,andi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0065,BvAdi,idi~,paramESvarye,generated,1,indi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0066,BvAdi,bidi~,avayave,generated,1,bindi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0067,BvAdi,Bidi~,avayave,generated,1,Bindi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0068,BvAdi,gaqi~,vadanEkadeSe,generated,1,gaRqi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0069,BvAdi,Ridi~,kutsAyAm,generated,1,nindi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0070,BvAdi,wunadi~,samfdDO,generated,1,nandi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0071,BvAdi,cadi~,AhlAde dIptO ca,generated,1,candi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0072,BvAdi,tradi~,cezwAyAm,generated,1,trandi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0073,BvAdi,kadi~,AhvAne rodane ca,generated,1,kandi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0074,BvAdi,kradi~,AhvAne rodane ca,generated,1,krandi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0075,BvAdi,kladi~,AhvAne rodane ca,generated,1,klandi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0076,BvAdi,klidi~,paridevane,generated,1,klindi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0077,BvAdi,SunDa~,SudDO,generated,1,SunDi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0078,BvAdi,SIkf~\,secane,generated,1,SIki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0079,BvAdi,sIkf~\,secane,generated,1,sIki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0080,BvAdi,lokf~\,darSane,generated,1,loki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0081,BvAdi,Slokf~\,saNGAte,generated,1,Sloki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0082,BvAdi,Srekf~\,gatO,generated,1,Sreki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0083,BvAdi,drekf~\,SabdotsAhayoH,generated,1,dreki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0084,BvAdi,Drekf~\,SabdotsAhayoH,generated,1,Dreki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0085,BvAdi,rekf~\,SaNkAyAm,generated,1,reki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0086,BvAdi,sekf~\,gatO,generated,1,seki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0087,BvAdi,srekf~\,gatO,generated,1,sreki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0088,BvAdi,sraki~\,gatO,generated,1,sraNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0089,BvAdi,Sraki~\,gatO,generated,1,SraNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0090,BvAdi,Slaki~\,gatO,generated,1,SlaNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0091,BvAdi,Saki~\,SaNkAyAm,generated,1,SaNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0092,BvAdi,aki~\,lakzaRe,generated,1,aNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0093,BvAdi,vaki~\,kOwilye,generated,1,vaNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0094,BvAdi,maki~\,maRqane,generated,1,maNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0095,BvAdi,kaka~\,lOlye,generated,1,kAki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0096,BvAdi,kuka~\,AdAne,generated,1,koki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0097,BvAdi,vfka~\,AdAne,generated,1,varki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0098,BvAdi,caka~\,tfptO pratIGAte ca,generated,1,cAki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0099,BvAdi,kaki~\,gatO,generated,1,kaNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0100,BvAdi,vaki~\,gatO,generated,1,vaNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0101,BvAdi,Svaki~\,gatO,generated,1,SvaNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0102,BvAdi,traki~\,gatO,generated,1,traNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0103,BvAdi,QOkf~\,gatO,generated,1,QOki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0104,BvAdi,trOkf~\,gatO,generated,1,trOki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0105,BvAdi,zvazka~\,gatO,generated,1,zvazki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0106,BvAdi,vaska~\,gatO,generated,1,vaski,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0107,BvAdi,maska~\,gatO,generated,1,maski,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0108,BvAdi,wikf~\,gatO,generated,1,weki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0109,BvAdi,wIkf~\,gatO,generated,1,wIki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0110,BvAdi,tikf~\,gatO,generated,1,teki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0111,BvAdi,tIkf~\,gatO,generated,1,tIki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0112,BvAdi,raGi~\,gatO,generated,1,raNGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0113,BvAdi,laGi~\,gatO BojananivfttO ca,generated,1,laNGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0114,BvAdi,zvakka~\,gatO,generated,1,svakki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0115,BvAdi,aGi~\,gatyAkzepe,generated,1,aNGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0116,BvAdi,vaGi~\,gatyAkzepe,generated,1,vaNGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0117,BvAdi,maGi~\,gatyAkzepe gatyAramBe kEtave ca,generated,1,maNGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0118,BvAdi,rAGf~\,sAmarTye,generated,1,rAGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0119,BvAdi,lAGf~\,sAmarTye,generated,1,lAGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0120,BvAdi,drAGf~\,sAmarTye AyAme ca,generated,1,drAGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0121,BvAdi,DrAGf~\,sAmarTye,generated,1,DrAGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0122,BvAdi,SlAGf~\,katTane,generated,1,SlAGi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0123,BvAdi,Pakka~,nIcErgatO,generated,1,Pakki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0124,BvAdi,taka~,hasane,generated,1,tAki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0125,BvAdi,taki~,kfcCrajIvane,generated,1,taNki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0126,BvAdi,bukka~,BazaRe,generated,1,bukki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0127,BvAdi,Suka~,gatO,generated,1,Soki,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0128,BvAdi,kaKa~,hasane,generated,1,kAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0129,BvAdi,oKf~,SozaRAlamarTayoH,generated,1,oKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0130,BvAdi,rAKf~,SozaRAlamarTayoH,generated,1,rAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0131,BvAdi,lAKf~,SozaRAlamarTayoH,generated,1,lAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0132,BvAdi,drAKf~,SozaRAlamarTayoH,generated,1,drAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0133,BvAdi,DrAKf~,SozaRAlamarTayoH,generated,1,DrAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0134,BvAdi,SAKf~,vyAptO,generated,1,SAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0135,BvAdi,SlAKf~,vyAptO,generated,1,SlAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0136,BvAdi,uKa~,gatO,generated,1,oKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0137,BvAdi,uKi~,gatO,generated,1,uNKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0138,BvAdi,vaKa~,gatO,generated,1,vAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0139,BvAdi,vaKi~,gatO,generated,1,vaNKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0140,BvAdi,maKa~,gatO,generated,1,mAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0141,BvAdi,maKi~,gatO,generated,1,maNKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0142,BvAdi,RaKa~,gatO,generated,1,nAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0143,BvAdi,RaKi~,gatO,generated,1,naNKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0144,BvAdi,raKa~,gatO,generated,1,rAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0145,BvAdi,raKi~,gatO,generated,1,raNKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0146,BvAdi,laKa~,gatO,generated,1,lAKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0147,BvAdi,laKi~,gatO,generated,1,laNKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0148,BvAdi,iKa~,gatO,generated,1,eKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0149,BvAdi,iKi~,gatO,generated,1,iNKi,candidate_semantic_review_pending,not_admitted
causative,"णिजन्त (ṇijanta), causative",Ric,cause the base action or state,3.1.26,01.0150,BvAdi,jaBa~,gAtravinAme,generated,1,jABi,candidate_semantic_review_pending,not_admitted
