conditioned_candidate_id,input_form_slp1,semantic_context,semantic_description,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,rule_refs,source_locators,collapsed_duplicate_assertions,input_status,generated_output_forms_slp1,generated_output_variant_count,missing_expected_forms_slp1,additional_unconditioned_engine_forms_slp1,engine_error,verification_status,verified_word_meaning_id
4c32e23c2f5290ea5806,Akarza,TenaCarati,One who walks or eats with this. (4.4.8),zWal,Akarzika,1,4.4.9,kashika_4_4.rs:74,0,source_conditioned_relation_not_independent_nominal_count,Akarzika,1,,,,verified,1383d536043467f5e490
81b5eec38af7ce73e568,Akranda,Hanti,What one kills. (4.4.35),WaY,Akrandika,1,4.4.38,kashika_4_4.rs:272,0,source_conditioned_relation_not_independent_nominal_count,Akrandika,1,,,,verified,9fedcaa0dcbb9d586ae6
7f859861138f1ff981be,Akranda,Hanti,What one kills. (4.4.35),Wak,Akrandika,1,4.4.38,kashika_4_4.rs:271,0,source_conditioned_relation_not_independent_nominal_count,Akrandika,1,,,,verified,02b48bdb47a948dc79af
60143b85b2b41fac1c9c,AmbazWa,Janapada,Country. (4.1.168),YyaN,AmbazWya,1,4.1.171,kashika_4_1.rs:872,0,source_conditioned_relation_not_independent_nominal_count,AmbazWya,1,,,,verified,1b225c5a36de1225a0ed
9b1c59c5e3560bff48f8,AmikzA,TasmaiHitam,One for whom this is good. (5.1.7),Ca,AmikzIya,1,5.1.4,kashika_5_1.rs:40,0,source_conditioned_relation_not_independent_nominal_count,AmikzIya,1,,,,verified,7f08623246a005fddf43
77700a45dd228023367e,AmikzA,TasmaiHitam,One for whom this is good. (5.1.7),yat,Amikzya,1,5.1.4,kashika_5_1.rs:39,0,source_conditioned_relation_not_independent_nominal_count,Amikzya,1,,,,verified,5ecfddc7fd1b5fb2f7de
fbe49bc74519b92b0cef,Amra,TasyaVikara,Modification of this. (4.3.134),mayaw,Amramaya,1,4.3.144,kashika_4_3.rs:477,0,source_conditioned_relation_not_independent_nominal_count,Amramaya,1,,,,verified,64f8dc1ab76c4b30cd25
de8028c60df4c7ed876c,Amragupta,TasyaApatyam,Descendant. (4.1.92),PiY,AmraguptAyani,1,4.1.157,kashika_4_1.rs:788,0,source_conditioned_relation_not_independent_nominal_count,AmraguptAyani,1,,,,verified,4f495936c897e8aae93a
738ed6cdf6f906fe164a,ApaRa,Avakraya,What is taxed. (4.4.50),Wak,ApaRika,1,4.4.50,kashika_4_4.rs:359,0,source_conditioned_relation_not_independent_nominal_count,ApaRika,1,,,,verified,4f52b361165d3b48a2a0
28232eaadd50a1537b58,ApaRa,Niyuktam,Where one is appointed. (4.4.69),Wak,ApaRika,1,4.4.69,kashika_4_4.rs:474,0,source_conditioned_relation_not_independent_nominal_count,ApaRika,1,,,,verified,353eec1e656a2189cb15
75ce017d21a97b9bfbd2,ApaRa,TasyaDharmyam,One who has this custom. (4.4.47),Wak,ApaRika,1,4.4.47,kashika_4_4.rs:334,0,source_conditioned_relation_not_independent_nominal_count,ApaRika,1,,,,verified,85c361e87097b37e53ee
9cb803cabda2ea178c03,Aprapada,Prapnoti,Obtains. (5.2.8),Ka,AprapadIna,1,5.2.8,kashika_5_2.rs:73,0,source_conditioned_relation_not_independent_nominal_count,AprapadIna,1,,,,verified,b1ff28dbca7aec90d363
9c22db3eb9f6a3f32c03,ArdrA,TatraJata,Where this was born. (4.3.25),vun,Ardraka,1,4.3.28,kashika_4_3.rs:110,0,source_conditioned_relation_not_independent_nominal_count,Ardraka,1,,,,verified,22a52d454cb39723277e
a9d1670dd1a5218141a6,AsutI,TadAsyaAstiAsmin,What one has or is in. (5.2.94),valac,AsutIvala,1,5.2.112,kashika_5_2.rs:432,0,source_conditioned_relation_not_independent_nominal_count,AsutIvala,1,,,,verified,e783ed5b3120fdb939a7
84be76bc0c9150a3e571,Atman,TasmaiHitam,One for whom this is good. (5.1.7),Ka,AtmanIna,1,5.1.9,kashika_5_1.rs:99,0,source_conditioned_relation_not_independent_nominal_count,AtmanIna,1,,,,verified,1c6257a9574aa9b35709
d624d087695355e59a5f,AvasaTa,Vasati,Who dwells here. (4.4.73),zWal,AvasaTika,1,4.4.74,kashika_4_4.rs:509,0,source_conditioned_relation_not_independent_nominal_count,AvasaTika,1,,,,verified,5466ed0669f1cab2cd23
e61b7c7c6c1317026fb7,AyuDa,TenaJivati,One who lives with this. (4.4.12),Ca,AyuDIya,1,4.4.14,kashika_4_4.rs:110,0,source_conditioned_relation_not_independent_nominal_count,AyuDIya,1,,,,verified,a978ce1b0ff763000555
1d7811b0c56ad35f5ce8,AyuDa,TenaJivati,One who lives with this. (4.4.12),Wan,AyuDika,1,4.4.14,kashika_4_4.rs:109,0,source_conditioned_relation_not_independent_nominal_count,AyuDika,1,,,,verified,01a846c4dccc651102a7
a6d4ad576f9dfec9c046,BARqAgAra,Niyuktam,Where one is appointed. (4.4.69),Wan,BARqAgArika,1,4.4.70,kashika_4_4.rs:483,0,source_conditioned_relation_not_independent_nominal_count,BARqAgArika,1,,,,verified,4fcab92ccc28e0a1256a
d1a637a937d1c1797f79,BAga,TadAsminVrddhiAyaLabhaSulkaUpada,"In which this is an interest, rent, profit, tax, or bribe. (5.1.47)",Wan,BAgika,1,5.1.49,kashika_5_1.rs:322,0,source_conditioned_relation_not_independent_nominal_count,BAgika,1,,,,verified,d4d01a08fb376bc11358
b868fa2f90e7f2851eef,BAga,TadAsminVrddhiAyaLabhaSulkaUpada,"In which this is an interest, rent, profit, tax, or bribe. (5.1.47)",yat,BAgya,1,5.1.49,kashika_5_1.rs:321,0,source_conditioned_relation_not_independent_nominal_count,BAgya,1,,,,verified,e4268851f6f8ea41d1e8
0da1c380eb6dfde69b7c,BAnu,TasyaApatyam,Descendant. (4.1.92),aR,BAnava,1,4.1.92,kashika_4_1.rs:459,0,source_conditioned_relation_not_independent_nominal_count,BAnava,1,,,,verified,9575c234f957c4a761f9
1fdcecfdaee293e22035,BOriki,TasyaVishayoDeshe,A domain of this. (4.2.52),viDal,BOrikiviDa,1,4.2.54,kashika_4_2.rs:242,0,source_conditioned_relation_not_independent_nominal_count,BOrikiviDa,1,,,,verified,2aa8a9e7d64bd1f0fb2b
4abe1ff0b539ac3e7457,BadradAru,TasyaVikara,Modification of this. (4.3.134),aY,BAdradArava,1,4.3.139,kashika_4_3.rs:457,0,source_conditioned_relation_not_independent_nominal_count,BAdradArava,1,,,,verified,05e3a92cd3e73dd4f4b2
f13148196109c1b4246a,Bakta,TadAsmaiDiyateNiyuktam,To whom this is given rightfully. (4.4.66),Wak,BAktika,1,4.4.68,kashika_4_4.rs:467,0,source_conditioned_relation_not_independent_nominal_count,BAktika,1,,,,verified,4a01e5da4b87b909cdf0
95de3e2e3c86d856184f,Bakta,TadAsmaiDiyateNiyuktam,To whom this is given rightfully. (4.4.66),aR,BAkta,1,4.4.68,kashika_4_4.rs:466,0,source_conditioned_relation_not_independent_nominal_count,BAkta,1,,,,verified,17078c76a5b1b0bb2f36
0c3d30b51873dada5bbc,Bakta,TatraSadhu,Skilled in this. (4.4.98),Ra,BAkta,1,4.4.100,kashika_4_4.rs:646,0,source_conditioned_relation_not_independent_nominal_count,BAkta,1,,,,verified,ac7017e83f36657ec56f
8d6d52b40727b485f185,Barawa,TenaHarati,One who conveys with this. (4.4.15),zWan,Barawika,1,4.4.16,kashika_4_4.rs:122,0,source_conditioned_relation_not_independent_nominal_count,Barawika,1,,,,verified,2baa9ad4d801cb9b3746
8e7ad1c96b4693276230,Barga,Gotra,Patronymic lineage. (4.1.98),PaY,BArgAyaRa,1,4.1.111,kashika_4_1.rs:575,0,source_conditioned_relation_not_independent_nominal_count,BArgAyaRa,1,,,,verified,47a189bbdaf0da58b611
8ba365fa829b49b0ff3c,Barga,Gotra,Patronymic lineage. (4.1.98),iY,BArgi,1,4.1.111,kashika_4_1.rs:576,0,source_conditioned_relation_not_independent_nominal_count,BArgi,1,,,,verified,3597cb0d3d5b5fff7074
070e65aaeea262036cdb,Baruja,IvePratikrtau,,Wak,BArujika,1,5.3.108,kashika_5_3.rs:385,0,source_conditioned_relation_not_independent_nominal_count,BArujika,1,,,,verified,e10c9863d5c2f8205965
4aa25adfb9fba4f9305d,BastrA,TenaHarati,One who conveys with this. (4.4.15),zWan,Bastrika,1,4.4.16,kashika_4_4.rs:121,0,source_conditioned_relation_not_independent_nominal_count,Bastrika,1,,,,verified,491e2a28d667ca24e9d6
362475a05cb3b13efa77,Beda,TadArhati,One deserves this. (5.1.63),Wak,BEdika,1,5.1.64,kashika_5_1.rs:396,0,source_conditioned_relation_not_independent_nominal_count,BEdika,1,,,,verified,7a35a6d9bbc7d3883200
03eb4957bdc5e17b61b3,BikzA,TasyaSamuha,A collection of this. (4.2.37),aR,BEkza,1,4.2.38,kashika_4_2.rs:147,0,source_conditioned_relation_not_independent_nominal_count,BEkza,1,,,,verified,481f82b981eb537dc92f
26492d1dd915223ada8d,BrAtf,TadAsyaAstiAsmin,What one has or is in. (5.2.94),valac,BrAtfvala,1,5.2.112,kashika_5_2.rs:439,0,source_conditioned_relation_not_independent_nominal_count,BrAtfvala,1,,,,verified,b193734d5f3d3b4cd130
1c33632d6cf64f1f7022,BrAtf,TasyaApatyam,Descendant. (4.1.92),Ca,BrAtrIya,1,4.1.144,kashika_4_1.rs:771,0,source_conditioned_relation_not_independent_nominal_count,BrAtrIya,1,,,,verified,3eb5b2b65c314aff22ad
b7fee78fc19ef8dcab9d,BrAtf,TasyaApatyam,Descendant. (4.1.92),vyan,BrAtfvya,1,4.1.145,kashika_4_1.rs:777,0,source_conditioned_relation_not_independent_nominal_count,BrAtfvya,1,,,,verified,89c3f62584e289e4f616
fd8a409a0aa015831322,BrAtf,TasyaApatyam,Descendant. (4.1.92),vyat,BrAtfvya,1,4.1.144,kashika_4_1.rs:772,0,source_conditioned_relation_not_independent_nominal_count,BrAtfvya,1,,,,verified,09e7d29db4b3d80619cd
ec0c22a47e5d40593767,BrAzwa,SamskrtamBhaksha,Food that is prepared with this vessel or medium. (4.2.16),aR,BrAzwa,1,4.2.16,kashika_4_2.rs:29,0,source_conditioned_relation_not_independent_nominal_count,BrAzwa,1,,,,verified,a2173097045da7f9bb5f
c7627c355d3b4f8d1582,BrU,TasyaApatyam,Descendant. (4.1.92),Qak,BrOveya,1,4.1.125,kashika_4_1.rs:666,0,source_conditioned_relation_not_independent_nominal_count,BrUveya,1,BrOveya,BrUveya,,engine_mismatch_not_admitted,
6aeec6baf7218d2324b5,Bramara,TenaKrte,By whom this is made. (4.3.116),aY,BrAmara,1,4.3.119,kashika_4_3.rs:369,0,source_conditioned_relation_not_independent_nominal_count,BrAmara,1,,,,verified,b2ccdd607f8374e5c741
eb4200538eef4517df6c,BuliNgA,Janapada,Country. (4.1.168),iY,BOliNgi,1,4.1.173,kashika_4_1.rs:895,0,source_conditioned_relation_not_independent_nominal_count,BOliNgi,1,,,,verified,77c05fc6f72685c0ef7b
4ed415057b9b88aa550f,Cagala,TasyaApatyam,Descendant. (4.1.92),aR,CAgala,1,4.1.117,kashika_4_1.rs:600,0,source_conditioned_relation_not_independent_nominal_count,CAgala,1,,,,verified,0ef228648bc34bf48ccb
85173ea93ddc24deb940,Cagala,TasyaApatyam,Descendant. (4.1.92),iY,CAgali,1,4.1.117,kashika_4_1.rs:601,0,source_conditioned_relation_not_independent_nominal_count,CAgali,1,,,,verified,6819a3bf16f583cdeb2e
5fa25f93c3a1bb83d2fb,Cagalin,TenaProktam,What is proclaimed by this person. (4.3.101),Qinuk,CAgaleyin,1,4.3.109,kashika_4_3.rs:344,0,source_conditioned_relation_not_independent_nominal_count,CAgaleyin,1,,,,verified,f3e77598086c52599692
ff8f199215313e4b25c7,Candas,Nirmita,Made of this. (4.4.93),yat,Candasya,1,4.4.93,kashika_4_4.rs:608,0,source_conditioned_relation_not_independent_nominal_count,Candasya,1,,,,verified,df8cd65e225b5961c75c
4d29753c6fa93f2388e0,Candas,TadAdhiteTadVeda,What one studies or knows. (4.2.59),aR,CAndasa,1,4.2.59,kashika_4_2.rs:254,0,source_conditioned_relation_not_independent_nominal_count,CAndasa,1,,,,verified,49dbe8f9e416dae9710c
69cf95127000f575dda0,Candoga,TasyaIdam,One who has this. (4.3.120),Yya,CAndogya,1,4.3.129,kashika_4_3.rs:399,0,source_conditioned_relation_not_independent_nominal_count,CAndogya,1,,,,verified,c59cdc08349682e78dc7
ed30b7d3f37c818fb225,Catra,Shilam,One who has this habit. (4.4.61),Ra,CAtra,1,4.4.62,kashika_4_4.rs:439,0,source_conditioned_relation_not_independent_nominal_count,CAtra,1,,,,verified,bd8a95af52c4eab0b540
d504ede2c0304d4c8a23,Ceda,TadArhati,One deserves this. (5.1.63),Wak,CEdika,1,5.1.64,kashika_5_1.rs:395,0,source_conditioned_relation_not_independent_nominal_count,CEdika,1,,,,verified,2dc95cf2081771d1af5f
4e662c9857489d6accaa,DAra,Kutsite,Contempt. (5.3.75),kan,DAraka,1,5.3.75,kashika_5_3.rs:273,0,source_conditioned_relation_not_independent_nominal_count,DAraka,1,,,,verified,27905bd2ad6312dd0375
95272b21c410b72161d7,Dana,Labdha,What one has obtained. (4.4.85),yat,Danya,1,4.4.84,kashika_4_4.rs:557,0,source_conditioned_relation_not_independent_nominal_count,Danya,1,,,,verified,275ce1ac9e8b5f96818f
5f216a2b82e236c2816b,Dana,TatraKama,A desire for which. (5.2.65),kan,Danaka,1,5.2.65,kashika_5_2.rs:343,0,source_conditioned_relation_not_independent_nominal_count,Danaka,1,,,,verified,d110d05583373b03b44e
a838957b915c8a31fc5e,DanurdaRqa,TenaJivati,One who lives with this. (4.4.12),Wak,DAnurdaRqika,1,4.4.12,kashika_4_4.rs:95,0,source_conditioned_relation_not_independent_nominal_count,DAnurdaRqika,1,,,,verified,f85c492d2a8a45c7d0cb
bebcdf4988ca0cc0d7f2,Danus,Praharanam,One who has this weapon. (4.4.57),Wak,DAnuzka,1,4.4.57,kashika_4_4.rs:408,0,source_conditioned_relation_not_independent_nominal_count,DAnuzka,1,,,,verified,c5bb570698245f8d19b4
5843b9489eb3c4a0a287,Darma,Anapeta,Not deviating from this. (4.4.92),yat,Darmya,1,4.4.92,kashika_4_4.rs:600,0,source_conditioned_relation_not_independent_nominal_count,Darmya,1,,,,verified,d317bf749823d7d51cda
7c8b3e11dfe7dc9b048d,Darma,Carati,What one practices. (4.4.41),Wak,DArmika,1,4.4.41,kashika_4_4.rs:291,0,source_conditioned_relation_not_independent_nominal_count,DArmika,1,,,,verified,815e91c33ae4954e6ee6
6f82f4bc74b6dbe32352,Dur,TadVahati,What one bears. (4.4.78),Qak,DOreya,1,4.4.77,kashika_4_4.rs:522,0,source_conditioned_relation_not_independent_nominal_count,DOreya,1,,,,verified,1cbca33d8bf8426d81e3
324f8e759f5875a19a9b,Dur,TadVahati,What one bears. (4.4.78),yat,Durya,1,4.4.77,kashika_4_4.rs:521,0,source_conditioned_relation_not_independent_nominal_count,Durya,1,,,,verified,a221d1d7d53b4c518c13
fff5cac36e1fc494309c,EzukAri,TasyaVishayoDeshe,A domain of this. (4.2.52),Baktal,EzukAriBakta,1,4.2.54,kashika_4_2.rs:245,0,source_conditioned_relation_not_independent_nominal_count,EzukAriBakta,1,,,,verified,e57f9b7cc47d663977e8
8ffaf13c9b0f29dc8ecf,Gawa,AbhutaTadbhava,Becoming what one was not. (5.4.50),cvi,GawI,1,5.4.50,kashika_5_4.rs:156,0,source_conditioned_relation_not_independent_nominal_count,GawI,1,,,,verified,78f390707eca788d8737
30c50be11f8860e9a50c,Gawa,TenaTarati,One who crosses with this. (4.4.5),Wan,Gawika,1,4.4.7,kashika_4_4.rs:60,0,source_conditioned_relation_not_independent_nominal_count,Gawika,1,,,,verified,1e0b5178468071694dd5
044be3a2d77244a76989,JarJara,Shilpam,One who has this art. (4.4.55),Wak,JArJarika,1,4.4.56,kashika_4_4.rs:400,0,source_conditioned_relation_not_independent_nominal_count,JArJarika,1,,,,verified,f8ad3e8a269063998a83
74dcca1de45e5d615bb4,JarJara,Shilpam,One who has this art. (4.4.55),aR,JArJara,1,4.4.56,kashika_4_4.rs:399,0,source_conditioned_relation_not_independent_nominal_count,JArJara,1,,,,verified,f48035fe25d73968dcba
923f92933344c3954c91,KArI,SambhavatiAharatiPacati,"What is capable of this, or holds this, or cooks this. (5.152)",Ikan,KArIka,1,5.1.52,kashika_5_1.rs:355,0,source_conditioned_relation_not_independent_nominal_count,KArIka,1,,,,verified,b39692473e0c3697e330
e9152b23fcbe21cab721,KArI,TasyaVapa,Sown with this. (5.1.45),Ikan,KArIka,1,5.1.45,kashika_5_1.rs:297,0,source_conditioned_relation_not_independent_nominal_count,KArIka,1,,,,verified,d7e7442ddad5be55825c
674cbf080dcad3782f46,KaRqikA,TasyaSamuha,A collection of this. (4.2.37),aY,KARqika,1,4.2.45,kashika_4_2.rs:196,0,source_conditioned_relation_not_independent_nominal_count,KARqika,1,,,,verified,61a40f72ebea80dbeffb
45bee4525f91a94fbab1,KaRqika,TenaProktam,What is proclaimed by this person. (4.3.101),CaR,KARqikIya,1,4.3.102,kashika_4_3.rs:320,0,source_conditioned_relation_not_independent_nominal_count,KARqikIya,1,,,,verified,b776486717b1802ece99
34f29520cf024f9d3dc2,Kadira,TasyaVikara,Modification of this. (4.3.134),aR,KAdira,1,4.3.141,kashika_4_3.rs:465,0,source_conditioned_relation_not_independent_nominal_count,KAdira,1,,,,verified,b79e6f2aa229f99cc648
bb4359196e549fd234fa,Kadira,TasyaVikara,Modification of this. (4.3.134),aY,KAdira,1,4.3.141,kashika_4_3.rs:464,0,source_conditioned_relation_not_independent_nominal_count,KAdira,1,,,,verified,284d08973e6321ead318
82c597d97efbf94cf210,Kala,TasmaiHitam,One for whom this is good. (5.1.7),yat,Kalya,1,5.1.7,kashika_5_1.rs:81,0,source_conditioned_relation_not_independent_nominal_count,Kalya,1,,,,verified,60a2c09a970faf610592
ade0aeefa3d1605924f7,Kala,TasyaSamuha,A collection of this. (4.2.37),ya,KalyA,1,4.2.50,kashika_4_2.rs:216,0,source_conditioned_relation_not_independent_nominal_count,KalyA,1,,,,verified,5830c92539cffcac3f3d
dfbfb05632d71c944347,Kara,TenaUpasikte,Sprinkled with. (4.4.26),Wak,KArika,1,4.4.26,kashika_4_4.rs:184,0,source_conditioned_relation_not_independent_nominal_count,KArika,1,,,,verified,667cdbfcb6ce9059a240
737c635a1d90d60ab706,OkTika,TasyaIdam,One who has this. (4.3.120),Yya,OkTikya,1,4.3.129,kashika_4_3.rs:400,0,source_conditioned_relation_not_independent_nominal_count,OkTikya,1,,,,verified,3fb3591cdbed38e851aa
662d26b0313e88e18429,Pena,TadAsyaAstiAsmin,What one has or is in. (5.2.94),ilac,Penila,1,5.2.99,kashika_5_2.rs:410,0,source_conditioned_relation_not_independent_nominal_count,Penila,1,,,,verified,638083b0186045c23f36
32357ec712d0d467f912,Pena,TadAsyaAstiAsmin,What one has or is in. (5.2.94),lac,Penala,1,5.2.99,kashika_5_2.rs:411,0,source_conditioned_relation_not_independent_nominal_count,Penala,1,,,,verified,e3ca6fac20f8a1d789c9
27136b5bbcb3649c9386,Pena,TadAsyaAstiAsmin,What one has or is in. (5.2.94),matup,Penavat,1,5.2.99,kashika_5_2.rs:412,0,source_conditioned_relation_not_independent_nominal_count,Penavat,1,,,,verified,ff3c2156351c3c5e5a4b
f1f67f10f096d0ff4dfb,SAKA,IvePratikrtau,,yat,SAKya,1,5.3.103,kashika_5_3.rs:366,0,source_conditioned_relation_not_independent_nominal_count,SAKya,1,,,,verified,d5800fa29ab329ae9c62
791cd1423571184bc1f0,SAka,TasyaVikara,Modification of this. (4.3.134),mayaw,SAkamaya,1,4.3.144,kashika_4_3.rs:479,0,source_conditioned_relation_not_independent_nominal_count,SAkamaya,1,,,,verified,4700318a8c43937ae788
bd6d7589d0a92a5629fa,SAkala,TatraJata,Where this was born. (4.3.25),WaY,SAkalika,1,4.3.25,kashika_4_3.rs:86,0,source_conditioned_relation_not_independent_nominal_count,SAkalika,1,,,,verified,28be7b8fb13c1f11f24b
52fb8cf8dd0221a64086,SAlAtura,AsyaNivasa,Dwelling. (4.3.89),CaR,SAlAturIya,1,4.3.94,kashika_4_3.rs:305,0,source_conditioned_relation_not_independent_nominal_count,SAlAturIya,1,,,,verified,091dd536de2b50835cda
169cbd41076589da3b95,SAla,TasyaVikara,Modification of this. (4.3.134),mayaw,SAlamaya,1,4.3.144,kashika_4_3.rs:478,0,source_conditioned_relation_not_independent_nominal_count,SAlamaya,1,,,,verified,579396191355983b28a4
10a9803dd685777c3abd,SAli,DhanyanamBhavaneKshetre,"A place of growing, when that place is a field. (5.2.1)",Qak,SAleya,1,5.2.2,kashika_5_2.rs:25,0,source_conditioned_relation_not_independent_nominal_count,SAleya,1,,,,verified,bcc0ae9121a5bd9fe7d6
3d4ad674e7137c62d90e,SIrSacCeda,TadArhati,One deserves this. (5.1.63),Wak,SErSacCedika,1,5.1.65,kashika_5_1.rs:402,0,source_conditioned_relation_not_independent_nominal_count,SErSacCedika,1,,,,verified,5461ab9428fc33452f67
effccd2de047ec60f318,SIrSacCeda,TadArhati,One deserves this. (5.1.63),yat,SIrSacCedya,1,5.1.65,kashika_5_1.rs:403,0,source_conditioned_relation_not_independent_nominal_count,SIrSacCedya,1,,,,verified,5accf5e4f002147d54aa
f8736d2ebb14e2cf0be4,SIta,Karin,Going to work in this manner. (5.2.72),kan,SItaka,1,5.2.72,kashika_5_2.rs:372,0,source_conditioned_relation_not_independent_nominal_count,SItaka,1,,,,verified,562b09e64d4b86aa1ae4
48d8c1bca7abe88c12b7,SUdra,Kutsite,Contempt. (5.3.75),kan,SUdraka,1,5.3.75,kashika_5_3.rs:272,0,source_conditioned_relation_not_independent_nominal_count,SUdraka,1,,,,verified,933e4e2a54ba5773d3fd
eeeae5e13c5ccec4afcd,SUla,SamskrtamBhaksha,Food that is prepared with this vessel or medium. (4.2.16),yat,SUlya,1,4.2.17,kashika_4_2.rs:36,0,source_conditioned_relation_not_independent_nominal_count,SUlya,1,,,,verified,b90f99779d9a7102cebe
569643d90209af5a3ccb,SUrpa,TenaKritam,What is bought with this. (5.1.37),WaY,SOrpika,1,5.1.26,kashika_5_1.rs:233,0,source_conditioned_relation_not_independent_nominal_count,SOrpika,1,,,,verified,3c57489ab37af5a71306
cf7090de1b3eaefac1f9,SUrpa,TenaKritam,What is bought with this. (5.1.37),aY,SOrpa,1,5.1.26,kashika_5_1.rs:232,0,source_conditioned_relation_not_independent_nominal_count,SOrpa,1,,,,verified,3b800370c7ef3185a515
07f339a1af0feff9971d,SaNkupaTa,Ahrtam,What is conveyed by that way. (5.1.77),WaY,SANkupaTika,1,5.1.77,kashika_5_1.rs:517,0,source_conditioned_relation_not_independent_nominal_count,SANkupaTika,1,,,,verified,e329706095c49578a38d
1a91ca709380f772824f,SaNkupaTa,Gacchati,Who goes. (5.1.75),WaY,SANkupaTika,1,5.1.77,kashika_5_1.rs:516,0,source_conditioned_relation_not_independent_nominal_count,SANkupaTika,1,,,,verified,1e7929ca054ab3ea81df
f9d009a503a066f8877b,SaPara,Hanti,What one kills. (4.4.35),Wak,SAParika,1,4.4.35,kashika_4_4.rs:248,0,source_conditioned_relation_not_independent_nominal_count,SAParika,1,,,,verified,2ad8ffad8ee1af4e45ef
ad1e4ab9b13a073037cb,SaRqika,AsyaNivasa,Dwelling. (4.3.89),Yya,SARqikya,1,4.3.92,kashika_4_3.rs:290,0,source_conditioned_relation_not_independent_nominal_count,SARqikya,1,,,,verified,879bfa93bfcb9aea9201
a5b9b1241eecdb721a00,Sakala,TenaRaktam,One dyed by this. (4.2.1),Wak,SAkalika,1,4.2.2,kashika_4_2.rs:23,0,source_conditioned_relation_not_independent_nominal_count,SAkalika,1,,,,verified,a258a1763acc79c4ecc7
5c3b0a53edbd273aba30,SakawA,TenaCarati,One who walks or eats with this. (4.4.8),Wak,SAkawika,1,4.4.8,kashika_4_4.rs:68,0,source_conditioned_relation_not_independent_nominal_count,SAkawika,1,,,,verified,73840b0bf49abafa6532
e0ba17b7cd795b600557,Sakawa,TadVahati,What one bears. (4.4.78),aR,SAkawa,1,4.4.80,kashika_4_4.rs:534,0,source_conditioned_relation_not_independent_nominal_count,SAkawa,1,,,,verified,fc51f7eae6d5854ebc30
e065c066a7ffaa213c16,Sakti,Praharanam,One who has this weapon. (4.4.57),Ikak,SAktIka,1,4.4.59,kashika_4_4.rs:419,0,source_conditioned_relation_not_independent_nominal_count,SAktIka,1,,,,verified,ed21be871b9a8429464b
0ff61b971246357e1aeb,Sakuli,Hanti,What one kills. (4.4.35),Wak,SAkulika,1,4.4.35,kashika_4_4.rs:249,0,source_conditioned_relation_not_independent_nominal_count,SAkulika,1,,,,verified,24b3d29d9ffee87e69a5
