sample_id,display,source_file,source_word_meaning_id,stem_slp1,constructor,linga,relation_id,relation_display,plain_function,number_id,number_display,generated_forms_slp1,output_variant_count,generation_status,derivation_paths_json
kartr,"कर्ता (kartā), doer",krdanta_ledger.csv,ebf3acad8cac4eb32dea,kartf,basic,Pum,saptami,सप्तमी,"the location, setting, or topic",eka,एकम्,kartari,1,locally_regenerated,"[{""form_slp1"": ""kartari"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""kartf""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""kartf"", ""Ni""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.8"", ""result"": [""kartf"", ""Ni""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""kartf"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""kartf"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.18"", ""result"": [""kartf"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""kartf"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.3.110"", ""result"": [""kartar"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""kartar"", ""i""]}]}]"
kartr,"कर्ता (kartā), doer",krdanta_ledger.csv,ebf3acad8cac4eb32dea,kartf,basic,Pum,saptami,सप्तमी,"the location, setting, or topic",dvi,द्वे,kartroH,1,locally_regenerated,"[{""form_slp1"": ""kartroH"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""kartf""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""kartf"", ""os""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""kartf"", ""os""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""kartf"", ""os""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.18"", ""result"": [""kartf"", ""os""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""kartf"", ""os""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.77"", ""result"": [""kartr"", ""os""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.2.66"", ""result"": [""kartr"", ""oru~""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.2"", ""result"": [""kartr"", ""or""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.3.15"", ""result"": [""kartr"", ""oH""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""kartr"", ""oH""]}]}]"
kartr,"कर्ता (kartā), doer",krdanta_ledger.csv,ebf3acad8cac4eb32dea,kartf,basic,Pum,saptami,सप्तमी,"the location, setting, or topic",bahu,बहूनि,kartfzu,1,locally_regenerated,"[{""form_slp1"": ""kartfzu"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""kartf""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""kartf"", ""sup""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.3"", ""result"": [""kartf"", ""sup""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""kartf"", ""su""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""kartf"", ""su""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.17"", ""result"": [""kartf"", ""su""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""kartf"", ""su""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.3.59"", ""result"": [""kartf"", ""zu""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""kartf"", ""zu""]}]}]"
kartr,"कर्ता (kartā), doer",krdanta_ledger.csv,ebf3acad8cac4eb32dea,kartf,basic,Pum,sambodhana,सम्बोधनम्,direct address,eka,एकम्,kartaH,1,locally_regenerated,"[{""form_slp1"": ""kartaH"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""kartf""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""kartf"", ""su~""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.2"", ""result"": [""kartf"", ""su~""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""kartf"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""2.3.48"", ""result"": [""kartf"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""2.3.49"", ""result"": [""kartf"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.1.43"", ""result"": [""kartf"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""2.3.48"", ""result"": [""kartf"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""2.3.49"", ""result"": [""kartf"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.1.43"", ""result"": [""kartf"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""kartf"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""kartf"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.3.110"", ""result"": [""kartar"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.68"", ""result"": [""kartar"", """"]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.3.15"", ""result"": [""kartaH"", """"]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""kartaH"", """"]}]}]"
kartr,"कर्ता (kartā), doer",krdanta_ledger.csv,ebf3acad8cac4eb32dea,kartf,basic,Pum,sambodhana,सम्बोधनम्,direct address,dvi,द्वे,kartarO,1,locally_regenerated,"[{""form_slp1"": ""kartarO"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""kartf""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""kartf"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""2.3.48"", ""result"": [""kartf"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.1.43"", ""result"": [""kartf"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""2.3.48"", ""result"": [""kartf"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.1.43"", ""result"": [""kartf"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""kartf"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""kartf"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.3.110"", ""result"": [""kartar"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""kartar"", ""O""]}]}]"
kartr,"कर्ता (kartā), doer",krdanta_ledger.csv,ebf3acad8cac4eb32dea,kartf,basic,Pum,sambodhana,सम्बोधनम्,direct address,bahu,बहूनि,kartaraH,1,locally_regenerated,"[{""form_slp1"": ""kartaraH"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""kartf""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""kartf"", ""jas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""kartf"", ""jas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.7"", ""result"": [""kartf"", ""jas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""kartf"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""2.3.48"", ""result"": [""kartf"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.1.43"", ""result"": [""kartf"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""2.3.48"", ""result"": [""kartf"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.1.43"", ""result"": [""kartf"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""kartf"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""kartf"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.3.110"", ""result"": [""kartar"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.2.66"", ""result"": [""kartar"", ""aru~""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.2"", ""result"": [""kartar"", ""ar""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.3.15"", ""result"": [""kartar"", ""aH""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""kartar"", ""aH""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,prathama,प्रथमा,naming or identifying the participant,eka,एकम्,mitratvam,1,locally_regenerated,"[{""form_slp1"": ""mitratvam"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""su~""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.2"", ""result"": [""mitratva"", ""su~""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""s""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.24"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.18"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.107"", ""result"": [""mitratva"", ""m""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratva"", ""m""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,prathama,प्रथमा,naming or identifying the participant,dvi,द्वे,mitratve,1,locally_regenerated,"[{""form_slp1"": ""mitratve"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.19"", ""result"": [""mitratva"", ""SI""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.8"", ""result"": [""mitratva"", ""SI""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.18"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""vArttikAH"", ""rule"": ""6.4.148.1"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.104"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.87"", ""result"": [""mitratv"", ""e""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratv"", ""e""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,prathama,प्रथमा,naming or identifying the participant,bahu,बहूनि,mitratvAni,1,locally_regenerated,"[{""form_slp1"": ""mitratvAni"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""jas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""mitratva"", ""jas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.7"", ""result"": [""mitratva"", ""jas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.20"", ""result"": [""mitratva"", ""Si""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.8"", ""result"": [""mitratva"", ""Si""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.1.42"", ""result"": [""mitratva"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.72"", ""result"": [""mitratvan"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.4.8"", ""result"": [""mitratvAn"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratvAn"", ""i""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,dvitiya,द्वितीया,"the object, extent, or destination",eka,एकम्,mitratvam,1,locally_regenerated,"[{""form_slp1"": ""mitratvam"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.24"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.18"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""am""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.107"", ""result"": [""mitratva"", ""m""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratva"", ""m""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,dvitiya,द्वितीया,"the object, extent, or destination",dvi,द्वे,mitratve,1,locally_regenerated,"[{""form_slp1"": ""mitratve"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""Ow""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.3"", ""result"": [""mitratva"", ""Ow""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""O""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.19"", ""result"": [""mitratva"", ""SI""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.8"", ""result"": [""mitratva"", ""SI""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.18"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""vArttikAH"", ""rule"": ""6.4.148.1"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.104"", ""result"": [""mitratva"", ""I""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.87"", ""result"": [""mitratv"", ""e""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratv"", ""e""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,dvitiya,द्वितीया,"the object, extent, or destination",bahu,बहूनि,mitratvAni,1,locally_regenerated,"[{""form_slp1"": ""mitratvAni"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""Sas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""mitratva"", ""Sas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.8"", ""result"": [""mitratva"", ""Sas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""as""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.20"", ""result"": [""mitratva"", ""Si""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.8"", ""result"": [""mitratva"", ""Si""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.1.42"", ""result"": [""mitratva"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.72"", ""result"": [""mitratvan"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.4.8"", ""result"": [""mitratvAn"", ""i""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratvAn"", ""i""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,trtiya,तृतीया,"the means, instrument, or accompaniment",eka,एकम्,mitratvena,1,locally_regenerated,"[{""form_slp1"": ""mitratvena"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""wA""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.7"", ""result"": [""mitratva"", ""wA""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""A""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""A""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.12"", ""result"": [""mitratva"", ""ina""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.18"", ""result"": [""mitratva"", ""ina""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""ina""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.87"", ""result"": [""mitratv"", ""ena""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratv"", ""ena""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,trtiya,तृतीया,"the means, instrument, or accompaniment",dvi,द्वे,mitratvAByAm,1,locally_regenerated,"[{""form_slp1"": ""mitratvAByAm"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.17"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.3.102"", ""result"": [""mitratvA"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratvA"", ""ByAm""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,trtiya,तृतीया,"the means, instrument, or accompaniment",bahu,बहूनि,mitratvEH,1,locally_regenerated,"[{""form_slp1"": ""mitratvEH"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""Bis""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""mitratva"", ""Bis""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""Bis""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.9"", ""result"": [""mitratva"", ""Es""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.18"", ""result"": [""mitratva"", ""Es""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""Es""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""6.1.88"", ""result"": [""mitratv"", ""Es""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.2.66"", ""result"": [""mitratv"", ""Eru~""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.2"", ""result"": [""mitratv"", ""Er""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.3.15"", ""result"": [""mitratv"", ""EH""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratv"", ""EH""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,caturthi,चतुर्थी,"the recipient, beneficiary, or purpose",eka,एकम्,mitratvAya,1,locally_regenerated,"[{""form_slp1"": ""mitratvAya"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""Ne""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.8"", ""result"": [""mitratva"", ""Ne""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.9"", ""result"": [""mitratva"", ""e""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""e""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.1.13"", ""result"": [""mitratva"", ""ya""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.18"", ""result"": [""mitratva"", ""ya""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""ya""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.3.102"", ""result"": [""mitratvA"", ""ya""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratvA"", ""ya""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,caturthi,चतुर्थी,"the recipient, beneficiary, or purpose",dvi,द्वे,mitratvAByAm,1,locally_regenerated,"[{""form_slp1"": ""mitratvAByAm"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.17"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.3.102"", ""result"": [""mitratvA"", ""ByAm""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratvA"", ""ByAm""]}]}]"
mitratva,"मित्रत्वम् (mitratvam), friendship",taddhita_ledger.csv.gz,c4dfd65d6035bf5fd9af,mitratva,basic,Napumsaka,caturthi,चतुर्थी,"the recipient, beneficiary, or purpose",bahu,बहूनि,mitratveByaH,1,locally_regenerated,"[{""form_slp1"": ""mitratveByaH"", ""steps"": [{""rule_source"": ""azwADyAyI"", ""rule"": ""1.2.45"", ""result"": [""mitratva""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""4.1.2"", ""result"": [""mitratva"", ""Byas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.4"", ""result"": [""mitratva"", ""Byas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.13"", ""result"": [""mitratva"", ""Byas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.17"", ""result"": [""mitratva"", ""Byas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.4.14"", ""result"": [""mitratva"", ""Byas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""7.3.103"", ""result"": [""mitratve"", ""Byas""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.2.66"", ""result"": [""mitratve"", ""Byaru~""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""1.3.2"", ""result"": [""mitratve"", ""Byar""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.3.15"", ""result"": [""mitratve"", ""ByaH""]}, {""rule_source"": ""azwADyAyI"", ""rule"": ""8.4.68"", ""result"": [""mitratve"", ""ByaH""]}]}]"
