derived_word_meaning_id,candidate_relation_id,compound_word_meaning_id,compound_type,input_forms_slp1,input_semantic_relation,operation_family,operation_id,source_variant,semantic_context,semantic_branch_id,semantic_relation,rule_refs,derivational_depth,output_forms_slp1,output_variant_count,output_form_class,generation_method,admission_basis,count_status
85c3858065987124150f,cd74abcabad76d16fdba,634ef3bdfa09a259,avyaya_tatpurusha,avfzala,vfzala qualified by the indeclinable naY,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,avfzalatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
725f25b1c38e680412db,5b84b63884d98fdec6fe,634ef3bdfa09a259,avyaya_tatpurusha,avfzala,vfzala qualified by the indeclinable naY,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,avfzalavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
483d9d88001432c47fbc,9315ba9f6ba3c959bef4,634ef3bdfa09a259,avyaya_tatpurusha,avfzala,vfzala qualified by the indeclinable naY,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,avfzalatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
5cd33616e6f393324c87,94ad0a3d4df57bf1da04,634ef3bdfa09a259,avyaya_tatpurusha,avfzala,vfzala qualified by the indeclinable naY,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,avfzalatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
c2ce807da3997e1c0ce9,f4ed9ef8b027a343e2a2,634ef3bdfa09a259,avyaya_tatpurusha,avfzala,vfzala qualified by the indeclinable naY,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,avfzalIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
3d3b46cbf1970c7b46ae,0c3f9f6b1e20a30c7bae,634ef3bdfa09a259,avyaya_tatpurusha,avfzala,vfzala qualified by the indeclinable naY,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,avfzalakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
0aa822e46dfea5791067,b6642bb18e4c487698d4,634ef3bdfa09a259,avyaya_tatpurusha,avfzala,vfzala qualified by the indeclinable naY,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,avfzalIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
a28c12a6de7759dfcd3f,29a46b0e52eeb4c0e46f,634ef3bdfa09a259,avyaya_tatpurusha,avfzala,vfzala qualified by the indeclinable naY,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,avfzalAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
2d48b104446fe16451fa,fa613e9e4e86e52d3292,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvahitatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
e2adf8b5772c693b11e6,441e7cdad0df60c23f7a,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvahitatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
549a87f9810138e12fab,d9b7f3aa458c855e80ce,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,aSvahitavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
dbd08bc01a51f7f7e1fd,af7b8d50d2b33da676a6,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,aSvahitatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
3d61a4b83a1e9b9301ae,755dea4fcd37818bbe18,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,aSvahitatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
897fa01ff5767ea89719,231f628cb35d3ead9f51,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,aSvahitIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
e3b536e0eb20492aa250,8dfd620e947da2e5539c,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,aSvahitakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
f6639f51f91a2ff29473,0d456d648c70fd02a2b8,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,aSvahitIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
889f4b6f1b6e2b0e8e6b,daba85598c3635e7da72,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,aSvahitAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
eb8588eb7c077e1cb073,dedbbab62b01d0fe30b3,1e5790590e79c410,caturthi_tatpurusha,aSvahita,hita for aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,anaSvahita,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
99cd170bdde096a0aefa,1912aa91e6d9914e588e,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvarakzitatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
6625d03b07c7c7777c7b,ba278792e1051150285c,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvarakzitatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
db428031f9134b91fb03,e4fe2a4eab14198ede03,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,aSvarakzitavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
9b515464a045c5b190e7,f9a806d39585252fb098,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,aSvarakzitatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
67ac4004afbf04f6a767,a04f1af3dd8f07f0859c,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,aSvarakzitatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
168adc45d7e4e5871a6f,fcc00eb612bd5d1dcfec,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,aSvarakzitIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
bc46a0a7d1cfb09221ae,decd4c61feea57da958e,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,aSvarakzitakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
56e6121ee4a065e14487,ceba3afc88b320875a7e,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,aSvarakzitIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
748f35a41da3b5155394,9ed83d8c202914fe5c61,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,aSvarakzitAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
85688f18594df85a5714,49cd89c6629aa09ca00e,090b97450caf97f7,caturthi_tatpurusha,aSvarakzita,rakzita for aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,anaSvarakzita,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
46a5005f2324bdb7d774,302d862e6c1220d40717,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvasuKatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
a84a4f582d2a4be043c0,abd2a8f7a4e781abec3c,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvasuKatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
9eaf0a6af9d301e54e3e,78d2195d7450d8e0e99d,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,aSvasuKavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
b0556081bd7ffece2ace,3f162ad1ca7529ac8551,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,aSvasuKatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
be6b9a8f5a40eb32cb62,e5f02f51109528ead8ff,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,aSvasuKatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
1c659c7b7d3cef85dc0f,685309b5d03e289964cb,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,aSvasuKIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
8ae4ab825c4e031ab38d,96c6b3fe1790425e4b33,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,aSvasuKakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
92412f2f983c38f6da67,32707d00f2f290ee368f,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,aSvasuKIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
1631e8e91e2b5c807b4a,ef3178632fbc811e943c,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,aSvasuKAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
8c8e81d21a7e65718eb8,d61a6ec8c33802225c82,45f1426cbbf00ad7,caturthi_tatpurusha,aSvasuKa,suKa for aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,anaSvasuKa,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
ba28f1c21887b23f7f58,8c0fb933b354e9abdcc4,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,brAhmaRArTatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
eb3560482fe670c0bdc3,b16bc87caf296025826d,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,brAhmaRArTatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
ec513ac70154631f64a0,245ebfc73f36ee60bc0c,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,brAhmaRArTavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
d47cbc7cacaedba119bb,fdbd87df61e0dc769939,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,brAhmaRArTatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
2ae7d2a11a59ca75e508,8090eb624cdff0489abe,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,brAhmaRArTatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
44becabfe8f9624ea6cf,d7d394e54ed6a2b36984,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,brAhmaRArTIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
526edf167db2d14ab833,636db6413cd34b36c6de,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,brAhmaRArTakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
ed843c9dbb46ef14ca15,07e70ed6e935bf8e111f,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,brAhmaRArTIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
47012fa15774bd6a559b,67a8a7a983740f623091,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,brAhmaRArTAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
ccdb7b5a8484856c515f,f29d5c36863543f0557a,2071bc4e5cd7fd1c,caturthi_tatpurusha,brAhmaRArTa,arTa for brAhmaRa,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,abrAhmaRArTa,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
558dd29b88a281013452,f837f13e789610935910,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,gohitatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
f43886e857449b6841df,7319164a01861ef21caa,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,gohitatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
76e9694e58961bd7731e,a87152158cda3e09863b,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,gohitavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
6987bda472918aada488,2c57dbb31ce662e68459,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,gohitatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
072fbeba6c847b03d532,84edc6766d7e7902ae16,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,gohitatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
8872a86a9fbf01b7395d,2dbd26917cdb9385de59,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,gohitIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
99066057fe44b1fc38bf,441f24d423cc64441ec4,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,gohitakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
c65d3c6d203072aa041b,f25b1b13defc5a1d7b7e,16edccd0b5ab32e6,caturthi_tatpurusha,gohita,hita for go,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,gohitIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
