derived_word_meaning_id,operation_id,krt_source_variant,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,semantic_branch_id,semantic_relation,construction_condition,rule_refs,output_forms_slp1,output_variant_count,admission_basis,count_status
c724c759baa199fb37b6,vedic_sak_purpose_kamul,kamul,"[""01.0006"", ""meaning-c255753f9f9e""]",01.0006,nADf~\,upatApe,उपतापे (upatāpe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,nA/Dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
ad00f1a1010ceab76f40,vedic_sak_purpose_kamul,kamul,"[""01.0006"", ""meaning-c458ec648d94""]",01.0006,nADf~\,ASizi,आशिषि (āśiṣi),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,nA/Dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
cabd8768dffb465c7463,vedic_sak_purpose_kamul,kamul,"[""01.0007"", ""meaning-8db8a7c441d3""]",01.0007,nATf~\,yAcYAyAm,याच्ञायाम् (yācñāyām),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,nA/Tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
c86b8d7d4abfc2a7187c,vedic_sak_purpose_kamul,kamul,"[""01.0007"", ""meaning-ade77b0908ab""]",01.0007,nATf~\,ESvarye,ऐश्वर्ये (aiśvarye),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,nA/Tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
202315ba6108e23912bb,vedic_sak_purpose_kamul,kamul,"[""01.0007"", ""meaning-c255753f9f9e""]",01.0007,nATf~\,upatApe,उपतापे (upatāpe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,nA/Tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
9eb11d3c0b9ee93fb8d4,vedic_sak_purpose_kamul,kamul,"[""01.0007"", ""meaning-c458ec648d94""]",01.0007,nATf~\,ASizi,आशिषि (āśiṣi),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,nA/Tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
45f439f236f34e37f645,vedic_sak_purpose_kamul,kamul,"[""01.0008"", ""meaning-bb23f8c5982d""]",01.0008,daDa~\,DAraRe,धारणे (dhāraṇe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,da/Dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
83cacfe701a59d1c0ec1,vedic_sak_purpose_kamul,kamul,"[""01.0009"", ""meaning-00323a78b7df""]",01.0009,skudi~\,ApravaRe,आप्रवणे (āpravaṇe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,sku/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
37cd0efa621d40621696,vedic_sak_purpose_kamul,kamul,"[""01.0010"", ""meaning-7d5e46e1b41d""]",01.0010,Svidi~\,SvEtye,श्वैत्ये (śvaitye),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,Svi/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
3e0f940ac0957a9d5d4a,vedic_sak_purpose_kamul,kamul,"[""01.0011"", ""meaning-388ca6564d81""]",01.0011,vadi~\,stutO,स्तुतौ (stutau),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,va/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
4aa15c06c6c383e7c948,vedic_sak_purpose_kamul,kamul,"[""01.0011"", ""meaning-bde5bb7a4809""]",01.0011,vadi~\,aBivAdane,अभिवादने (abhivādane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,va/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
71cf827f5221a6a76bf8,vedic_sak_purpose_kamul,kamul,"[""01.0012"", ""meaning-361d9b94e80f""]",01.0012,Badi~\,suKe,सुखे (sukhe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,Ba/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
984d2a4031ec972713c3,vedic_sak_purpose_kamul,kamul,"[""01.0012"", ""meaning-de3bcfd0d1d0""]",01.0012,Badi~\,kalyARe,कल्याणे (kalyāṇe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,Ba/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
4c92069facd63e937cfb,vedic_sak_purpose_kamul,kamul,"[""01.0013"", ""meaning-388ca6564d81""]",01.0013,madi~\,stutO,स्तुतौ (stutau),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ma/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
acc30e4a705a89ac51c1,vedic_sak_purpose_kamul,kamul,"[""01.0013"", ""meaning-5fa3d59b62c4""]",01.0013,madi~\,gatO,गतौ (gatau),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ma/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
4633ebf500649c72f0aa,vedic_sak_purpose_kamul,kamul,"[""01.0013"", ""meaning-7ba414f5e3c0""]",01.0013,madi~\,kAntO,कान्तौ (kāntau),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ma/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
50d8dc15c7837bc6c648,vedic_sak_purpose_kamul,kamul,"[""01.0013"", ""meaning-a4fa07c9086e""]",01.0013,madi~\,svapne,स्वप्ने (svapne),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ma/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
a8f87154b19803298a5c,vedic_sak_purpose_kamul,kamul,"[""01.0013"", ""meaning-e642b12901a6""]",01.0013,madi~\,mode,मोदे (mode),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ma/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
cccaafe9caafa253780c,vedic_sak_purpose_kamul,kamul,"[""01.0013"", ""meaning-ea0890697a77""]",01.0013,madi~\,made,मदे (made),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ma/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
2cb5c696f7c36c27dd8c,vedic_sak_purpose_kamul,kamul,"[""01.0014"", ""meaning-84fe2d02b5f1""]",01.0014,spadi~\,kiYciccalane,किञ्चिच्चलने (kiñciccalane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,spa/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
6154c6ee82789a7c9023,vedic_sak_purpose_kamul,kamul,"[""01.0015"", ""meaning-c3ab493c096b""]",01.0015,klidi~\,paridevane,परिदेवने (paridevane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,kli/ndam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
05fe1dcfce23aedefeef,vedic_sak_purpose_kamul,kamul,"[""01.0016"", ""meaning-a6f808d0cf60""]",01.0016,muda~\,harze,हर्षे (harṣe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,mu/dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
26157bfb56d96f35349c,vedic_sak_purpose_kamul,kamul,"[""01.0017"", ""meaning-a71280a34aa6""]",01.0017,dada~\,dAne,दाने (dāne),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,da/dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
359e09c4fd2a0e259df2,vedic_sak_purpose_kamul,kamul,"[""01.0018"", ""meaning-c1e1d650336a""]",01.0018,zvada~\,AsvAdane,आस्वादने (āsvādane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,sva/dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
2f2a0a26eaf5b0bfba7b,vedic_sak_purpose_kamul,kamul,"[""01.0019"", ""meaning-c1e1d650336a""]",01.0019,svarda~\,AsvAdane,आस्वादने (āsvādane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,sva/rdam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
2d387c740ee9c38dcb99,vedic_sak_purpose_kamul,kamul,"[""01.0020"", ""meaning-1dbf3e09c297""]",01.0020,urda~\,krIqAyAM,क्रीडायां (krīḍāyāṃ),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,U/rdam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
340416237cdf5ec8267f,vedic_sak_purpose_kamul,kamul,"[""01.0020"", ""meaning-8b8700ed2466""]",01.0020,urda~\,mAne,माने (māne),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,U/rdam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
064b93bc6d38956ef58b,vedic_sak_purpose_kamul,kamul,"[""01.0020"", ""meaning-c1e1d650336a""]",01.0020,urda~\,AsvAdane,आस्वादने (āsvādane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,U/rdam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
c91b10002a3314306b9b,vedic_sak_purpose_kamul,kamul,"[""01.0021"", ""meaning-c2219ce22ddf""]",01.0021,kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,kU/rdam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
8ad1915bd838f53bf2b5,vedic_sak_purpose_kamul,kamul,"[""01.0022"", ""meaning-c2219ce22ddf""]",01.0022,Kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,KU/rdam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
cc8c14bbc069ffe5fb8d,vedic_sak_purpose_kamul,kamul,"[""01.0023"", ""meaning-c2219ce22ddf""]",01.0023,gurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,gU/rdam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
da4875e7e19896fc1f1c,vedic_sak_purpose_kamul,kamul,"[""01.0024"", ""meaning-c2219ce22ddf""]",01.0024,guda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,gu/dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
ebdc93b987e8ef4d6dbb,vedic_sak_purpose_kamul,kamul,"[""01.0025"", ""meaning-dd1adc78b9c7""]",01.0025,zUda~\,kzaraRe,क्षरणे (kṣaraṇe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,sU/dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
8ec155cd0a47934ff75f,vedic_sak_purpose_kamul,kamul,"[""01.0026"", ""meaning-f7e0033b3f96""]",01.0026,hrAda~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,hrA/dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
ba2ee22c27157a275310,vedic_sak_purpose_kamul,kamul,"[""01.0027"", ""meaning-361d9b94e80f""]",01.0027,hlAdI~\,suKe,सुखे (sukhe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,hlA/dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
ed7af2d2aa2d7dbce91e,vedic_sak_purpose_kamul,kamul,"[""01.0027"", ""meaning-f7e0033b3f96""]",01.0027,hlAdI~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,hlA/dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
b5e82091f62dc92db773,vedic_sak_purpose_kamul,kamul,"[""01.0028"", ""meaning-c1e1d650336a""]",01.0028,svAda~\,AsvAdane,आस्वादने (āsvādane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,svA/dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
37f78a77246fa1b20bc4,vedic_sak_purpose_kamul,kamul,"[""01.0029"", ""meaning-aefdf1577154""]",01.0029,parda~\,kutsite Sabde,कुत्सिते शब्दे (kutsite śabde),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,pa/rdam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
0cb3a0f685c1d129d244,vedic_sak_purpose_kamul,kamul,"[""01.0030"", ""meaning-52a2ffd5acb5""]",01.0030,yatI~\,prayatne,प्रयत्ने (prayatne),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ya/tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
25bcefc6a33adca48c47,vedic_sak_purpose_kamul,kamul,"[""01.0031"", ""meaning-730f7e4e2ef8""]",01.0031,yutf~\,BAsane,भासने (bhāsane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,yu/tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
98a204077dc4b96f48ce,vedic_sak_purpose_kamul,kamul,"[""01.0032"", ""meaning-730f7e4e2ef8""]",01.0032,jutf~\,BAsane,भासने (bhāsane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ju/tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
acceacc94ac2e40cbb23,vedic_sak_purpose_kamul,kamul,"[""01.0033"", ""meaning-3a332ba259da""]",01.0033,viTf~\,yAcane,याचने (yācane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,vi/Tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
ed1b5eb82eb5cca8ccac,vedic_sak_purpose_kamul,kamul,"[""01.0034"", ""meaning-3a332ba259da""]",01.0034,veTf~\,yAcane,याचने (yācane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ve/Tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
e2cd707c7a05d8a315e8,vedic_sak_purpose_kamul,kamul,"[""01.0035"", ""meaning-148cd30ab525""]",01.0035,SraTi~\,SETilye,शैथिल्ये (śaithilye),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,Sra/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
0e1dbcc3906013af833d,vedic_sak_purpose_kamul,kamul,"[""01.0036"", ""meaning-2fb8a980f690""]",01.0036,graTi~\,kOwilye,कौटिल्ये (kauṭilye),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,gra/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
08e5829a7428c918c86e,vedic_sak_purpose_kamul,kamul,"[""01.0037"", ""meaning-b00073dcdeb8""]",01.0037,katTa~\,SlAGAyAm,श्लाघायाम् (ślāghāyām),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ka/tTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
18ff6bb773abf78238d7,vedic_sak_purpose_kamul,kamul,"[""01.0038"", ""meaning-eab2190db789""]",01.0038,ata~,sAtatyagamane,सातत्यगमने (sātatyagamane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,a/tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
7e613a95e4af4942e87a,vedic_sak_purpose_kamul,kamul,"[""01.0039"", ""meaning-2d1bec3ff990""]",01.0039,citI~,saMjYAne,संज्ञाने (saṃjñāne),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ci/tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
6ffb980c68a4924c8159,vedic_sak_purpose_kamul,kamul,"[""01.0040"", ""meaning-017dbd0718cb""]",01.0040,cyuti~r,Asecane,आसेचने (āsecane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,cyu/tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
0f044946d109fa7e3e02,vedic_sak_purpose_kamul,kamul,"[""01.0041"", ""meaning-017dbd0718cb""]",01.0041,Scuti~r,Asecane,आसेचने (āsecane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,Scu/tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
d0a7637f70853d4153d7,vedic_sak_purpose_kamul,kamul,"[""01.0042"", ""meaning-dd1adc78b9c7""]",01.0042,Scyuti~r,kzaraRe,क्षरणे (kṣaraṇe),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,Scyu/tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
fe0c0cb1e84c9d4d7977,vedic_sak_purpose_kamul,kamul,"[""01.0043"", ""meaning-730f7e4e2ef8""]",01.0043,jyutf~,BAsane,भासने (bhāsane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,jyu/tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
384b6b530a7be9ccd195,vedic_sak_purpose_kamul,kamul,"[""01.0044"", ""meaning-3bf7963ee53c""]",01.0044,maTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ma/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
7618b29a252402a0f8c9,vedic_sak_purpose_kamul,kamul,"[""01.0044"", ""meaning-8f27214ec2fb""]",01.0044,maTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ma/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
5291f3a9d03bf881f93d,vedic_sak_purpose_kamul,kamul,"[""01.0045"", ""meaning-3bf7963ee53c""]",01.0045,kuTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ku/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
c2d030974a566e217b2c,vedic_sak_purpose_kamul,kamul,"[""01.0045"", ""meaning-8f27214ec2fb""]",01.0045,kuTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ku/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
daf35a9f26af2dc6cc16,vedic_sak_purpose_kamul,kamul,"[""01.0046"", ""meaning-3bf7963ee53c""]",01.0046,puTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,pu/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
b8f1b65a13c157bd32fc,vedic_sak_purpose_kamul,kamul,"[""01.0046"", ""meaning-8f27214ec2fb""]",01.0046,puTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,pu/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
8457a9be462b36815291,vedic_sak_purpose_kamul,kamul,"[""01.0047"", ""meaning-3bf7963ee53c""]",01.0047,luTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,lu/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
e408abc7ab119a560d88,vedic_sak_purpose_kamul,kamul,"[""01.0047"", ""meaning-8f27214ec2fb""]",01.0047,luTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,lu/nTam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
abf5440ac4d93509708c,vedic_sak_purpose_kamul,kamul,"[""01.0048"", ""meaning-a1e0dd32df21""]",01.0048;09.0047,manTa~,viloqane,विलोडने (viloḍane),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,ma/Tam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
da4afe93337d581c835e,vedic_sak_purpose_kamul,kamul,"[""01.0049"", ""meaning-bebe0cdf773e""]",01.0049,ziDa~,gatyAm,गत्याम् (gatyām),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,si/Dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
f08fb3933321917b817f,vedic_sak_purpose_kamul,kamul,"[""01.0050"", ""meaning-0ceeb40a9d4c""]",01.0050,ziDU~,mANgalye,माङ्गल्ये (māṅgalye),purpose_with_sak,"the base action as the purpose complement of sak, to be capable",Vedic domain; sak is the accompanying verb,3.4.12,si/Dam,1,source_condition_plus_chandasi_engine_output,admitted_vaidika_research_ledger
