source_example_id,source_file,source_function,source_line,rule_ref,source_test_status,helper,compound_type,member_forms_slp1,member_count,input_resolution,semantic_template,expected_forms_slp1,expected_variant_count
604af35003168d65,kashika_2_1.rs,sutra_2_1_24,127,2.1.24,active,assert_has_dvitiya_tatpurusha,dvitiya_tatpurusha,grAma;gata,2,literal_members,{b} directed toward or involving {a},grAmagata,1
726f0bbebfc8a00b,kashika_2_1.rs,sutra_2_1_24,128,2.1.24,active,assert_has_dvitiya_tatpurusha,dvitiya_tatpurusha,taraNga;atyasta,2,literal_members,{b} directed toward or involving {a},taraNgAtyasta,1
bdf9da55e5812de1,kashika_2_1.rs,sutra_2_1_24,129,2.1.24,active,assert_has_dvitiya_tatpurusha,dvitiya_tatpurusha,tuhina;atyasta,2,literal_members,{b} directed toward or involving {a},tuhinAtyasta,1
315403dd319ed0c0,kashika_2_1.rs,sutra_2_1_24,130,2.1.24,active,assert_has_dvitiya_tatpurusha,dvitiya_tatpurusha,suKa;prApta,2,literal_members,{b} directed toward or involving {a},suKaprApta,1
ee01d024ae5339a6,kashika_2_1.rs,sutra_2_1_24,131,2.1.24,active,assert_has_dvitiya_tatpurusha,dvitiya_tatpurusha,suKa;Apanna,2,literal_members,{b} directed toward or involving {a},suKApanna,1
f633d0918b5806ba,kashika_2_1.rs,sutra_2_1_24,132,2.1.24,active,assert_has_dvitiya_tatpurusha,dvitiya_tatpurusha,duHKa;Apanna,2,literal_members,{b} directed toward or involving {a},duHKApanna,1
8ce004181518ab99,kashika_2_1.rs,sutra_2_1_25,139,2.1.25,active,assert_has_avyaya_tatpurusha,avyaya_tatpurusha,,0,constructed_or_unresolved_member,{b} qualified by the indeclinable {a},svayanDOta,1
1e4729aede42b3ee,kashika_2_1.rs,sutra_2_1_25,140,2.1.25,active,assert_has_avyaya_tatpurusha,avyaya_tatpurusha,,0,constructed_or_unresolved_member,{b} qualified by the indeclinable {a},svayaMvilIna,1
74206ed15fcf079d,kashika_2_1.rs,sutra_2_1_26,147,2.1.26,active,assert_has_dvitiya_tatpurusha,dvitiya_tatpurusha,,0,constructed_or_unresolved_member,{b} directed toward or involving {a},KawvArUQa,1
f0b8cacc7d4a0fa6,kashika_2_1.rs,sutra_2_1_26,148,2.1.26,active,assert_has_dvitiya_tatpurusha,dvitiya_tatpurusha,,0,constructed_or_unresolved_member,{b} directed toward or involving {a},KawvApluta,1
f64912bb38f97c7b,kashika_2_1.rs,sutra_2_1_27,156,2.1.27,active,assert_has_avyaya_tatpurusha,avyaya_tatpurusha,,0,constructed_or_unresolved_member,{b} qualified by the indeclinable {a},sAmikfta,1
cd045707da7499f2,kashika_2_1.rs,sutra_2_1_27,157,2.1.27,active,assert_has_avyaya_tatpurusha,avyaya_tatpurusha,,0,constructed_or_unresolved_member,{b} qualified by the indeclinable {a},sAmipIta,1
fa50f155e772f814,kashika_2_1.rs,sutra_2_1_27,158,2.1.27,active,assert_has_avyaya_tatpurusha,avyaya_tatpurusha,,0,constructed_or_unresolved_member,{b} qualified by the indeclinable {a},sAmiBukta,1
829df7900f311d9b,kashika_2_1.rs,sutra_2_1_30,163,2.1.30,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,SaNkulA;KaRqa,2,literal_members,"{b} by, with, or through {a}",SaNkulAKaRqa,1
e9baaa9561f645b8,kashika_2_1.rs,sutra_2_1_30,164,2.1.30,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,kiri;kARa,2,literal_members,"{b} by, with, or through {a}",kirikARa,1
88415eb17e099f2c,kashika_2_1.rs,sutra_2_1_30,165,2.1.30,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,DAnya;arTa,2,literal_members,"{b} by, with, or through {a}",DAnyArTa,1
371bd37c5ad4b1d0,kashika_2_1.rs,sutra_2_1_31,170,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,mAsa;pUrva,2,literal_members,"{b} by, with, or through {a}",mAsapUrva,1
f9e687fd4d4abd49,kashika_2_1.rs,sutra_2_1_31,171,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,saMvatsara;pUrva,2,literal_members,"{b} by, with, or through {a}",saMvatsarapUrva,1
615d543ae9d91f53,kashika_2_1.rs,sutra_2_1_31,172,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,mAtf;sadfSa,2,literal_members,"{b} by, with, or through {a}",mAtfsadfSa,1
ecb1781a9a23b807,kashika_2_1.rs,sutra_2_1_31,173,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,pitf;sadfSa,2,literal_members,"{b} by, with, or through {a}",pitfsadfSa,1
9f2b78072fa526bd,kashika_2_1.rs,sutra_2_1_31,174,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,mAtf;sama,2,literal_members,"{b} by, with, or through {a}",mAtfsama,1
7dd88e269e1d92ce,kashika_2_1.rs,sutra_2_1_31,175,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,mASa;Una,2,literal_members,"{b} by, with, or through {a}",mASona,1
212f9355dc1e9409,kashika_2_1.rs,sutra_2_1_31,176,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,kArzApaRa;Una,2,literal_members,"{b} by, with, or through {a}",kArzApaRona,1
3004d1877b39f52a,kashika_2_1.rs,sutra_2_1_31,178,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,asi;kalaha,2,literal_members,"{b} by, with, or through {a}",asikalaha,1
8a55358e88022d36,kashika_2_1.rs,sutra_2_1_31,179,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,vAc;kalaha,2,literal_members,"{b} by, with, or through {a}",vAkkalaha,1
6b6876b8b6312a16,kashika_2_1.rs,sutra_2_1_31,180,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,vAc;nipuRa,2,literal_members,"{b} by, with, or through {a}",vANnipuRa,1
c057d905408cbdae,kashika_2_1.rs,sutra_2_1_31,181,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,AcAra;nipuRa,2,literal_members,"{b} by, with, or through {a}",AcAranipuRa,1
3bc28f84e593a086,kashika_2_1.rs,sutra_2_1_31,182,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,guqa;miSra,2,literal_members,"{b} by, with, or through {a}",guqamiSra,1
3832d7dd3762af08,kashika_2_1.rs,sutra_2_1_31,183,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,tila;miSra,2,literal_members,"{b} by, with, or through {a}",tilamiSra,1
5211d3ecc35879d8,kashika_2_1.rs,sutra_2_1_31,184,2.1.31,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,AcAra;SlakzRa,2,literal_members,"{b} by, with, or through {a}",AcAraSlakzRa,1
8498abeea9ae4ee8,kashika_2_1.rs,sutra_2_1_32,189,2.1.32,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,ahi;hata,2,literal_members,"{b} by, with, or through {a}",ahihata,1
e79de150b3d3dc5e,kashika_2_1.rs,sutra_2_1_32,191,2.1.32,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,,0,constructed_or_unresolved_member,"{b} by, with, or through {a}",naKanirBinna,1
d6e0783faae573ff,kashika_2_1.rs,sutra_2_1_32,192,2.1.32,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,paraSu;Cinna,2,literal_members,"{b} by, with, or through {a}",paraSucCinna,1
88f70a3c28ac3eeb,kashika_2_1.rs,sutra_2_1_33,198,2.1.33,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,,0,constructed_or_unresolved_member,"{b} by, with, or through {a}",kAkapeya,1
897fab702ce7f3a5,kashika_2_1.rs,sutra_2_1_33,201,2.1.33,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,,0,constructed_or_unresolved_member,"{b} by, with, or through {a}",Svalehya,1
d79d86d6fc229f57,kashika_2_1.rs,sutra_2_1_33,204,2.1.33,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,,0,constructed_or_unresolved_member,"{b} by, with, or through {a}",bAzpacCedya,1
811c8a1f8459df2c,kashika_2_1.rs,sutra_2_1_33,207,2.1.33,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,,0,constructed_or_unresolved_member,"{b} by, with, or through {a}",kaRwakasaYceya,1
38121084a3ce3c20,kashika_2_1.rs,sutra_2_1_34,212,2.1.34,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,daDi;odana,2,literal_members,"{b} by, with, or through {a}",daDyodana,1
33172c8b2a8aff94,kashika_2_1.rs,sutra_2_1_34,213,2.1.34,active,assert_has_trtiya_tatpurusha,trtiya_tatpurusha,kzIra;odana,2,literal_members,"{b} by, with, or through {a}",kzIrOdana,1
3f867024766b81c5,kashika_2_1.rs,sutra_2_1_36,218,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,yUpa;dAru,2,literal_members,{b} for {a},yUpadAru,1
99926a27f3f0951b,kashika_2_1.rs,sutra_2_1_36,219,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,kuRqala;hiraRya,2,literal_members,{b} for {a},kuRqalahiraRya,1
27e3e7b577d1027f,kashika_2_1.rs,sutra_2_1_36,220,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,brAhmaRa;arTa,2,literal_members,{b} for {a},brAhmaRArTa,1
d619aff6a813c401,kashika_2_1.rs,sutra_2_1_36,221,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,kubera;bali,2,literal_members,{b} for {a},kuberabali,1
f76cbc8aa4e40d73,kashika_2_1.rs,sutra_2_1_36,222,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,mahArAja;bali,2,literal_members,{b} for {a},mahArAjabali,1
aea3624426247ab7,kashika_2_1.rs,sutra_2_1_36,223,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,go;hita,2,literal_members,{b} for {a},gohita,1
11f06bc152a8fe8c,kashika_2_1.rs,sutra_2_1_36,224,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,aSva;hita,2,literal_members,{b} for {a},aSvahita,1
6bd0059b84537061,kashika_2_1.rs,sutra_2_1_36,225,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,go;suKa,2,literal_members,{b} for {a},gosuKa,1
29101430cc5f6ff4,kashika_2_1.rs,sutra_2_1_36,226,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,aSva;suKa,2,literal_members,{b} for {a},aSvasuKa,1
d5eefc2abf6b3d3b,kashika_2_1.rs,sutra_2_1_36,227,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,go;rakzita,2,literal_members,{b} for {a},gorakzita,1
7b68c0140ac54bd3,kashika_2_1.rs,sutra_2_1_36,228,2.1.36,active,assert_has_caturthi_tatpurusha,caturthi_tatpurusha,aSva;rakzita,2,literal_members,{b} for {a},aSvarakzita,1
fe4cbc67cb26fa77,kashika_2_1.rs,sutra_2_1_37,233,2.1.37,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,vfka;Baya,2,literal_members,{b} from or because of {a},vfkaBaya,1
97c41778c566c26c,kashika_2_1.rs,sutra_2_1_37,234,2.1.37,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,cOra;Baya,2,literal_members,{b} from or because of {a},cOraBaya,1
d83cd4627e8d38a2,kashika_2_1.rs,sutra_2_1_37,235,2.1.37,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,dasyu;Baya,2,literal_members,{b} from or because of {a},dasyuBaya,1
5caf3e90849333f3,kashika_2_1.rs,sutra_2_1_37_v1,240,2.1.37,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,vfka;BIta,2,literal_members,{b} from or because of {a},vfkaBIta,1
ef01f39342d41502,kashika_2_1.rs,sutra_2_1_37_v1,241,2.1.37,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,vfka;BIti,2,literal_members,{b} from or because of {a},vfkaBIti,1
fccb44816059cbcf,kashika_2_1.rs,sutra_2_1_37_v1,242,2.1.37,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,vfka;BI,2,literal_members,{b} from or because of {a},vfkaBI,1
a43f6028d2cea8fa,kashika_2_1.rs,sutra_2_1_38,247,2.1.38,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,suKa;apeta,2,literal_members,{b} from or because of {a},suKApeta,1
b1f99134e5eba1cd,kashika_2_1.rs,sutra_2_1_38,248,2.1.38,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,kalpanA;apoQa,2,literal_members,{b} from or because of {a},kalpanApoQa,1
032406842a3179bd,kashika_2_1.rs,sutra_2_1_38,249,2.1.38,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,cakra;mukta,2,literal_members,{b} from or because of {a},cakramukta,1
b0819143c5d64f00,kashika_2_1.rs,sutra_2_1_38,250,2.1.38,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,svarga;patita,2,literal_members,{b} from or because of {a},svargapatita,1
27b3449859576bd6,kashika_2_1.rs,sutra_2_1_38,251,2.1.38,active,assert_has_panchami_tatpurusha,panchami_tatpurusha,taraNga;apatrasta,2,literal_members,{b} from or because of {a},taraNgApatrasta,1
0bab1bca6307ed97,kashika_2_1.rs,sutra_2_1_40,256,2.1.40,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,akza;SORqa,2,literal_members,{b} in or upon {a},akzaSORqa,1
a1eae278d225c24d,kashika_2_1.rs,sutra_2_1_40,257,2.1.40,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,akza;DUrta,2,literal_members,{b} in or upon {a},akzaDUrta,1
45ad1a481194bcc6,kashika_2_1.rs,sutra_2_1_40,258,2.1.40,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,akza;kitava,2,literal_members,{b} in or upon {a},akzakitava,1
5da0910d37f6befb,kashika_2_1.rs,sutra_2_1_41,263,2.1.41,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,sANkASya;sidDa,2,literal_members,{b} in or upon {a},sANkASyasidDa,1
04703377b8d829fb,kashika_2_1.rs,sutra_2_1_41,264,2.1.41,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,kAmpilya;sidDa,2,literal_members,{b} in or upon {a},kAmpilyasidDa,1
3fabcd3566820c58,kashika_2_1.rs,sutra_2_1_41,265,2.1.41,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,Atapa;Suzka,2,literal_members,{b} in or upon {a},AtapaSuzka,1
4966d56e65c67de2,kashika_2_1.rs,sutra_2_1_41,266,2.1.41,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,CAyA;Suzka,2,literal_members,{b} in or upon {a},CAyASuzka,1
3bf939501812562a,kashika_2_1.rs,sutra_2_1_41,267,2.1.41,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,sTAlI;pakva,2,literal_members,{b} in or upon {a},sTAlIpakva,1
a0e10ab434dbd648,kashika_2_1.rs,sutra_2_1_41,268,2.1.41,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,kumBI;pakva,2,literal_members,{b} in or upon {a},kumBIpakva,1
d2cc048f696f5cf4,kashika_2_1.rs,sutra_2_1_41,269,2.1.41,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,cakra;banDa,2,literal_members,{b} in or upon {a},cakrabanDa,1
ccb550eaab3746c1,kashika_2_1.rs,sutra_2_1_42,274,2.1.42,active,assert_has_saptami_tatpurusha,saptami_tatpurusha,tIrTa;DvANkza,2,literal_members,{b} in or upon {a},tIrTaDvANkza,1
86e982cc6a85e431,kashika_2_1.rs,sutra_2_1_47,284,2.1.47,ignored,assert_has_saptami_tatpurusha,saptami_tatpurusha,,0,constructed_or_unresolved_member,{b} in or upon {a},tatraBukta,1
6795855179583d48,kashika_2_1.rs,sutra_2_1_47,285,2.1.47,ignored,assert_has_saptami_tatpurusha,saptami_tatpurusha,,0,constructed_or_unresolved_member,{b} in or upon {a},tatrakfta,1
b92109d2d313befe,kashika_2_1.rs,sutra_2_1_47,286,2.1.47,ignored,assert_has_saptami_tatpurusha,saptami_tatpurusha,,0,constructed_or_unresolved_member,{b} in or upon {a},tatrapIta,1
376debe1ad9745f8,kashika_2_1.rs,sutra_2_1_58,291,2.1.58,active,assert_has_karmadharaya,karmadharaya,pUrva;puruza,2,literal_members,{b} qualified or identified by {a},pUrvapuruza,1
5ba81719759ab490,kashika_2_1.rs,sutra_2_1_58,292,2.1.58,active,assert_has_karmadharaya,karmadharaya,apara;puruza,2,literal_members,{b} qualified or identified by {a},aparapuruza,1
