assertion_id,source_file,source_line,test_function,governing_rule,input_form_slp1,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,assertion_status,test_status,semantic_row_id,semantic_rule_ref,semantic_context,semantic_relation,semantic_family,output_class,relation_class,domain,rule_source_file,rule_source_url,semantic_status
517fe4e682f91223fdc5,kashika_4_2.rs,279,sutra_4_2_68,4.2.68,kuSAmba,aR,kOSAmba,1,positive,active_test,ae601341744ccbadea0c,4.2.68,CaturarthikaCreation,a place established or produced by the named entity,place_creation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.68.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.68.htm,semantic_relation_recovered
e126eeb476b654c46fcf,kashika_4_2.rs,280,sutra_4_2_68,4.2.68,sahasra,aR,sAhasra,1,positive,active_test,a388dbf0eab91e0a577b,4.2.68,CaturarthikaCreation,a place established or produced by the named entity,place_creation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.68.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.68.htm,semantic_relation_recovered
542efee46201f80cd747,kashika_4_2.rs,285,sutra_4_2_69,4.2.69,fjunO,aR,ArjunAva,1,positive,active_test,478e19ff9127b507cc7d,4.2.69,CaturarthikaDwelling,a place where the named people or entity dwell,place_dwelling,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.69.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.69.htm,semantic_relation_recovered
621996b49e71ea8b01cc,kashika_4_2.rs,286,sutra_4_2_69,4.2.69,Siba,aR,SEba,1,positive,active_test,477600b2854adccc70b6,4.2.69,CaturarthikaDwelling,a place where the named people or entity dwell,place_dwelling,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.69.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.69.htm,semantic_relation_recovered
43c5e08ff204429e970d,kashika_4_2.rs,291,sutra_4_2_70,4.2.70,vidiSA,aR,vEdiSa,1,positive,active_test,62f9d590eaff1225898b,4.2.70,CaturarthikaProximity,a place near the named feature,place_proximity,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.70.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.70.htm,semantic_relation_recovered
1fc213392aa31b0a2df3,kashika_4_2.rs,292,sutra_4_2_70,4.2.70,himavat,aR,hEmavata,1,positive,active_test,2cf15baf045c01cd472a,4.2.70,CaturarthikaProximity,a place near the named feature,place_proximity,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.70.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.70.htm,semantic_relation_recovered
2d6a106c0fb82471a5e0,kashika_4_2.rs,297,sutra_4_2_71,4.2.71,araqu,aY,Araqava,1,positive,active_test,234e3bf18b1e0f0f359d,4.2.71,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.71.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.71.htm,semantic_relation_recovered
9415153ee9023291f976,kashika_4_2.rs,298,sutra_4_2_71,4.2.71,kakzatu,aY,kAkzatava,1,positive,active_test,bb8d405632edb702848a,4.2.71,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.71.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.71.htm,semantic_relation_recovered
256843b2b75a799d1f7f,kashika_4_2.rs,299,sutra_4_2_71,4.2.71,karkawelu,aY,kArkawelava,1,positive,active_test,51e583646fbea9c736ca,4.2.71,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.71.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.71.htm,semantic_relation_recovered
f511690471d333892d2c,kashika_4_2.rs,304,sutra_4_2_72,4.2.72,izukAvat,aY,EzukAvata,1,positive,active_test,4919d0ee6a3778fd7800,4.2.72,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.72.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.72.htm,semantic_relation_recovered
209739e515e41978c66d,kashika_4_2.rs,305,sutra_4_2_72,4.2.72,siDrAkAvat,aY,sEDrAkAvata,1,positive,active_test,f151b4ec76e812eece0e,4.2.72,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.72.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.72.htm,semantic_relation_recovered
f11c36b5ae56804d790c,kashika_4_2.rs,308,sutra_4_2_72,4.2.72,ahimat,aR,Ahimata,1,positive,active_test,2012fc0bb8b83d76bcab,4.2.72,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.72.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.72.htm,semantic_relation_recovered
b76fcde291bd12a8e1a5,kashika_4_2.rs,309,sutra_4_2_72,4.2.72,yavamat,aR,yAvamata,1,positive,active_test,40f5c1f92140d14fa7bc,4.2.72,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.72.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.72.htm,semantic_relation_recovered
9d3a523e4bdf4dc32745,kashika_4_2.rs,310,sutra_4_2_72,4.2.72,mAlAvat,aR,mAlAvata,1,positive,active_test,bc7f87b96f0c04de1d97,4.2.72,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.72.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.72.htm,semantic_relation_recovered
ea87f8ce94e9fea280b3,kashika_4_2.rs,315,sutra_4_2_75,4.2.75,saNkala,aY,sANkala,1,positive,active_test,d3b195f79bf07d10fda5,4.2.75,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.75.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.75.htm,semantic_relation_recovered
16a74145896644b949b7,kashika_4_2.rs,316,sutra_4_2_75,4.2.75,puzkala,aY,pOzkala,1,positive,active_test,d6dfcc85f7be21ccf6f3,4.2.75,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.75.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.75.htm,semantic_relation_recovered
b9ba1c0a060200517fa6,kashika_4_2.rs,321,sutra_4_2_77,4.2.77,suvAstu,aR,sOvAstava,1,positive,active_test,f511f788191be4eb81a3,4.2.77,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.77.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.77.htm,semantic_relation_recovered
9c1d44fe3d70308efaa5,kashika_4_2.rs,322,sutra_4_2_77,4.2.77,varRu,aR,vArRava,1,positive,active_test,55cac9a39284959523b7,4.2.77,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.77.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.77.htm,semantic_relation_recovered
abf834915772303d714f,kashika_4_2.rs,327,sutra_4_2_78,4.2.78,roRI,aR,rORa,1,positive,active_test,f76a4c21e40e511b44ed,4.2.78,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.78.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.78.htm,semantic_relation_recovered
4a0146385404f47bd816,kashika_4_2.rs,328,sutra_4_2_78,4.2.78,ajakaroRI,aR,AjakaroRa,1,positive,active_test,5c1450598e4a53c6e659,4.2.78,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.78.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.78.htm,semantic_relation_recovered
d6270af00f1c80053af0,kashika_4_2.rs,329,sutra_4_2_78,4.2.78,sihikaroRI,aR,sEhikaroRa,1,positive,active_test,7eb8445e42c836038c74,4.2.78,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.78.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.78.htm,semantic_relation_recovered
1ccd27b4aa375968fa13,kashika_4_2.rs,334,sutra_4_2_79,4.2.79,karRacCidrika,aR,kArRacCidrika,1,positive,active_test,f046d51c55f2dcef9c2a,4.2.79,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.79.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.79.htm,semantic_relation_recovered
0e5b69a7f0687e3d6647,kashika_4_2.rs,335,sutra_4_2_79,4.2.79,karRavezwaka,aR,kArRavezwaka,1,positive,active_test,15a5cf861a0e399ab62f,4.2.79,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.79.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.79.htm,semantic_relation_recovered
b199f75581695875ea9e,kashika_4_2.rs,336,sutra_4_2_79,4.2.79,triSaNku,aR,trESaNkava,1,positive,active_test,66c33885d5ba331c8431,4.2.79,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.79.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.79.htm,semantic_relation_recovered
219156298eb811d747fc,kashika_4_2.rs,341,sutra_4_2_84,4.2.84,SarkarA,Wak,SArkarika,1,positive,active_test,7053b545c7f27a80738b,4.2.84,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.84.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.84.htm,semantic_relation_recovered
fddb2c1214faba70ad35,kashika_4_2.rs,342,sutra_4_2_84,4.2.84,SarkarA,Ca,SarkarIya,1,positive,active_test,c8ddefadda9b32687df2,4.2.84,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.84.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.84.htm,semantic_relation_recovered
2dcb2783a064c231b738,kashika_4_2.rs,347,sutra_4_2_86,4.2.86,maDu,matup,maDumat,1,positive,active_test,e6eae6f3be20946de295,4.2.86,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.86.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.86.htm,semantic_relation_recovered
d5a74e8d9dc6bccef955,kashika_4_2.rs,348,sutra_4_2_86,4.2.86,bisa,matup,bisavat,1,positive,active_test,177262c56eb4d20c14d4,4.2.86,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.86.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.86.htm,semantic_relation_recovered
a847635844a363547399,kashika_4_2.rs,354,sutra_4_2_87,4.2.87,kumuda,qmatup,kumudvat,1,positive,ignored_test,ee9f30d2358341cafe9c,4.2.87,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.87.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.87.htm,ignored_test_not_admitted
627511ea04a33f077329,kashika_4_2.rs,355,sutra_4_2_87,4.2.87,naqa,qmatup,maqvat,1,positive,ignored_test,c0f62809fe187c3bff8a,4.2.87,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.87.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.87.htm,ignored_test_not_admitted
41bda699fe84aa2456e6,kashika_4_2.rs,356,sutra_4_2_87,4.2.87,vetasa,qmatup,vetasvat,1,positive,ignored_test,4ff423dd619d0295cd26,4.2.87,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",fourfold_place_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.87.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.87.htm,ignored_test_not_admitted
10c723172e34fb386247,kashika_4_2.rs,366,sutra_4_2_92,4.2.92,rAzwra,Ga,rAzwriya,1,positive,ignored_test,22e527ec91693b879cf0,4.2.92,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.92.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.92.htm,ignored_test_not_admitted
fc32fbaae584f5a18680,kashika_4_2.rs,367,sutra_4_2_92,4.2.92,avArapAra,Ka,avArapArIRa,1,positive,ignored_test,9d778473cd108f6bda9a,4.2.92,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.92.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.92.htm,ignored_test_not_admitted
ebbc6292b4c59249a977,kashika_4_2.rs,369,sutra_4_2_92,4.2.92,cakzus,aR,cAkzuza,1,positive,ignored_test,b6024d7c96ae68d5cfdc,4.2.92,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.92.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.92.htm,ignored_test_not_admitted
0d478f04f7d111c211a6,kashika_4_2.rs,370,sutra_4_2_92,4.2.92,SravaRa,aR,SrAvaRa,1,positive,ignored_test,a6b7d5092efd256c2b43,4.2.92,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.92.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.92.htm,ignored_test_not_admitted
15c5d5ed947c20f52d5a,kashika_4_2.rs,371,sutra_4_2_92,4.2.92,dfzad,aR,dArzada,1,positive,ignored_test,a93457941b7acae22147,4.2.92,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.92.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.92.htm,ignored_test_not_admitted
9f97628e4c215340302c,kashika_4_2.rs,372,sutra_4_2_92,4.2.92,ulUkala,aR,OlUKala,1,positive,ignored_test,dc5b7bd7a558593ec5a4,4.2.92,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.92.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.92.htm,ignored_test_not_admitted
25ef38232c247e465d71,kashika_4_2.rs,373,sutra_4_2_92,4.2.92,aSva,aR,ASva,1,positive,ignored_test,705cd8773cded4cefe5e,4.2.92,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.92.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.92.htm,ignored_test_not_admitted
23af805328c7c043459f,kashika_4_2.rs,374,sutra_4_2_92,4.2.92,catur,aR,cAtura,1,positive,ignored_test,657f69665417c23552be,4.2.92,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.92.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.92.htm,ignored_test_not_admitted
db1213a16b1c4efe4209,kashika_4_2.rs,375,sutra_4_2_92,4.2.92,caturdaSI,aR,cAturdaSa,1,positive,ignored_test,b07d4164ab7bfa3b4923,4.2.92,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.92.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.92.htm,ignored_test_not_admitted
7df8cb8dfff3259e6888,kashika_4_2.rs,380,sutra_4_2_93,4.2.93,rAzwra,Ga,rAzwriya,1,positive,active_test,5fc958fe7fde69c2a2d9,4.2.93,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.93.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.93.htm,semantic_relation_recovered
968e333e68a1a307ac2b,kashika_4_2.rs,381,sutra_4_2_93,4.2.93,avArapAra,Ka,avArapArIRa,1,positive,active_test,7d3f20285a30ebc213cb,4.2.93,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.93.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.93.htm,semantic_relation_recovered
a71d7bc4c92cbe78b6e6,kashika_4_2.rs,386,sutra_4_2_93_v1,4.2.93,avAra,Ka,avArIRa,1,positive,active_test,fbd90f569617c635d103,4.2.93,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.93.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.93.htm,semantic_relation_recovered
66170e31c8bac6906b48,kashika_4_2.rs,387,sutra_4_2_93_v1,4.2.93,pAra,Ka,pArIRa,1,positive,active_test,f5475b3e17c464304373,4.2.93,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.93.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.93.htm,semantic_relation_recovered
2b144181bc9e3e18bfa5,kashika_4_2.rs,388,sutra_4_2_93_v1,4.2.93,pArAvara,Ka,pArAvarIRa,1,positive,active_test,14abec7a9cf9c39a40ff,4.2.93,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.93.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.93.htm,semantic_relation_recovered
4bc031a41335b3f04bbc,kashika_4_2.rs,393,sutra_4_2_94,4.2.94,grAma,ya,grAmya,1,positive,active_test,8a6297c34a93cff8fe3b,4.2.94,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.94.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.94.htm,semantic_relation_recovered
0968a1049c80516e5681,kashika_4_2.rs,394,sutra_4_2_94,4.2.94,grAma,KaY,grAmIRa,1,positive,active_test,a030efed42220986e550,4.2.94,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.94.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.94.htm,semantic_relation_recovered
5284194a69aa66534977,kashika_4_2.rs,399,sutra_4_2_95,4.2.95,katri,QakaY,kAtreyaka,1,positive,active_test,318b5c7bd5f0c2fe22e6,4.2.95,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.95.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.95.htm,semantic_relation_recovered
34988c30fe1f5cdeb7c9,kashika_4_2.rs,400,sutra_4_2_95,4.2.95,umBi,QakaY,OmBeyaka,1,positive,active_test,9c6063eaaade7cbe24cb,4.2.95,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.95.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.95.htm,semantic_relation_recovered
2778594ee10f05dc57d4,kashika_4_2.rs,405,sutra_4_2_97,4.2.97,nadI,Qak,nAdeya,1,positive,active_test,855eb447dc322a51293c,4.2.97,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.97.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.97.htm,semantic_relation_recovered
e763f10803d47bb6b8b6,kashika_4_2.rs,406,sutra_4_2_97,4.2.97,mahI,Qak,mAheya,1,positive,active_test,1e37ce6a33e1e563de9f,4.2.97,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.97.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.97.htm,semantic_relation_recovered
81791f3b8cc06eb16a3a,kashika_4_2.rs,411,sutra_4_2_98,4.2.98,dakziRA,tyak,dAkziRAtya,1,positive,active_test,979a285b2e32ba8a063f,4.2.98,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.98.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.98.htm,semantic_relation_recovered
0585156f2e8bee2f41a7,kashika_4_2.rs,412,sutra_4_2_98,4.2.98,paScAt,tyak,pAScAttya,1,positive,active_test,c505563dccff4bc20e52,4.2.98,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.98.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.98.htm,semantic_relation_recovered
508234f696969bb28c66,kashika_4_2.rs,413,sutra_4_2_98,4.2.98,puras,tyak,pOrastya,1,positive,active_test,7ce53bf4301e328b36a4,4.2.98,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.98.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.98.htm,semantic_relation_recovered
