eligible_word_meaning_id,input_form_slp1,semantic_context,semantic_relation,expected_output_forms_slp1,expected_output_variant_count,output_class,relation_class,domain,taddhita_source_variants,semantic_rule_refs,source_test_rules,source_locators,collapsed_duplicate_assertions,collapsed_alternative_derivations,eligibility_status,generated_output_forms_slp1,generated_by_suffix_json,missing_expected_forms_slp1,additional_engine_forms_slp1,engine_errors,verification_status,existing_ledger_overlaps,reconciliation_status
d00a6193b240039510ab,fjunO,CaturarthikaDwelling,a place where the named people or entity dwell,ArjunAva,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.69,4.2.69,kashika_4_2.rs:285,0,0,source_semantic_relation_recovered,ArjunAva,"{""aR"":[""ArjunAva""]}",,,,verified,,admitted_additional_plain_relation
e699871ce71e907df504,himavat,CaturarthikaProximity,a place near the named feature,hEmavata,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.70,4.2.70,kashika_4_2.rs:292,0,0,source_semantic_relation_recovered,hEmavata,"{""aR"":[""hEmavata""]}",,,,verified,,admitted_additional_plain_relation
37e42ef84cbfb52f05a6,vidiSA,CaturarthikaProximity,a place near the named feature,vEdiSa,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.70,4.2.70,kashika_4_2.rs:291,0,0,source_semantic_relation_recovered,vEdiSa,"{""aR"":[""vEdiSa""]}",,,,verified,,admitted_additional_plain_relation
8a596234f977de86778e,araqu,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",Araqava,1,nominal_base,meaning_bearing_derivative,laukika,aY,4.2.71,4.2.71,kashika_4_2.rs:297,0,0,source_semantic_relation_recovered,Araqava,"{""aY"":[""Araqava""]}",,,,verified,,admitted_additional_plain_relation
f4c1ade02e089f81deab,kakzatu,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",kAkzatava,1,nominal_base,meaning_bearing_derivative,laukika,aY,4.2.71,4.2.71,kashika_4_2.rs:298,0,0,source_semantic_relation_recovered,kAkzatava,"{""aY"":[""kAkzatava""]}",,,,verified,,admitted_additional_plain_relation
cf1a894008c78ee0be7f,karkawelu,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",kArkawelava,1,nominal_base,meaning_bearing_derivative,laukika,aY,4.2.71,4.2.71,kashika_4_2.rs:299,0,0,source_semantic_relation_recovered,kArkawelava,"{""aY"":[""kArkawelava""]}",,,,verified,,admitted_additional_plain_relation
303919bf9bdcb3fd08f6,ahimat,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",Ahimata,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.72,4.2.72,kashika_4_2.rs:308,0,0,source_semantic_relation_recovered,Ahimata,"{""aR"":[""Ahimata""]}",,,,verified,,admitted_additional_plain_relation
4781108c0db14663d1b5,izukAvat,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",EzukAvata,1,nominal_base,meaning_bearing_derivative,laukika,aY,4.2.72,4.2.72,kashika_4_2.rs:304,0,0,source_semantic_relation_recovered,EzukAvata,"{""aY"":[""EzukAvata""]}",,,,verified,,admitted_additional_plain_relation
f591d756caccf2648fd4,mAlAvat,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",mAlAvata,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.72,4.2.72,kashika_4_2.rs:310,0,0,source_semantic_relation_recovered,mAlAvata,"{""aR"":[""mAlAvata""]}",,,,verified,,admitted_additional_plain_relation
93183831dbe720a77a8d,siDrAkAvat,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",sEDrAkAvata,1,nominal_base,meaning_bearing_derivative,laukika,aY,4.2.72,4.2.72,kashika_4_2.rs:305,0,0,source_semantic_relation_recovered,sEDrAkAvata,"{""aY"":[""sEDrAkAvata""]}",,,,verified,,admitted_additional_plain_relation
1b16381833d875a23576,yavamat,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",yAvamata,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.72,4.2.72,kashika_4_2.rs:309,0,0,source_semantic_relation_recovered,yAvamata,"{""aR"":[""yAvamata""]}",,,,verified,,admitted_additional_plain_relation
aac7ed762da89fdd3e9d,puzkala,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",pOzkala,1,nominal_base,meaning_bearing_derivative,laukika,aY,4.2.75,4.2.75,kashika_4_2.rs:316,0,0,source_semantic_relation_recovered,pOzkala,"{""aY"":[""pOzkala""]}",,,,verified,,admitted_additional_plain_relation
841f304e4e48c1a64f96,saNkala,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",sANkala,1,nominal_base,meaning_bearing_derivative,laukika,aY,4.2.75,4.2.75,kashika_4_2.rs:315,0,0,source_semantic_relation_recovered,sANkala,"{""aY"":[""sANkala""]}",,,,verified,,admitted_additional_plain_relation
db41b3e5478b6851e570,suvAstu,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",sOvAstava,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.77,4.2.77,kashika_4_2.rs:321,0,0,source_semantic_relation_recovered,sOvAstava,"{""aR"":[""sOvAstava""]}",,,,verified,,admitted_additional_plain_relation
8d351c28590cf5a6e87b,varRu,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",vArRava,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.77,4.2.77,kashika_4_2.rs:322,0,0,source_semantic_relation_recovered,vArRava,"{""aR"":[""vArRava""]}",,,,verified,,admitted_additional_plain_relation
2e3ad0fbeb869880e0af,ajakaroRI,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",AjakaroRa,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.78,4.2.78,kashika_4_2.rs:328,0,0,source_semantic_relation_recovered,AjakaroRa,"{""aR"":[""AjakaroRa""]}",,,,verified,,admitted_additional_plain_relation
d1507767270d2b08a9bd,roRI,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",rORa,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.78,4.2.78,kashika_4_2.rs:327,0,0,source_semantic_relation_recovered,rORa,"{""aR"":[""rORa""]}",,,,verified,,admitted_additional_plain_relation
cfca6f970e55553ec861,sihikaroRI,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",sEhikaroRa,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.78,4.2.78,kashika_4_2.rs:329,0,0,source_semantic_relation_recovered,sEhikaroRa,"{""aR"":[""sEhikaroRa""]}",,,,verified,,admitted_additional_plain_relation
a4e99a64ac3ecce5aca1,karRacCidrika,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",kArRacCidrika,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.79,4.2.79,kashika_4_2.rs:334,0,0,source_semantic_relation_recovered,kArRacCidrika,"{""aR"":[""kArRacCidrika""]}",,,,verified,,admitted_additional_plain_relation
f10678701e0d64b9eeb1,karRavezwaka,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",kArRavezwaka,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.79,4.2.79,kashika_4_2.rs:335,0,0,source_semantic_relation_recovered,kArRavezwaka,"{""aR"":[""kArRavezwaka""]}",,,,verified,,admitted_additional_plain_relation
3b5e8507fab4a566a3ad,triSaNku,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",trESaNkava,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.79,4.2.79,kashika_4_2.rs:336,0,0,source_semantic_relation_recovered,trESaNkava,"{""aR"":[""trESaNkava""]}",,,,verified,,admitted_additional_plain_relation
9ae3175b84f0ec21e702,SarkarA,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",SarkarIya,1,nominal_base,meaning_bearing_derivative,laukika,Ca,4.2.84,4.2.84,kashika_4_2.rs:342,0,0,source_semantic_relation_recovered,SarkarIya,"{""Ca"":[""SarkarIya""]}",,,,verified,,admitted_additional_plain_relation
ab5733a8626ac55c1377,SarkarA,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",SArkarika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.2.84,4.2.84,kashika_4_2.rs:341,0,0,source_semantic_relation_recovered,SArkarika,"{""Wak"":[""SArkarika""]}",,,,verified,,admitted_additional_plain_relation
cd975fd0b2bc574b4557,bisa,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",bisavat,1,nominal_base,meaning_bearing_derivative,laukika,matup,4.2.86,4.2.86,kashika_4_2.rs:348,0,0,source_semantic_relation_recovered,bisavat,"{""matup"":[""bisavat""]}",,,,verified,,admitted_additional_plain_relation
776ff8b96b844dbb26b5,maDu,Caturarthika,"the applicable place relation: presence, creation, dwelling, or proximity",maDumat,1,nominal_base,meaning_bearing_derivative,laukika,matup,4.2.86,4.2.86,kashika_4_2.rs:347,0,0,source_semantic_relation_recovered,maDumat,"{""matup"":[""maDumat""]}",,,,verified,,admitted_additional_plain_relation
fecc78b0e991517157b6,avAra,Sheshe,"the geographic, origin, or other association specified for the named base",avArIRa,1,nominal_base,meaning_bearing_derivative,laukika,Ka,4.2.93,4.2.93,kashika_4_2.rs:386,0,0,source_semantic_relation_recovered,avArIRa,"{""Ka"":[""avArIRa""]}",,,,verified,,admitted_additional_plain_relation
dab3d0e4f7cf99ed51ec,avArapAra,Sheshe,"the geographic, origin, or other association specified for the named base",avArapArIRa,1,nominal_base,meaning_bearing_derivative,laukika,Ka,4.2.93,4.2.93,kashika_4_2.rs:381,0,0,source_semantic_relation_recovered,avArapArIRa,"{""Ka"":[""avArapArIRa""]}",,,,verified,,admitted_additional_plain_relation
87a742abcff07b295d2a,pArAvara,Sheshe,"the geographic, origin, or other association specified for the named base",pArAvarIRa,1,nominal_base,meaning_bearing_derivative,laukika,Ka,4.2.93,4.2.93,kashika_4_2.rs:388,0,0,source_semantic_relation_recovered,pArAvarIRa,"{""Ka"":[""pArAvarIRa""]}",,,,verified,,admitted_additional_plain_relation
d2800caa117043455015,pAra,Sheshe,"the geographic, origin, or other association specified for the named base",pArIRa,1,nominal_base,meaning_bearing_derivative,laukika,Ka,4.2.93,4.2.93,kashika_4_2.rs:387,0,0,source_semantic_relation_recovered,pArIRa,"{""Ka"":[""pArIRa""]}",,,,verified,,admitted_additional_plain_relation
5eb1abd8943f1a40d586,rAzwra,Sheshe,"the geographic, origin, or other association specified for the named base",rAzwriya,1,nominal_base,meaning_bearing_derivative,laukika,Ga,4.2.93,4.2.93,kashika_4_2.rs:380,0,0,source_semantic_relation_recovered,rAzwriya,"{""Ga"":[""rAzwriya""]}",,,,verified,,admitted_additional_plain_relation
90d797612e2e116f6201,grAma,Sheshe,"the geographic, origin, or other association specified for the named base",grAmIRa,1,nominal_base,meaning_bearing_derivative,laukika,KaY,4.2.94,4.2.94,kashika_4_2.rs:394,0,0,source_semantic_relation_recovered,grAmIRa,"{""KaY"":[""grAmIRa""]}",,,,verified,,admitted_additional_plain_relation
451d6257ee11af853923,grAma,Sheshe,"the geographic, origin, or other association specified for the named base",grAmya,1,nominal_base,meaning_bearing_derivative,laukika,ya,4.2.94,4.2.94,kashika_4_2.rs:393,0,0,source_semantic_relation_recovered,grAmya,"{""ya"":[""grAmya""]}",,,,verified,,admitted_additional_plain_relation
4ab73ae454423b50299c,katri,Sheshe,"the geographic, origin, or other association specified for the named base",kAtreyaka,1,nominal_base,meaning_bearing_derivative,laukika,QakaY,4.2.95,4.2.95,kashika_4_2.rs:399,0,0,source_semantic_relation_recovered,kAtreyaka,"{""QakaY"":[""kAtreyaka""]}",,,,verified,,admitted_additional_plain_relation
5e2e5b4e57f058f12520,umBi,Sheshe,"the geographic, origin, or other association specified for the named base",OmBeyaka,1,nominal_base,meaning_bearing_derivative,laukika,QakaY,4.2.95,4.2.95,kashika_4_2.rs:400,0,0,source_semantic_relation_recovered,OmBeyaka,"{""QakaY"":[""OmBeyaka""]}",,,,verified,,admitted_additional_plain_relation
d1fb95b6b12341dfe4a3,mahI,Sheshe,"the geographic, origin, or other association specified for the named base",mAheya,1,nominal_base,meaning_bearing_derivative,laukika,Qak,4.2.97,4.2.97,kashika_4_2.rs:406,0,0,source_semantic_relation_recovered,mAheya,"{""Qak"":[""mAheya""]}",,,,verified,,admitted_additional_plain_relation
7d7c0b4fc3e99c9d3949,nadI,Sheshe,"the geographic, origin, or other association specified for the named base",nAdeya,1,nominal_base,meaning_bearing_derivative,laukika,Qak,4.2.97,4.2.97,kashika_4_2.rs:405,0,0,source_semantic_relation_recovered,nAdeya,"{""Qak"":[""nAdeya""]}",,,,verified,,admitted_additional_plain_relation
7499a884cdaec0705f3c,dakziRA,Sheshe,"the geographic, origin, or other association specified for the named base",dAkziRAtya,1,nominal_base,meaning_bearing_derivative,laukika,tyak,4.2.98,4.2.98,kashika_4_2.rs:411,0,0,source_semantic_relation_recovered,dAkziRAtya,"{""tyak"":[""dAkziRAtya""]}",,,,verified,,admitted_additional_plain_relation
dd64f461ec7fa3ffa65a,paScAt,Sheshe,"the geographic, origin, or other association specified for the named base",pAScAttya,1,nominal_base,meaning_bearing_derivative,laukika,tyak,4.2.98,4.2.98,kashika_4_2.rs:412,0,0,source_semantic_relation_recovered,pAScAttya,"{""tyak"":[""pAScAttya""]}",,,,verified,,admitted_additional_plain_relation
9c1b1323d32f0b75e0a4,puras,Sheshe,"the geographic, origin, or other association specified for the named base",pOrastya,1,nominal_base,meaning_bearing_derivative,laukika,tyak,4.2.98,4.2.98,kashika_4_2.rs:413,0,0,source_semantic_relation_recovered,pOrastya,"{""tyak"":[""pOrastya""]}",,,,verified,,admitted_additional_plain_relation
385042782f95fcace16f,kApiSI,Sheshe,"the geographic, origin, or other association specified for the named base",kApiSAyana,1,nominal_base,meaning_bearing_derivative,laukika,zPak,4.2.99,4.2.99,kashika_4_2.rs:418,0,0,source_semantic_relation_recovered,kApiSAyana,"{""zPak"":[""kApiSAyana""]}",,,,verified,,admitted_additional_plain_relation
0c7a931d0f4214271cb6,raNku,Sheshe,"the geographic, origin, or other association specified for the named base",rANkava,1,nominal_base,meaning_bearing_derivative,laukika,aR,4.2.100,4.2.100,kashika_4_2.rs:425,0,0,source_semantic_relation_recovered,rANkava,"{""aR"":[""rANkava""]}",,,,verified,,admitted_additional_plain_relation
774fa5e3f98041535ebf,raNku,Sheshe,"the geographic, origin, or other association specified for the named base",rANkavAyaRa,1,nominal_base,meaning_bearing_derivative,laukika,zPak,4.2.100,4.2.100,kashika_4_2.rs:424,0,0,source_semantic_relation_recovered,rANkavAyaRa,"{""zPak"":[""rANkavAyaRa""]}",,,,verified,,admitted_additional_plain_relation
c0ed2ab589d9707855b2,kanTA,Sheshe,"the geographic, origin, or other association specified for the named base",kAnTika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.2.102,4.2.102,kashika_4_2.rs:440,0,0,source_semantic_relation_recovered,kAnTika,"{""Wak"":[""kAnTika""]}",,,,verified,,admitted_additional_plain_relation
9b2957060ab3ee02f598,kanTA,Sheshe,"the geographic, origin, or other association specified for the named base",kAnTaka,1,nominal_base,meaning_bearing_derivative,laukika,vuk,4.2.103,4.2.103,kashika_4_2.rs:445,0,0,source_semantic_relation_recovered,kAnTaka,"{""vuk"":[""kAnTaka""]}",,,,verified,,admitted_additional_plain_relation
54132fd814c4700a0afb,Ezamas,ShesheTemporal,belonging to or occurring in the named time,Ezamastya,1,nominal_base,meaning_bearing_derivative,laukika,tyap,4.2.105,4.2.105,kashika_4_2.rs:450,0,0,source_semantic_relation_recovered,Ezamastya,"{""tyap"":[""Ezamastya""]}",,,,verified,,admitted_additional_plain_relation
69f3fe2d47516de5982f,Svas,ShesheTemporal,belonging to or occurring in the named time,Svastya,1,nominal_base,meaning_bearing_derivative,laukika,tyap,4.2.105,4.2.105,kashika_4_2.rs:452,0,0,source_semantic_relation_recovered,Svastya,"{""tyap"":[""Svastya""]}",,,,verified,,admitted_additional_plain_relation
dc1d9b290ce28e36a633,hyas,ShesheTemporal,belonging to or occurring in the named time,hyastya,1,nominal_base,meaning_bearing_derivative,laukika,tyap,4.2.105,4.2.105,kashika_4_2.rs:451,0,0,source_semantic_relation_recovered,hyastya,"{""tyap"":[""hyastya""]}",,,,verified,,admitted_additional_plain_relation
f0c3f0002dd958af9241,Sabda,Karoti,one who performs or produces the named action or sound,SAbdika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.4.34,4.4.34,kashika_4_4.rs:236,0,0,source_semantic_relation_recovered,SAbdika,"{""Wak"":[""SAbdika""]}",,,,verified,,admitted_additional_plain_relation
43f839d404eed49e71d7,dardura,Karoti,one who performs or produces the named action or sound,dArdurika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.4.34,4.4.34,kashika_4_4.rs:237,0,0,source_semantic_relation_recovered,dArdurika,"{""Wak"":[""dArdurika""]}",,,,verified,,admitted_additional_plain_relation
1256200423150b7834a0,Sazkula,HitamBhaksha,one for whom the named food is suitable,SAzkulika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.4.65,4.4.65,kashika_4_4.rs:445,0,0,source_semantic_relation_recovered,SAzkulika,"{""Wak"":[""SAzkulika""]}",,,,verified,,admitted_additional_plain_relation
b9babe3b1c554daf9241,apUpa,HitamBhaksha,one for whom the named food is suitable,ApUpika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.4.65,4.4.65,kashika_4_4.rs:444,0,0,source_semantic_relation_recovered,ApUpika,"{""Wak"":[""ApUpika""]}",,,,verified,,admitted_additional_plain_relation
8b3e40a1fb282a914ec2,modaka,HitamBhaksha,one for whom the named food is suitable,mOdakika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.4.65,4.4.65,kashika_4_4.rs:446,0,0,source_semantic_relation_recovered,mOdakika,"{""Wak"":[""mOdakika""]}",,,,verified,,admitted_additional_plain_relation
1feed28b95269b92eff6,SmaSAna,AdhyayiniAdeshaKala,one who studies at the named prohibited place or time,SmASAnika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.4.71,4.4.71,kashika_4_4.rs:488,0,0,source_semantic_relation_recovered,SmASAnika,"{""Wak"":[""SmASAnika""]}",,,,verified,,admitted_additional_plain_relation
cb50b3dd8c60d8c75902,amAvAsyA,AdhyayiniAdeshaKala,one who studies at the named prohibited place or time,AmAvAsyika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.4.71,4.4.71,kashika_4_4.rs:491,0,0,source_semantic_relation_recovered,AmAvAsyika,"{""Wak"":[""AmAvAsyika""]}",,,,verified,,admitted_additional_plain_relation
5777512de2eae6692e3f,caturdaSa,AdhyayiniAdeshaKala,one who studies at the named prohibited place or time,cAturdaSika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.4.71,4.4.71,kashika_4_4.rs:490,0,0,source_semantic_relation_recovered,cAturdaSika,"{""Wak"":[""cAturdaSika""]}",,,,verified,,admitted_additional_plain_relation
32429c3e196a7f69f397,catuzpaTa,AdhyayiniAdeshaKala,one who studies at the named prohibited place or time,cAtuzpaTika,1,nominal_base,meaning_bearing_derivative,laukika,Wak,4.4.71,4.4.71,kashika_4_4.rs:489,0,0,source_semantic_relation_recovered,cAtuzpaTika,"{""Wak"":[""cAtuzpaTika""]}",,,,verified,,admitted_additional_plain_relation
4c92a8ba3d3efe982163,Darma,DharmenaPrapyam,attainable through dharma,Darmya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.91,4.4.91,kashika_4_4.rs:590,0,0,source_semantic_relation_recovered,Darmya,"{""yat"":[""Darmya""]}",,,,verified,,admitted_additional_plain_relation
57360048713114592346,mUla,MulenaAnamyam,overcome or acquired by the named price,mUlya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.91,4.4.91,kashika_4_4.rs:592,0,0,source_semantic_relation_recovered,mUlya,"{""yat"":[""mUlya""]}",,,,verified,,admitted_additional_plain_relation
18ef18254de353eb9db0,mUla,MulenaSamam,equal in value to the named price,mUlya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.91,4.4.91,kashika_4_4.rs:592,0,0,source_semantic_relation_recovered,mUlya,"{""yat"":[""mUlya""]}",,,,verified,,admitted_additional_plain_relation
e83fad03d5cb303f251a,nO,NavaTaryam,water or a route traversable by boat,nAvya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.91,4.4.91,kashika_4_4.rs:588,0,0,source_semantic_relation_recovered,nAvya,"{""yat"":[""nAvya""]}",,,,verified,,admitted_additional_plain_relation
45384ac268adb4dfa527,sItA,SitayaSamitam,a field measured or joined by the named furrow,sItya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.91,4.4.91,kashika_4_4.rs:593,0,0,source_semantic_relation_recovered,sItya,"{""yat"":[""sItya""]}",,,,verified,,admitted_additional_plain_relation
49c1ec5bfc3bd1519fdd,tulA,TulayaSammitam,equal or commensurate according to a balance,tulya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.91,4.4.91,kashika_4_4.rs:594,0,0,source_semantic_relation_recovered,tulya,"{""yat"":[""tulya""]}",,,,verified,,admitted_additional_plain_relation
9f998300ff63371f395a,vayas,VayasaTulyah,a companion or friend equal in age,vayasya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.91,4.4.91,kashika_4_4.rs:589,0,0,source_semantic_relation_recovered,vayasya,"{""yat"":[""vayasya""]}",,,,verified,,admitted_additional_plain_relation
0a73b054cebe4c8a07b7,viza,VishenaVadhyah,liable or fit to be killed by poison,vizya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.91,4.4.91,kashika_4_4.rs:591,0,0,source_semantic_relation_recovered,vizya,"{""yat"":[""vizya""]}",,,,verified,,admitted_additional_plain_relation
d0ad2386caed9cd27fde,hala,HalasyaKarshah,ploughing performed with a plough,halya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.97,4.4.97,kashika_4_4.rs:626,0,0,source_semantic_relation_recovered,halya,"{""yat"":[""halya""]}",,,,verified,,admitted_additional_plain_relation
017df52241d48661727f,jana,JanasyaJalpah,speech or talk of people,janya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.97,4.4.97,kashika_4_4.rs:625,0,0,source_semantic_relation_recovered,janya,"{""yat"":[""janya""]}",,,,verified,,admitted_additional_plain_relation
e70a76208bc77c430122,mata,MatasyaKaranam,the act or instrument of cognition,matya,1,nominal_base,meaning_bearing_derivative,laukika,yat,4.4.97,4.4.97,kashika_4_4.rs:624,0,0,source_semantic_relation_recovered,matya,"{""yat"":[""matya""]}",,,,verified,,admitted_additional_plain_relation
ceda629130f55ac74fde,SaNku,PrakKritiya,material intended or suitable for the named thing,SaNkavya,1,nominal_base,meaning_bearing_derivative,laukika,yat,5.1.2,5.1.2,kashika_5_1.rs:24,0,0,source_semantic_relation_recovered,SaNkavya,"{""yat"":[""SaNkavya""]}",,,,verified,,admitted_additional_plain_relation
13530e5f1a5a29fb33d8,go,PrakKritiya,material intended or suitable for the named thing,gavya,1,nominal_base,meaning_bearing_derivative,laukika,yat,5.1.2,5.1.2,kashika_5_1.rs:27,0,0,source_semantic_relation_recovered,gavya,"{""yat"":[""gavya""]}",,,,verified,,admitted_additional_plain_relation
f3388cfdffd960d0bdd2,kamaRqalu,PrakKritiya,material intended or suitable for the named thing,kamaRqalavya,1,nominal_base,meaning_bearing_derivative,laukika,yat,5.1.2,5.1.2,kashika_5_1.rs:26,0,0,source_semantic_relation_recovered,kamaRqalavya,"{""yat"":[""kamaRqalavya""]}",,,,verified,,admitted_additional_plain_relation
0135696a194ee94590d8,picU,PrakKritiya,material intended or suitable for the named thing,picavya,1,nominal_base,meaning_bearing_derivative,laukika,yat,5.1.2,5.1.2,kashika_5_1.rs:25,0,0,source_semantic_relation_recovered,picavya,"{""yat"":[""picavya""]}",,,,verified,,admitted_additional_plain_relation
61c74ba312f2dbd9ef4c,kambala,KambalyaMeasure,the named conventional measure of wool,kambalya,1,nominal_base,meaning_bearing_derivative,laukika,yat,5.1.3,5.1.3,kashika_5_1.rs:33,0,0,source_semantic_relation_recovered,kambalya,"{""yat"":[""kambalya""]}",,,,verified,,admitted_additional_plain_relation
