derived_word_meaning_id,operation_id,krt_source_variant,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,semantic_branch_id,semantic_relation,rule_refs,output_forms_slp1,output_variant_count,admission_basis,count_status
fdd5f91f2b2c7960bad4,vedic_perfect_participle_kanac,kAnac,"[""01.0010"", ""meaning-7d5e46e1b41d""]",01.0010,Svidi~\,SvEtye,श्वैत्ये (śvaitye),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,SiSvindAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
417644e98fec027441c8,vedic_perfect_participle_kanac,kAnac,"[""01.0011"", ""meaning-388ca6564d81""]",01.0011,vadi~\,stutO,स्तुतौ (stutau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vavandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
388e97e38d23a8323639,vedic_perfect_participle_kanac,kAnac,"[""01.0011"", ""meaning-bde5bb7a4809""]",01.0011,vadi~\,aBivAdane,अभिवादने (abhivādane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vavandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
41e830d5c57e8b38cea9,vedic_perfect_participle_kanac,kAnac,"[""01.0012"", ""meaning-361d9b94e80f""]",01.0012,Badi~\,suKe,सुखे (sukhe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,baBandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
9a3c68141082a8c801cf,vedic_perfect_participle_kanac,kAnac,"[""01.0012"", ""meaning-de3bcfd0d1d0""]",01.0012,Badi~\,kalyARe,कल्याणे (kalyāṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,baBandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
eb9212e264d349c5813b,vedic_perfect_participle_kanac,kAnac,"[""01.0013"", ""meaning-388ca6564d81""]",01.0013,madi~\,stutO,स्तुतौ (stutau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,mamandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
89e226a707acea913211,vedic_perfect_participle_kanac,kAnac,"[""01.0013"", ""meaning-5fa3d59b62c4""]",01.0013,madi~\,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,mamandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
ef053817a0fb3bccb8ea,vedic_perfect_participle_kanac,kAnac,"[""01.0013"", ""meaning-7ba414f5e3c0""]",01.0013,madi~\,kAntO,कान्तौ (kāntau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,mamandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
5f5156942b83932ddb77,vedic_perfect_participle_kanac,kAnac,"[""01.0013"", ""meaning-a4fa07c9086e""]",01.0013,madi~\,svapne,स्वप्ने (svapne),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,mamandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
5b3f4132293e0fd311ef,vedic_perfect_participle_kanac,kAnac,"[""01.0013"", ""meaning-e642b12901a6""]",01.0013,madi~\,mode,मोदे (mode),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,mamandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
a5edb511d4834143b1fe,vedic_perfect_participle_kanac,kAnac,"[""01.0013"", ""meaning-ea0890697a77""]",01.0013,madi~\,made,मदे (made),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,mamandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
f2ae4feb0838b7c36bb2,vedic_perfect_participle_kanac,kAnac,"[""01.0014"", ""meaning-84fe2d02b5f1""]",01.0014,spadi~\,kiYciccalane,किञ्चिच्चलने (kiñciccalane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,paspandAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
fadabae4d6061c21a783,vedic_perfect_participle_kanac,kAnac,"[""01.0015"", ""meaning-c3ab493c096b""]",01.0015,klidi~\,paridevane,परिदेवने (paridevane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,ciklindAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
66f00348c3bbfc81a6bb,vedic_perfect_participle_kanac,kAnac,"[""01.0016"", ""meaning-a6f808d0cf60""]",01.0016,muda~\,harze,हर्षे (harṣe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,mumudAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
17c4e5a07ccbdd760436,vedic_perfect_participle_kanac,kAnac,"[""01.0017"", ""meaning-a71280a34aa6""]",01.0017,dada~\,dAne,दाने (dāne),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,dadadAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
5703590768f6facd5afc,vedic_perfect_participle_kanac,kAnac,"[""01.0018"", ""meaning-c1e1d650336a""]",01.0018,zvada~\,AsvAdane,आस्वादने (āsvādane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,sasvadAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
a9d77febfe29303600e6,vedic_perfect_participle_kanac,kAnac,"[""01.0019"", ""meaning-c1e1d650336a""]",01.0019,svarda~\,AsvAdane,आस्वादने (āsvādane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,sasvardAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
b7cc781c1861e2144466,vedic_perfect_participle_kanac,kAnac,"[""01.0020"", ""meaning-1dbf3e09c297""]",01.0020,urda~\,krIqAyAM,क्रीडायां (krīḍāyāṃ),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,UrdAYcakrARa/;UrdAmAsAna/;UrdAmbaBUvAna/,3,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
c1768657d72966be1413,vedic_perfect_participle_kanac,kAnac,"[""01.0020"", ""meaning-8b8700ed2466""]",01.0020,urda~\,mAne,माने (māne),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,UrdAYcakrARa/;UrdAmAsAna/;UrdAmbaBUvAna/,3,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
78bea52eb3551ffe2b41,vedic_perfect_participle_kanac,kAnac,"[""01.0020"", ""meaning-c1e1d650336a""]",01.0020,urda~\,AsvAdane,आस्वादने (āsvādane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,UrdAYcakrARa/;UrdAmAsAna/;UrdAmbaBUvAna/,3,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
d091932a19edc6cdd57c,vedic_perfect_participle_kanac,kAnac,"[""01.0021"", ""meaning-c2219ce22ddf""]",01.0021,kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cukUrdAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
1f9b2d72ee7056c4dafd,vedic_perfect_participle_kanac,kAnac,"[""01.0022"", ""meaning-c2219ce22ddf""]",01.0022,Kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cuKUrdAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
9b5b1e9afd33b9d40eb3,vedic_perfect_participle_kanac,kAnac,"[""01.0023"", ""meaning-c2219ce22ddf""]",01.0023,gurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jugUrdAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
1ffd5f63c3b6d057ece3,vedic_perfect_participle_kanac,kAnac,"[""01.0024"", ""meaning-c2219ce22ddf""]",01.0024,guda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jugudAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
d99266223c07081fac5d,vedic_perfect_participle_kanac,kAnac,"[""01.0025"", ""meaning-dd1adc78b9c7""]",01.0025,zUda~\,kzaraRe,क्षरणे (kṣaraṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,suzUdAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
1c789c2447529ae27b14,vedic_perfect_participle_kanac,kAnac,"[""01.0026"", ""meaning-f7e0033b3f96""]",01.0026,hrAda~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jahrAdAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
d143108ddae9a73adaf2,vedic_perfect_participle_kanac,kAnac,"[""01.0027"", ""meaning-361d9b94e80f""]",01.0027,hlAdI~\,suKe,सुखे (sukhe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jahlAdAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
9a693675a139fd6deeab,vedic_perfect_participle_kanac,kAnac,"[""01.0027"", ""meaning-f7e0033b3f96""]",01.0027,hlAdI~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jahlAdAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
ec96b3b11659a6d9923e,vedic_perfect_participle_kanac,kAnac,"[""01.0028"", ""meaning-c1e1d650336a""]",01.0028,svAda~\,AsvAdane,आस्वादने (āsvādane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,sasvAdAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
66fda44cf7eba3f683ce,vedic_perfect_participle_kanac,kAnac,"[""01.0029"", ""meaning-aefdf1577154""]",01.0029,parda~\,kutsite Sabde,कुत्सिते शब्दे (kutsite śabde),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,papardAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
843e2e3c9ea344d96720,vedic_perfect_participle_kanac,kAnac,"[""01.0030"", ""meaning-52a2ffd5acb5""]",01.0030,yatI~\,prayatne,प्रयत्ने (prayatne),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,yetAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
320e546cb6360f616c8e,vedic_perfect_participle_kanac,kAnac,"[""01.0031"", ""meaning-730f7e4e2ef8""]",01.0031,yutf~\,BAsane,भासने (bhāsane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,yuyutAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
81f297de0f740b1e0df8,vedic_perfect_participle_kanac,kAnac,"[""01.0032"", ""meaning-730f7e4e2ef8""]",01.0032,jutf~\,BAsane,भासने (bhāsane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jujutAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
010fe5aabfa2b495a23a,vedic_perfect_participle_kanac,kAnac,"[""01.0033"", ""meaning-3a332ba259da""]",01.0033,viTf~\,yAcane,याचने (yācane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,viviTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
79447dccb9aedb25e130,vedic_perfect_participle_kanac,kAnac,"[""01.0034"", ""meaning-3a332ba259da""]",01.0034,veTf~\,yAcane,याचने (yācane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,viveTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
45c85495f4b7712f82f7,vedic_perfect_participle_kanac,kAnac,"[""01.0035"", ""meaning-148cd30ab525""]",01.0035,SraTi~\,SETilye,शैथिल्ये (śaithilye),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,SaSranTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
e6a77bfedef3a068a084,vedic_perfect_participle_kanac,kAnac,"[""01.0036"", ""meaning-2fb8a980f690""]",01.0036,graTi~\,kOwilye,कौटिल्ये (kauṭilye),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jagranTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
e5a8b5cef8399bd082ac,vedic_perfect_participle_kanac,kAnac,"[""01.0037"", ""meaning-b00073dcdeb8""]",01.0037,katTa~\,SlAGAyAm,श्लाघायाम् (ślāghāyām),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cakatTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
2b8f8fa35dce517a52e0,vedic_perfect_participle_kanac,kAnac,"[""01.0038"", ""meaning-eab2190db789""]",01.0038,ata~,sAtatyagamane,सातत्यगमने (sātatyagamane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,AtAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
6474778e23d8087f78dc,vedic_perfect_participle_kanac,kAnac,"[""01.0039"", ""meaning-2d1bec3ff990""]",01.0039,citI~,saMjYAne,संज्ञाने (saṃjñāne),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cicitAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
c70fcd1aff4fb34c38d3,vedic_perfect_participle_kanac,kAnac,"[""01.0040"", ""meaning-017dbd0718cb""]",01.0040,cyuti~r,Asecane,आसेचने (āsecane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cucyutAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
fe7cf1607e6330ff0d76,vedic_perfect_participle_kanac,kAnac,"[""01.0041"", ""meaning-017dbd0718cb""]",01.0041,Scuti~r,Asecane,आसेचने (āsecane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cuScutAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
96445dad304f4fe3db1d,vedic_perfect_participle_kanac,kAnac,"[""01.0042"", ""meaning-dd1adc78b9c7""]",01.0042,Scyuti~r,kzaraRe,क्षरणे (kṣaraṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cuScyutAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
cf6580c69a3ad3f973e9,vedic_perfect_participle_kanac,kAnac,"[""01.0043"", ""meaning-730f7e4e2ef8""]",01.0043,jyutf~,BAsane,भासने (bhāsane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jujyutAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
612c33d7cd4ca100461d,vedic_perfect_participle_kanac,kAnac,"[""01.0044"", ""meaning-3bf7963ee53c""]",01.0044,maTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,mamanTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
1eb6bdcb92cade7b795b,vedic_perfect_participle_kanac,kAnac,"[""01.0044"", ""meaning-8f27214ec2fb""]",01.0044,maTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,mamanTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
1b089e0f5f4af131f216,vedic_perfect_participle_kanac,kAnac,"[""01.0045"", ""meaning-3bf7963ee53c""]",01.0045,kuTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cukunTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
9c42597499dcf550bc70,vedic_perfect_participle_kanac,kAnac,"[""01.0045"", ""meaning-8f27214ec2fb""]",01.0045,kuTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cukunTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
8b33151f1f3e8da325d9,vedic_perfect_participle_kanac,kAnac,"[""01.0046"", ""meaning-3bf7963ee53c""]",01.0046,puTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,pupunTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
69bc2ee6fe5d8e3ef49b,vedic_perfect_participle_kanac,kAnac,"[""01.0046"", ""meaning-8f27214ec2fb""]",01.0046,puTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,pupunTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
df7d2bb7e7ed6d733bc7,vedic_perfect_participle_kanac,kAnac,"[""01.0047"", ""meaning-3bf7963ee53c""]",01.0047,luTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,lulunTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
b6ea1a8819764d8275e8,vedic_perfect_participle_kanac,kAnac,"[""01.0047"", ""meaning-8f27214ec2fb""]",01.0047,luTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,lulunTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
6462a2a2350d0df7cad2,vedic_perfect_participle_kanac,kAnac,"[""01.0048"", ""meaning-a1e0dd32df21""]",01.0048;09.0047,manTa~,viloqane,विलोडने (viloḍane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,meTAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
dfc3720b8388212f650d,vedic_perfect_participle_kanac,kAnac,"[""01.0049"", ""meaning-bebe0cdf773e""]",01.0049,ziDa~,gatyAm,गत्याम् (gatyām),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,siziDAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
f8200f856dd775df8ee6,vedic_perfect_participle_kanac,kAnac,"[""01.0050"", ""meaning-0ceeb40a9d4c""]",01.0050,ziDU~,mANgalye,माङ्गल्ये (māṅgalye),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,siziDAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
