compound_relation_id,compound_type,member_forms_slp1,member_count,derivational_depth,semantic_relation,rule_refs,source_assertion_ids,source_assertion_count,expected_forms_slp1,expected_variant_count,eligibility_status,generated_forms_slp1,derivation_paths_json,verification_status,local_rust_execution_status
1159a530db31b551,avyayibhava,dvi;muni,2,1,indeclinable relation of dvi to muni,2.1.19,dd1c67cb3deb66a6,1,dvimuni,1,source_demonstrated_two_or_three_member_relation,dvimuni,"[{""form_slp1"":""dvimuni"",""path"":[{""result"":""dvi"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.1.74"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""2.1.19"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.1.74"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni"",""rule"":""2.4.17"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni + "",""rule"":""4.1.2"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni + "",""rule"":""2.4.82"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni + "",""rule"":""1.1.74"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni + "",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + muni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + muni + "",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + muni + "",""rule"":""7.1.23"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + muni + "",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + muni + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + muni + "",""rule"":""1.4.17"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + muni + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
27bc2dd0734b0a99,avyayibhava,dvi;pari,2,1,indeclinable relation of dvi to pari,2.1.10,5d5ebabcc7ddb35d,1,dvipari,1,source_demonstrated_two_or_three_member_relation,dvipari,"[{""form_slp1"":""dvipari"",""path"":[{""result"":""dvi"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.1.74"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""2.1.10"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.1.74"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari"",""rule"":""2.4.17"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari + "",""rule"":""4.1.2"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari + "",""rule"":""2.4.82"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari + "",""rule"":""1.1.74"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari + "",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + pari + "",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + pari + "",""rule"":""7.1.23"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + pari + "",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + pari + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + pari + "",""rule"":""1.4.17"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + pari + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""dvi +  + pari + "",""rule"":""8.4.68"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
0c873456b6be7b78,avyayibhava,eka;pari,2,1,indeclinable relation of eka to pari,2.1.10,bd933599081ded56,1,ekapari,1,source_demonstrated_two_or_three_member_relation,ekapari,"[{""form_slp1"":""ekapari"",""path"":[{""result"":""eka"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.1.74"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""2.1.10"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.1.74"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari"",""rule"":""2.4.17"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari + "",""rule"":""4.1.2"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari + "",""rule"":""2.4.82"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari + "",""rule"":""1.1.74"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari + "",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""eka + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""eka +  + pari + "",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""eka +  + pari + "",""rule"":""7.1.23"",""rule_source"":""azwADyAyI""},{""result"":""eka +  + pari + "",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""eka +  + pari + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""eka +  + pari + "",""rule"":""1.4.17"",""rule_source"":""azwADyAyI""},{""result"":""eka +  + pari + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""eka +  + pari + "",""rule"":""8.4.68"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
9f9cb760ed3d3afc,avyayibhava,prati;agni,2,1,indeclinable relation of prati to agni,2.1.14,bd8e0309e64be5da,1,pratyagni,1,source_demonstrated_two_or_three_member_relation,pratyagni,"[{""form_slp1"":""pratyagni"",""path"":[{""result"":""prati"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""1.4.7"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""2.1.14"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""1.4.7"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni"",""rule"":""2.4.17"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni + "",""rule"":""4.1.2"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni + "",""rule"":""2.4.82"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni + "",""rule"":""1.4.7"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""prati + su~ + agni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""prati +  + agni + "",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""prati +  + agni + "",""rule"":""7.1.23"",""rule_source"":""azwADyAyI""},{""result"":""prati +  + agni + "",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""prati +  + agni + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""prati +  + agni + "",""rule"":""1.4.17"",""rule_source"":""azwADyAyI""},{""result"":""prati +  + agni + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""praty +  + agni + "",""rule"":""6.1.77"",""rule_source"":""azwADyAyI""},{""result"":""praty +  + agni + "",""rule"":""8.4.68"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
b1f04cea644799db,avyayibhava,tri;muni,2,1,indeclinable relation of tri to muni,2.1.19,f85d55ab3997fb6a,1,trimuni,1,source_demonstrated_two_or_three_member_relation,trimuni,"[{""form_slp1"":""trimuni"",""path"":[{""result"":""tri"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""2.1.19"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni"",""rule"":""2.4.17"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni + "",""rule"":""4.1.2"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni + "",""rule"":""2.4.82"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni + "",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + muni + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + muni + "",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + muni + "",""rule"":""7.1.23"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + muni + "",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + muni + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + muni + "",""rule"":""1.4.17"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + muni + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
39c85a28001e6441,avyayibhava,tri;pari,2,1,indeclinable relation of tri to pari,2.1.10,895cc6b26ee32350,1,tripari,1,source_demonstrated_two_or_three_member_relation,tripari,"[{""form_slp1"":""tripari"",""path"":[{""result"":""tri"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""2.1.10"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari"",""rule"":""2.4.17"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari + "",""rule"":""4.1.2"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari + "",""rule"":""2.4.82"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari + "",""rule"":""1.1.23"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri + su~ + pari + "",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + pari + "",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + pari + "",""rule"":""7.1.23"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + pari + "",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + pari + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + pari + "",""rule"":""1.4.17"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + pari + "",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""tri +  + pari + "",""rule"":""8.4.68"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
bbae00aacf510988,avyayibhava,yAvat;amatra,2,1,indeclinable relation of yAvat to amatra,2.1.8,370323c51578ce0e,1,yAvadamatram,1,source_demonstrated_two_or_three_member_relation,yAvadamatram,"[{""form_slp1"":""yAvadamatram"",""path"":[{""result"":""yAvat"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""1.1.73"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""2.1.8"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""1.1.73"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra"",""rule"":""2.4.17"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra + "",""rule"":""4.1.2"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra + am"",""rule"":""2.4.83"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra + am"",""rule"":""1.1.73"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yAvat + su~ + amatra + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yAvat +  + amatra + am"",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""yAvat +  + amatra + am"",""rule"":""7.1.24"",""rule_source"":""azwADyAyI""},{""result"":""yAvat +  + amatra + am"",""rule"":""1.3.4"",""rule_source"":""azwADyAyI""},{""result"":""yAvat +  + amatra + am"",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""yAvat +  + amatra + am"",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""yAvat +  + amatra + am"",""rule"":""1.4.18"",""rule_source"":""azwADyAyI""},{""result"":""yAvat +  + amatra + am"",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""yAvat +  + amatra + m"",""rule"":""6.1.107"",""rule_source"":""azwADyAyI""},{""result"":""yAvad +  + amatra + m"",""rule"":""8.2.39"",""rule_source"":""azwADyAyI""},{""result"":""yAvad +  + amatra + m"",""rule"":""8.4.68"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
bbb405880be2cab6,avyayibhava,yaTA;aDyApaka,2,1,indeclinable relation of yaTA to aDyApaka,2.1.7,be563d9c1d35627b,1,yaTADyApakam,1,source_demonstrated_two_or_three_member_relation,yaTADyApakam,"[{""form_slp1"":""yaTADyApakam"",""path"":[{""result"":""yaTA"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka"",""rule"":""2.1.7"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka"",""rule"":""2.4.17"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka + "",""rule"":""4.1.2"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka + am"",""rule"":""2.4.83"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + aDyApaka + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + aDyApaka + am"",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + aDyApaka + am"",""rule"":""7.1.24"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + aDyApaka + am"",""rule"":""1.3.4"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + aDyApaka + am"",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + aDyApaka + am"",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + aDyApaka + am"",""rule"":""1.4.18"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + aDyApaka + am"",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + aDyApaka + m"",""rule"":""6.1.107"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + DyApaka + m"",""rule"":""6.1.101"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + DyApaka + m"",""rule"":""8.4.68"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
94bc8c163be4f846,avyayibhava,yaTA;vfdDa,2,1,indeclinable relation of yaTA to vfdDa,2.1.5;2.1.7,fb1a0f2dcca8407b;ff83d91cb320b97d,2,yaTAvfdDam,1,source_demonstrated_two_or_three_member_relation,yaTAvfdDam,"[{""form_slp1"":""yaTAvfdDam"",""path"":[{""result"":""yaTA"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa"",""rule"":""2.1.7"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa"",""rule"":""1.1.43"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa"",""rule"":""2.4.17"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa + "",""rule"":""4.1.2"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa + am"",""rule"":""2.4.83"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA + su~ + vfdDa + am"",""rule"":""1.1.41"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + vfdDa + am"",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + vfdDa + am"",""rule"":""7.1.24"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + vfdDa + am"",""rule"":""1.3.4"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + vfdDa + am"",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + vfdDa + am"",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + vfdDa + am"",""rule"":""1.4.18"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + vfdDa + am"",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + vfdDa + m"",""rule"":""6.1.107"",""rule_source"":""azwADyAyI""},{""result"":""yaTA +  + vfdDa + m"",""rule"":""8.4.68"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
eaf750a1397315e6,caturthi_tatpurusha,aSva;hita,2,1,hita for aSva,2.1.36,11f06bc152a8fe8c,1,aSvahita,1,source_demonstrated_two_or_three_member_relation,aSvahita,"[{""form_slp1"":""aSvahita"",""path"":[{""result"":""aSva"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""aSva + Ne + hita"",""rule"":""1.2.45"",""rule_source"":""azwADyAyI""},{""result"":""aSva + Ne + hita"",""rule"":""2.1.36"",""rule_source"":""azwADyAyI""},{""result"":""aSva +  + hita"",""rule"":""2.4.71"",""rule_source"":""azwADyAyI""},{""result"":""aSva +  + hita"",""rule"":""1.4.13"",""rule_source"":""azwADyAyI""},{""result"":""aSva +  + hita"",""rule"":""1.4.17"",""rule_source"":""azwADyAyI""},{""result"":""aSva +  + hita"",""rule"":""1.4.14"",""rule_source"":""azwADyAyI""},{""result"":""aSva +  + hita"",""rule"":""8.4.68"",""rule_source"":""azwADyAyI""}]}]",pinned_active_vidyut_regression_assertion,locally_regenerated_at_pinned_commit
