example_id,source_file,source_function,source_line,rule_ref,input_form_slp1,semantic_context,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,source_assertion_status,semantic_description,semantic_description_status,semantic_disposition
29a3099f4ec84995779d,kashika_4_1.rs,sutra_4_1_92,454,4.1.92,diti,TasyaApatyam,Rya,dEtya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
6cc2bf6a752a5eb11bff,kashika_4_1.rs,sutra_4_1_92,455,4.1.92,utsa,TasyaApatyam,aY,Otsa,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
fd1eff7e6273c2c34988,kashika_4_1.rs,sutra_4_1_92,456,4.1.92,strI,TasyaApatyam,naY,strERa,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
8ed69e5b02a1dd2b9a2f,kashika_4_1.rs,sutra_4_1_92,457,4.1.92,pums,TasyaApatyam,snaY,pOMsna,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
ca16407251e85c0f2f5f,kashika_4_1.rs,sutra_4_1_92,459,4.1.92,BAnu,TasyaApatyam,aR,BAnava,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
89d3f3b6dd75134dc38d,kashika_4_1.rs,sutra_4_1_92,460,4.1.92,SyAmagu,TasyaApatyam,aR,SyAmagava,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
c793f1a4933f53398a68,kashika_4_1.rs,sutra_4_1_95,465,4.1.95,dakza,TasyaApatyam,iY,dAkzi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
939779041f342c2660f5,kashika_4_1.rs,sutra_4_1_95,468,4.1.95,SuBamyA,TasyaApatyam,iY,,0,negative,Descendant. (4.1.92),documented_english_gloss,source_negative_not_admitted
00a05403b3363350f0bf,kashika_4_1.rs,sutra_4_1_95,469,4.1.95,kIlAlapA,TasyaApatyam,iY,,0,negative,Descendant. (4.1.92),documented_english_gloss,source_negative_not_admitted
4c076f4edb0cf76fd4f6,kashika_4_1.rs,sutra_4_1_96,474,4.1.96,bAhu,TasyaApatyam,iY,bAhavi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
501655ede0174b0c320a,kashika_4_1.rs,sutra_4_1_96,475,4.1.96,upabAhu,TasyaApatyam,iY,OpabAhavi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
51ce36389212429431c2,kashika_4_1.rs,sutra_4_1_97,481,4.1.97,suDAtf,TasyaApatyam,iY,sODAtaki,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
3f3a55fb7df9c432d798,kashika_4_1.rs,sutra_4_1_97_v1,486,4.1.97,vyAsa,TasyaApatyam,iY,vEyAsaki,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
8f66ced13d1dd387b020,kashika_4_1.rs,sutra_4_1_97_v1,487,4.1.97,varuqa,TasyaApatyam,iY,vAruqaki,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
c478542962736eb2ee57,kashika_4_1.rs,sutra_4_1_97_v1,488,4.1.97,nizAda,TasyaApatyam,iY,nEzAdaki,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
c90b922ee34e483145ce,kashika_4_1.rs,sutra_4_1_97_v1,489,4.1.97,caRqAla,TasyaApatyam,iY,cARqAlaki,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
d3dc61dffbab19b03497,kashika_4_1.rs,sutra_4_1_97_v1,490,4.1.97,bimba,TasyaApatyam,iY,bEmbaki,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
7b507550faf5e318227a,kashika_4_1.rs,sutra_4_1_98,495,4.1.98,kuYja,Gotra,cPaY,kOYjAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
677618a942cc67695336,kashika_4_1.rs,sutra_4_1_98,496,4.1.98,braDna,Gotra,cPaY,brADnAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
a3ec3ae4f7bfbb55238f,kashika_4_1.rs,sutra_4_1_98,498,4.1.98,kuYja,TasyaApatyam,iY,kOYji,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
713ef42b388af80300ec,kashika_4_1.rs,sutra_4_1_99,503,4.1.99,naqa,Gotra,Pak,nAqAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
5b6299b996b3ca8a2564,kashika_4_1.rs,sutra_4_1_99,504,4.1.99,cara,Gotra,Pak,cArAyaRa,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
c21f4fb1d87b5551b229,kashika_4_1.rs,sutra_4_1_99,506,4.1.99,naqa,TasyaApatyam,iY,nAqi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
ea86f8b2ebea81209421,kashika_4_1.rs,sutra_4_1_102,512,4.1.102,Saradvat,Gotra,Pak,SAradvatAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
a6613009137e741223c1,kashika_4_1.rs,sutra_4_1_102,513,4.1.102,Saradvat,Gotra,aY,SAradvata,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
94a81a107fac14365d26,kashika_4_1.rs,sutra_4_1_102,514,4.1.102,Sunaka,Gotra,Pak,SOnakAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
8043b6ee5caa4eb69143,kashika_4_1.rs,sutra_4_1_102,515,4.1.102,Sunaka,Gotra,aY,SOnaka,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
7dfca6393021e8d946aa,kashika_4_1.rs,sutra_4_1_102,516,4.1.102,darBa,Gotra,Pak,dArBAyaRa,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
d1664e19d75e02cf6845,kashika_4_1.rs,sutra_4_1_102,517,4.1.102,darBa,TasyaApatyam,iY,dArBi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
338b9840f1b80bdc07d6,kashika_4_1.rs,sutra_4_1_103,522,4.1.103,droRa,Gotra,Pak,drORAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
50c530f2545e6a256f5e,kashika_4_1.rs,sutra_4_1_103,523,4.1.103,droRa,Gotra,iY,drORi,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
2318966d0b271999d13c,kashika_4_1.rs,sutra_4_1_103,524,4.1.103,parvata,Gotra,Pak,pArvatAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
ee4970a7001df362ef20,kashika_4_1.rs,sutra_4_1_103,525,4.1.103,parvata,Gotra,iY,pArvati,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
ac290c9c8e244917dffe,kashika_4_1.rs,sutra_4_1_103,526,4.1.103,jIvanta,Gotra,Pak,jEvantAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
a9ea05442c0d51041b58,kashika_4_1.rs,sutra_4_1_103,527,4.1.103,jIvanta,Gotra,iY,jEvanti,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
976ede826f3b51a4e1f9,kashika_4_1.rs,sutra_4_1_104,532,4.1.104,bida,Gotra,aY,bEda,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
96b4a4a4e50343d547ce,kashika_4_1.rs,sutra_4_1_104,533,4.1.104,urva,Gotra,aY,Orva,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
c8f08ddf877d6e6f0893,kashika_4_1.rs,sutra_4_1_105,538,4.1.105,garga,Gotra,yaY,gArgya,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
145d760e2dbc67498cf4,kashika_4_1.rs,sutra_4_1_105,539,4.1.105,vatsa,Gotra,yaY,vAtsya,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
933e8f43d61ace7a8fa5,kashika_4_1.rs,sutra_4_1_106,544,4.1.106,maDu,Gotra,yaY,mADavya,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
cd16e11f155ec7a624fb,kashika_4_1.rs,sutra_4_1_106,545,4.1.106,maDu,Gotra,aR,mADava,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
701787723c6904e187e4,kashika_4_1.rs,sutra_4_1_106,546,4.1.106,baBru,Gotra,yaY,bABravya,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
cc22ba24fe407c3e9fe8,kashika_4_1.rs,sutra_4_1_106,547,4.1.106,baBru,Gotra,aR,bABrava,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
9a727f878fafed66d120,kashika_4_1.rs,sutra_4_1_107,553,4.1.107,kapi,Gotra,yaY,kApya,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
6776145f2440ed9e314f,kashika_4_1.rs,sutra_4_1_107,554,4.1.107,boDa,Gotra,yaY,bODya,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
e22e62432feaf3c98db4,kashika_4_1.rs,sutra_4_1_107,556,4.1.107,kapi,Gotra,Qak,kApeya,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
b2588d720d658c14ec7b,kashika_4_1.rs,sutra_4_1_107,557,4.1.107,boDa,Gotra,iY,bODi,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
8443bfe1d08ef21bd095,kashika_4_1.rs,sutra_4_1_108,563,4.1.108,vataRqa,Gotra,yaY,vAtaRqya,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
4bab1b772b9c430b712a,kashika_4_1.rs,sutra_4_1_108,564,4.1.108,vataRqa,Gotra,aR,vAtaRqa,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
84b65f84a6b3a4882460,kashika_4_1.rs,sutra_4_1_110,569,4.1.110,aSva,Gotra,PaY,ASvAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
8c1f3466dc681a85b328,kashika_4_1.rs,sutra_4_1_110,570,4.1.110,aSman,Gotra,PaY,ASmAyana,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
82594404b4a8037a3e3c,kashika_4_1.rs,sutra_4_1_111,575,4.1.111,Barga,Gotra,PaY,BArgAyaRa,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
bd6636637fc1c1c2b3ef,kashika_4_1.rs,sutra_4_1_111,576,4.1.111,Barga,Gotra,iY,BArgi,1,positive,Patronymic lineage. (4.1.98),documented_english_gloss,source_conditioned_candidate
78883cd3d959615f0a6c,kashika_4_1.rs,sutra_4_1_117,596,4.1.117,vikarRa,TasyaApatyam,aR,vEkarRa,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
fd71754141b9effd14b8,kashika_4_1.rs,sutra_4_1_117,597,4.1.117,vikarRa,TasyaApatyam,iY,vEkarRi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
ee02b1c77ed78e27419e,kashika_4_1.rs,sutra_4_1_117,598,4.1.117,SuNga,TasyaApatyam,aR,SONga,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
586a5479aa902ed0b1b4,kashika_4_1.rs,sutra_4_1_117,599,4.1.117,SuNga,TasyaApatyam,iY,SONgi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
838a3f0e3d5ee392876d,kashika_4_1.rs,sutra_4_1_117,600,4.1.117,Cagala,TasyaApatyam,aR,CAgala,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
1fbecdf18fbcafe738c2,kashika_4_1.rs,sutra_4_1_117,601,4.1.117,Cagala,TasyaApatyam,iY,CAgali,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
2b9ee9a9f6d914270854,kashika_4_1.rs,sutra_4_1_119,612,4.1.119,maRqUka,TasyaApatyam,aR,mARqUka,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
29b3bdc95140346acc8f,kashika_4_1.rs,sutra_4_1_119,613,4.1.119,maRqUka,TasyaApatyam,iY,mARqUki,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
96c1fc3220b7ea40fb13,kashika_4_1.rs,sutra_4_1_119,614,4.1.119,maRqUka,TasyaApatyam,Qak,mARqUkeya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
17f795d1df11c61f43ad,kashika_4_1.rs,sutra_4_1_122,636,4.1.122,atri,TasyaApatyam,Qak,Atreya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
80fe61b01dc57fd546ab,kashika_4_1.rs,sutra_4_1_122,637,4.1.122,niDi,TasyaApatyam,Qak,nEDeya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
bfa27ff56e5f03bf78c4,kashika_4_1.rs,sutra_4_1_122,639,4.1.122,dakza,TasyaApatyam,Qak,,0,negative,Descendant. (4.1.92),documented_english_gloss,source_negative_not_admitted
744274a28a560082f1f6,kashika_4_1.rs,sutra_4_1_122,640,4.1.122,dakza,TasyaApatyam,iY,dAkzi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
2b56dbe23c4e429c0689,kashika_4_1.rs,sutra_4_1_122,641,4.1.122,plakza,TasyaApatyam,Qak,,0,negative,Descendant. (4.1.92),documented_english_gloss,source_negative_not_admitted
548db0aa39381c7bf35e,kashika_4_1.rs,sutra_4_1_122,642,4.1.122,plakza,TasyaApatyam,iY,plAkzi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
79141387417b3036428a,kashika_4_1.rs,sutra_4_1_122,645,4.1.122,marIci,TasyaApatyam,Qak,,0,negative,Descendant. (4.1.92),documented_english_gloss,source_negative_not_admitted
08f6217bc15f6b38a9a3,kashika_4_1.rs,sutra_4_1_122,646,4.1.122,marIci,TasyaApatyam,aR,mArIca,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
6784c15d63cbd23b52d2,kashika_4_1.rs,sutra_4_1_123,651,4.1.123,SuBra,TasyaApatyam,Qak,SOBreya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
637a2718a38fc1bca7e7,kashika_4_1.rs,sutra_4_1_123,652,4.1.123,vizwapura,TasyaApatyam,Qak,vEzwapureya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
9a760be0808b713433fb,kashika_4_1.rs,sutra_4_1_124,657,4.1.124,vikarRa,TasyaApatyam,Qak,vEkarReya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
ffba28e4bb83b3f65039,kashika_4_1.rs,sutra_4_1_124,658,4.1.124,kuzItaka,TasyaApatyam,Qak,kOzItakeya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
b03f0af1a572b5034cea,kashika_4_1.rs,sutra_4_1_124,659,4.1.124,vikarRa,TasyaApatyam,iY,vEkarRi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
e67fd4a6453d293e4396,kashika_4_1.rs,sutra_4_1_124,660,4.1.124,kuzItaka,TasyaApatyam,iY,kOzItaki,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
2425e103c64badd750de,kashika_4_1.rs,sutra_4_1_125,666,4.1.125,BrU,TasyaApatyam,Qak,BrOveya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
b8e2bfdb21e9205c6103,kashika_4_1.rs,sutra_4_1_126,672,4.1.126,kalyARI,TasyaApatyam,Qak,kalyARineya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
e069b7b748dc33bb47eb,kashika_4_1.rs,sutra_4_1_126,673,4.1.126,suBagA,TasyaApatyam,Qak,sOBAgineya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
1642de69323808759815,kashika_4_1.rs,sutra_4_1_126,674,4.1.126,durBagA,TasyaApatyam,Qak,dOrBAgineya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
fb05c7235dc4ed9ba20e,kashika_4_1.rs,sutra_4_1_128,686,4.1.128,cawakA,TasyaApatyam,Erak,cAwakEra,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
b7d3a139c6a37433fefd,kashika_4_1.rs,sutra_4_1_128_v1,691,4.1.128,cawaka,TasyaApatyam,Erak,cAwakEra,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
1d001ef607daa00f5c08,kashika_4_1.rs,sutra_4_1_129,696,4.1.129,goDA,TasyaApatyam,Qrak,gODera,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
4c103182b013ce5649b1,kashika_4_1.rs,sutra_4_1_129,697,4.1.129,goDA,TasyaApatyam,Qak,gODeya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
0ccfea71369b451c98a7,kashika_4_1.rs,sutra_4_1_130,702,4.1.130,goDA,TasyaApatyam,Arak,gODAra,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
764895acc65bf969aaf0,kashika_4_1.rs,sutra_4_1_132,707,4.1.132,pitfzvasf,TasyaApatyam,CaR,pEtfzvasrIya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
f13fc79774da8b96ff61,kashika_4_1.rs,sutra_4_1_133,712,4.1.133,pitfzvasf,TasyaApatyam,Qak,pEtfzvaseya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
633aa182aaa5f12f672a,kashika_4_1.rs,sutra_4_1_134,717,4.1.134,mAtfzvasf,TasyaApatyam,CaR,mAtfzvasrIya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
da18314125f1285061b8,kashika_4_1.rs,sutra_4_1_134,718,4.1.134,mAtfzvasf,TasyaApatyam,Qak,mAtfzvaseya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
eec621782967c1881789,kashika_4_1.rs,sutra_4_1_136,723,4.1.136,gfzwi,TasyaApatyam,QaY,gArzweya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
5d50d773a8f92dbc57be,kashika_4_1.rs,sutra_4_1_136,724,4.1.136,hfzwi,TasyaApatyam,QaY,hArzweya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
0abf3c63fd406fdf3289,kashika_4_1.rs,sutra_4_1_137,730,4.1.137,rAjan,TasyaApatyam,yat,rAjanya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
234e5f4a3e363cf1eaf9,kashika_4_1.rs,sutra_4_1_137,731,4.1.137,SvaSura,TasyaApatyam,yat,SvaSurya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
4bf48527a8476afa1376,kashika_4_1.rs,sutra_4_1_138,736,4.1.138,kzatra,TasyaApatyam,Ga,kzatriya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
5f08955796624a1798ca,kashika_4_1.rs,sutra_4_1_139,741,4.1.139,kula,TasyaApatyam,Ka,kulIna,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
6796f1c6685be18a2e52,kashika_4_1.rs,sutra_4_1_140,746,4.1.140,kula,TasyaApatyam,yat,kulya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
ea0ba1414b7d0bbab308,kashika_4_1.rs,sutra_4_1_140,747,4.1.140,kula,TasyaApatyam,QakaY,kOleyaka,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
f33aa59b37781ea94d48,kashika_4_1.rs,sutra_4_1_140,748,4.1.140,kula,TasyaApatyam,Ka,kulIna,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
ebad7ece67a67676cee0,kashika_4_1.rs,sutra_4_1_141,753,4.1.141,mahAkula,TasyaApatyam,aY,mAhAkula,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
f8fb5e46c6603fbe7d1e,kashika_4_1.rs,sutra_4_1_141,754,4.1.141,mahAkula,TasyaApatyam,KaY,mAhAkulIna,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
7516ef670b859ba355dd,kashika_4_1.rs,sutra_4_1_141,755,4.1.141,mahAkula,TasyaApatyam,Ka,mahAkulIna,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
ebe539630666deadcf34,kashika_4_1.rs,sutra_4_1_142,760,4.1.142,duzkula,TasyaApatyam,Qak,dOzkuleya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
e028522cc12e71ab79ba,kashika_4_1.rs,sutra_4_1_142,761,4.1.142,duzkula,TasyaApatyam,Ka,duzkulIna,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
41f07586a59e796c7073,kashika_4_1.rs,sutra_4_1_143,766,4.1.143,svasf,TasyaApatyam,Ca,svasrIya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
bed84ebb7a23bd785b61,kashika_4_1.rs,sutra_4_1_144,771,4.1.144,BrAtf,TasyaApatyam,Ca,BrAtrIya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
3e42d0fc750c92637305,kashika_4_1.rs,sutra_4_1_144,772,4.1.144,BrAtf,TasyaApatyam,vyat,BrAtfvya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
942e731ce468186affd9,kashika_4_1.rs,sutra_4_1_145,777,4.1.145,BrAtf,TasyaApatyam,vyan,BrAtfvya,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
3efd9835909a74a9d17e,kashika_4_1.rs,sutra_4_1_146,782,4.1.146,revatI,TasyaApatyam,Wak,rEvatika,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
8656d2ff42459b49c673,kashika_4_1.rs,sutra_4_1_146,783,4.1.146,aSvapAlI,TasyaApatyam,Wak,ASvapAlika,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
6f5c5d7967da9f66faa6,kashika_4_1.rs,sutra_4_1_157,788,4.1.157,Amragupta,TasyaApatyam,PiY,AmraguptAyani,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
aa9fdcccbd429a26bb85,kashika_4_1.rs,sutra_4_1_157,789,4.1.157,grAmarakza,TasyaApatyam,PiY,grAmarakzAyaRi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
c656639030f59f39e610,kashika_4_1.rs,sutra_4_1_158,794,4.1.158,vAkina,TasyaApatyam,PiY,vAkinakAyani,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
d5c9fb7927ea828d74e3,kashika_4_1.rs,sutra_4_1_158,795,4.1.158,vAkina,TasyaApatyam,iY,vAkini,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
5dbdf023630cbb06bd66,kashika_4_1.rs,sutra_4_1_158,796,4.1.158,gAreDa,TasyaApatyam,PiY,gAreDakAyani,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
00135e6929dc23be8e3c,kashika_4_1.rs,sutra_4_1_158,797,4.1.158,gAreDa,TasyaApatyam,iY,gAreDi,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
10382bb894a7bd382b63,kashika_4_1.rs,sutra_4_1_159,808,4.1.159,gArgIputra,TasyaApatyam,iY,gArgIputri,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
fd5aef6ab4dd20480e42,kashika_4_1.rs,sutra_4_1_159,815,4.1.159,vAtsIputra,TasyaApatyam,iY,vAtsIputri,1,positive,Descendant. (4.1.92),documented_english_gloss,source_conditioned_candidate
818a5f631aaf64a1c360,kashika_4_1.rs,sutra_4_1_161,820,4.1.161,manu,Jatau,aY,mAnuza,1,positive,A class. (4.1.161),documented_english_gloss,source_conditioned_candidate
b25ed607d5c7adfa15e3,kashika_4_1.rs,sutra_4_1_161,821,4.1.161,manu,Jatau,yat,manuzya,1,positive,A class. (4.1.161),documented_english_gloss,source_conditioned_candidate
