operation_id,krt_source_variant,operation_display,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,semantic_branch_id,semantic_relation,rule_refs,output_forms_slp1,reason,count_status
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0006"", ""meaning-c255753f9f9e""]",01.0006,nADf~\,upatApe,उपतापे (upatāpe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0006"", ""meaning-c458ec648d94""]",01.0006,nADf~\,ASizi,आशिषि (āśiṣi),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0007"", ""meaning-8db8a7c441d3""]",01.0007,nATf~\,yAcYAyAm,याच्ञायाम् (yācñāyām),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0007"", ""meaning-ade77b0908ab""]",01.0007,nATf~\,ESvarye,ऐश्वर्ये (aiśvarye),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0007"", ""meaning-c255753f9f9e""]",01.0007,nATf~\,upatApe,उपतापे (upatāpe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0007"", ""meaning-c458ec648d94""]",01.0007,nATf~\,ASizi,आशिषि (āśiṣi),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0008"", ""meaning-bb23f8c5982d""]",01.0008,daDa~\,DAraRe,धारणे (dhāraṇe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0009"", ""meaning-00323a78b7df""]",01.0009,skudi~\,ApravaRe,आप्रवणे (āpravaṇe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0010"", ""meaning-7d5e46e1b41d""]",01.0010,Svidi~\,SvEtye,श्वैत्ये (śvaitye),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0011"", ""meaning-388ca6564d81""]",01.0011,vadi~\,stutO,स्तुतौ (stutau),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0011"", ""meaning-bde5bb7a4809""]",01.0011,vadi~\,aBivAdane,अभिवादने (abhivādane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0012"", ""meaning-361d9b94e80f""]",01.0012,Badi~\,suKe,सुखे (sukhe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0012"", ""meaning-de3bcfd0d1d0""]",01.0012,Badi~\,kalyARe,कल्याणे (kalyāṇe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0013"", ""meaning-388ca6564d81""]",01.0013,madi~\,stutO,स्तुतौ (stutau),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0013"", ""meaning-5fa3d59b62c4""]",01.0013,madi~\,gatO,गतौ (gatau),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0013"", ""meaning-7ba414f5e3c0""]",01.0013,madi~\,kAntO,कान्तौ (kāntau),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0013"", ""meaning-a4fa07c9086e""]",01.0013,madi~\,svapne,स्वप्ने (svapne),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0013"", ""meaning-e642b12901a6""]",01.0013,madi~\,mode,मोदे (mode),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0013"", ""meaning-ea0890697a77""]",01.0013,madi~\,made,मदे (made),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0014"", ""meaning-84fe2d02b5f1""]",01.0014,spadi~\,kiYciccalane,किञ्चिच्चलने (kiñciccalane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0015"", ""meaning-c3ab493c096b""]",01.0015,klidi~\,paridevane,परिदेवने (paridevane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0016"", ""meaning-a6f808d0cf60""]",01.0016,muda~\,harze,हर्षे (harṣe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0017"", ""meaning-a71280a34aa6""]",01.0017,dada~\,dAne,दाने (dāne),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0018"", ""meaning-c1e1d650336a""]",01.0018,zvada~\,AsvAdane,आस्वादने (āsvādane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0019"", ""meaning-c1e1d650336a""]",01.0019,svarda~\,AsvAdane,आस्वादने (āsvādane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0020"", ""meaning-1dbf3e09c297""]",01.0020,urda~\,krIqAyAM,क्रीडायां (krīḍāyāṃ),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0020"", ""meaning-8b8700ed2466""]",01.0020,urda~\,mAne,माने (māne),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0020"", ""meaning-c1e1d650336a""]",01.0020,urda~\,AsvAdane,आस्वादने (āsvādane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0021"", ""meaning-c2219ce22ddf""]",01.0021,kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0022"", ""meaning-c2219ce22ddf""]",01.0022,Kurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0023"", ""meaning-c2219ce22ddf""]",01.0023,gurda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0024"", ""meaning-c2219ce22ddf""]",01.0024,guda~\,krIqAyAm eva,क्रीडायाम् एव (krīḍāyām eva),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0025"", ""meaning-dd1adc78b9c7""]",01.0025,zUda~\,kzaraRe,क्षरणे (kṣaraṇe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0026"", ""meaning-f7e0033b3f96""]",01.0026,hrAda~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0027"", ""meaning-361d9b94e80f""]",01.0027,hlAdI~\,suKe,सुखे (sukhe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0027"", ""meaning-f7e0033b3f96""]",01.0027,hlAdI~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0028"", ""meaning-c1e1d650336a""]",01.0028,svAda~\,AsvAdane,आस्वादने (āsvādane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0029"", ""meaning-aefdf1577154""]",01.0029,parda~\,kutsite Sabde,कुत्सिते शब्दे (kutsite śabde),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0030"", ""meaning-52a2ffd5acb5""]",01.0030,yatI~\,prayatne,प्रयत्ने (prayatne),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0031"", ""meaning-730f7e4e2ef8""]",01.0031,yutf~\,BAsane,भासने (bhāsane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0032"", ""meaning-730f7e4e2ef8""]",01.0032,jutf~\,BAsane,भासने (bhāsane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0033"", ""meaning-3a332ba259da""]",01.0033,viTf~\,yAcane,याचने (yācane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0034"", ""meaning-3a332ba259da""]",01.0034,veTf~\,yAcane,याचने (yācane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0035"", ""meaning-148cd30ab525""]",01.0035,SraTi~\,SETilye,शैथिल्ये (śaithilye),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0036"", ""meaning-2fb8a980f690""]",01.0036,graTi~\,kOwilye,कौटिल्ये (kauṭilye),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0037"", ""meaning-b00073dcdeb8""]",01.0037,katTa~\,SlAGAyAm,श्लाघायाम् (ślāghāyām),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0038"", ""meaning-eab2190db789""]",01.0038,ata~,sAtatyagamane,सातत्यगमने (sātatyagamane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0039"", ""meaning-2d1bec3ff990""]",01.0039,citI~,saMjYAne,संज्ञाने (saṃjñāne),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0040"", ""meaning-017dbd0718cb""]",01.0040,cyuti~r,Asecane,आसेचने (āsecane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0041"", ""meaning-017dbd0718cb""]",01.0041,Scuti~r,Asecane,आसेचने (āsecane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0042"", ""meaning-dd1adc78b9c7""]",01.0042,Scyuti~r,kzaraRe,क्षरणे (kṣaraṇe),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0043"", ""meaning-730f7e4e2ef8""]",01.0043,jyutf~,BAsane,भासने (bhāsane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0044"", ""meaning-3bf7963ee53c""]",01.0044,maTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0044"", ""meaning-8f27214ec2fb""]",01.0044,maTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0045"", ""meaning-3bf7963ee53c""]",01.0045,kuTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0045"", ""meaning-8f27214ec2fb""]",01.0045,kuTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0046"", ""meaning-3bf7963ee53c""]",01.0046,puTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0046"", ""meaning-8f27214ec2fb""]",01.0046,puTi~,saNkleSane,सङ्क्लेशने (saṅkleśane),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
obligation_kyap,kyap,"क्यप् (kyap), obligation or fitness","[""01.0047"", ""meaning-3bf7963ee53c""]",01.0047,luTi~,hiMsAyAm,हिंसायाम् (hiṃsāyām),obligation_or_fitness,the base action is to be performed or is fitting to be performed,3.1.97;3.1.124,,"The selected krt identifier produced no form for any source entry carrying this base meaning; the row is outside this operation, not rejected for lack of attestation.",not_admitted_engine_and_rule_condition_unmet
