derived_word_meaning_id,operation_id,operation_display,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,semantic_branch_id,semantic_relation,rule_refs,output_forms_slp1,output_variant_count,admission_basis,count_status
c8f148e92d88222467ef,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0016"", ""meaning-456b48da5b7f""]",10.0016,laja~,apavAraRe,अपवारणे (apavāraṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,lAji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
d44fdbcdbc9e28d0d5c0,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0017"", ""meaning-bf6670b8e0f3""]",10.0017,pIqa~,avagAhane,अवगाहने (avagāhane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,pIqi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
66e376ab0253d981d6b0,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0018"", ""meaning-8083d7b458fd""]",10.0018,nawa~,avaspandane,अवस्पन्दने (avaspandane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,nAwi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
912158b89e5d89bd4d3a,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0019"", ""meaning-52a2ffd5acb5""]",10.0019,SraTa~,prayatne,प्रयत्ने (prayatne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,SrATi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
edeccad299c6c31792bb,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0020"", ""meaning-b73be7b5e74a""]",10.0020,baDa~,saMyamane,संयमने (saṃyamane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,bADi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
661e4ef1b9a95440c084,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0021"", ""meaning-b73be7b5e74a""]",10.0021,banDa~,saMyamane,संयमने (saṃyamane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,banDi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
839394e45748c78b6a29,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0023"", ""meaning-56d911123328""]",10.0023,urja~,bale,बले (bale),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,Urji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
af825832d562aa7a2fa1,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0023"", ""meaning-8f0940e4608a""]",10.0023,urja~,prARane,प्राणने (prāṇane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,Urji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
8b8c48534bb29aba5074,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0024"", ""meaning-bcd2fe1559df""]",10.0024,pakza~,parigrahe,परिग्रहे (parigrahe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,pakzi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
1b20b7a3acf10e3b9615,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0025"", ""meaning-556802d0e7f6""]",10.0025,varRa~,preraRe,प्रेरणे (preraṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,varRi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
53d2f54d54db4b8f30b6,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0026"", ""meaning-556802d0e7f6""]",10.0026,curRa~,preraRe,प्रेरणे (preraṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,cUrRi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
bbd2d4937be4bbc477fb,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0027"", ""meaning-bcc0f228a822""]",10.0027,praTa~,praKyAne,प्रख्याने (prakhyāne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,prATi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
9bd73a9fe4a2c5f720ec,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0028"", ""meaning-169a5b3eab06""]",10.0028,pfTa~,prakzepe,प्रक्षेपे (prakṣepe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,parTi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
4a34f31ae3074914bf94,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0029"", ""meaning-169a5b3eab06""]",10.0029,paTa~,prakzepe,प्रक्षेपे (prakṣepe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,pATi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
44319d1d7b1153249a29,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0030"", ""meaning-c91eda6b781c""]",10.0030,zanba~,sambanDane,सम्बन्धने (sambandhane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,sambi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
819be64dd125535bbb49,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0031"", ""meaning-c91eda6b781c""]",10.0031,Sanba~,sambanDane,सम्बन्धने (sambandhane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,Sambi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
0540b3dc619095718324,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0032"", ""meaning-c91eda6b781c""]",10.0032,sAnba~,sambanDane,सम्बन्धने (sambandhane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,sAmbi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
0e1458d3752fbbd3c259,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0033"", ""meaning-12098753fdb8""]",10.0033,Bakza~,adane,अदने (adane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,Bakzi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
03efa9e09fad4c7d2cc4,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0034"", ""meaning-419b680bba71""]",10.0034,kuwwa~,Bartsane,भर्त्सने (bhartsane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,kuwwi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
0e80afc38b36cfa15a84,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0034"", ""meaning-c070dfa2517d""]",10.0034,kuwwa~,Cedane,छेदने (chedane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,kuwwi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
f5dd39cb7f7db2a12315,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0035"", ""meaning-281d6ceca229""]",10.0035,puwwa~,alpIBAve,अल्पीभावे (alpībhāve),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,puwwi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
1b2b18dd6458471b00ee,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0036"", ""meaning-281d6ceca229""]",10.0036,cuwwa~,alpIBAve,अल्पीभावे (alpībhāve),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,cuwwi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
622dfbca603f70e69506,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0037"", ""meaning-f0e843d6616f""]",10.0037,adwa~,anAdare,अनादरे (anādare),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,awwi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
876315783556ac89926a,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0038"", ""meaning-f0e843d6616f""]",10.0038,zuwwa~,anAdare,अनादरे (anādare),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,suwwi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
59bc4591126924f0ad26,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0039"", ""meaning-ea619e8dba65""]",10.0039,lunwa~,steye,स्तेये (steye),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,luRwi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
4f171a36290248fa40d8,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0040"", ""meaning-ea619e8dba65""]",10.0040,lunWa~,steye,स्तेये (steye),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,luRWi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
031cf1f545616d4a22ef,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0041"", ""meaning-50de7e3502c9""]",10.0041,SaWa~,asaMskAre,असंस्कारे (asaṃskāre),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,SAWi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
854f88d7721a7070aa6b,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0041"", ""meaning-5fa3d59b62c4""]",10.0041,SaWa~,gatO,गतौ (gatau),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,SAWi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
7ad46b745ce24e83d2cc,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0042"", ""meaning-50de7e3502c9""]",10.0042,SvaWa~,asaMskAre,असंस्कारे (asaṃskāre),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,SvAWi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
3f4d97231c82cdee2086,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0042"", ""meaning-5fa3d59b62c4""]",10.0042,SvaWa~,gatO,गतौ (gatau),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,SvAWi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
98970a294b9abe6539a2,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0043"", ""meaning-50de7e3502c9""]",10.0043,SvaWi~,asaMskAre,असंस्कारे (asaṃskāre),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,SvaRWi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
c7f6cdcc1a5d64fae513,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0043"", ""meaning-5fa3d59b62c4""]",10.0043,SvaWi~,gatO,गतौ (gatau),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,SvaRWi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
32a97719412711d7eae9,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0044"", ""meaning-7d5a8a506fb0""]",10.0044,tuja~,niketane,निकेतने (niketane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,toji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
d8f3a5fb16ebf334ef42,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0044"", ""meaning-91cb8c95f040""]",10.0044,tuja~,balAdAne,बलादाने (balādāne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,toji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
62d314a670312780e5d5,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0045"", ""meaning-3bf7963ee53c""]",10.0045,tuji~,hiMsAyAm,हिंसायाम् (hiṃsāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,tuYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
044994dc126b7f9ed46a,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0045"", ""meaning-7d5a8a506fb0""]",10.0045,tuji~,niketane,निकेतने (niketane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,tuYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
41c6e82baa6656d3fb8c,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0045"", ""meaning-91cb8c95f040""]",10.0045,tuji~,balAdAne,बलादाने (balādāne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,tuYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
53d47d4dc1f6268c6ae2,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0046"", ""meaning-3bf7963ee53c""]",10.0046,pija~,hiMsAyAm,हिंसायाम् (hiṃsāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,peji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
0fdfc16a6eaf79e09b32,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0046"", ""meaning-7d5a8a506fb0""]",10.0046,pija~,niketane,निकेतने (niketane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,peji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
d31ce6157b2b8688e41f,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0046"", ""meaning-91cb8c95f040""]",10.0046,pija~,balAdAne,बलादाने (balādāne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,peji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
3150b6b2aabb311b1fcf,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0047"", ""meaning-3bf7963ee53c""]",10.0047,piji~,hiMsAyAm,हिंसायाम् (hiṃsāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,piYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
1881d4a1341fea99c047,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0047"", ""meaning-7d5a8a506fb0""]",10.0047,piji~,niketane,निकेतने (niketane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,piYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
2243b345f0c60d80c95a,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0047"", ""meaning-91cb8c95f040""]",10.0047,piji~,balAdAne,बलादाने (balādāne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,piYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
de8066d8855597c81597,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0048"", ""meaning-3bf7963ee53c""]",10.0048,laji~,hiMsAyAm,हिंसायाम् (hiṃsāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,laYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
bb01a5127b9a8a12714d,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0048"", ""meaning-7d5a8a506fb0""]",10.0048,laji~,niketane,निकेतने (niketane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,laYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
a1e92de9fe27dbdb775f,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0048"", ""meaning-91cb8c95f040""]",10.0048,laji~,balAdAne,बलादाने (balādāne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,laYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
46098ac6141235478d7a,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0049"", ""meaning-3bf7963ee53c""]",10.0049,luji~,hiMsAyAm,हिंसायाम् (hiṃsāyām),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,luYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
60bc48bb0016d570c95a,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0049"", ""meaning-7d5a8a506fb0""]",10.0049,luji~,niketane,निकेतने (niketane),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,luYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
95bff94212e04da4cd4d,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0049"", ""meaning-91cb8c95f040""]",10.0049,luji~,balAdAne,बलादाने (balādāne),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,luYji,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
3c124b956b8f8ac7a6ab,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0050"", ""meaning-5fa3d59b62c4""]",10.0050,pisa~,gatO,गतौ (gatau),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,pesi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
436b8bf31998a06cefc8,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0051"", ""meaning-9e25650c7acd""]",10.0051,zAntva~,sAmaprayoge,सामप्रयोगे (sāmaprayoge),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,sAntvi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
d7f85b51be2f7ddc3852,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0052"", ""meaning-9e25650c7acd""]",10.0052,sAntva~,sAmaprayoge,सामप्रयोगे (sāmaprayoge),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,sAntvi,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
f9b839c85f3ed92e9d85,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0053"", ""meaning-6c1cf9a54ef6""]",10.0053,Svalka~,pariBAzaRe,परिभाषणे (paribhāṣaṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,Svalki,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
596d848110f8d1f470ec,curadi_true_causative,"द्विणिजन्त (dviṇijanta), true causative of a curādigaṇa base","[""10.0054"", ""meaning-6c1cf9a54ef6""]",10.0054,valka~,pariBAzaRe,परिभाषणे (paribhāṣaṇe),causation,"cause an independent agent to perform the base action, or bring about the base state",3.1.25;3.1.26,valki,1,class_forming_nic_plus_causative_nic_plus_pinned_engine_output,admitted_research_ledger
